Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
David Soria,es ESP,27-204,90,2,1,1,100.0,1.1,14,26,53.8,30,0,83.3,46.5,3,33.3,38.7,7,0,0.0,0,,7,2020-2021
Rui Silva,pt POR,26-261,90,1,0,1,100.0,0.0,11,28,39.3,21,0,90.5,54.8,9,100.0,65.8,32,0,0.0,1,27.0,7,2020-2021
Álex Remiro,es ESP,25-215,90,4,1,3,75.0,1.1,4,12,33.3,31,5,32.3,34.3,2,100.0,68.0,8,0,0.0,0,3.0,7,2020-2021
Andrés Fernández,es ESP,33-313,90,6,4,2,50.0,2.6,5,15,33.3,23,3,43.5,34.1,9,55.6,46.1,12,1,8.3,0,4.8,7,2020-2021
Aitor Fernández,es ESP,29-176,90,3,1,2,66.7,0.5,6,9,66.7,14,5,50.0,40.2,4,50.0,45.3,14,0,0.0,0,4.0,7,2020-2021
Iván Villar,es ESP,23-109,90,3,1,2,100.0,1.1,8,19,42.1,27,5,55.6,41.6,6,66.7,50.5,13,1,7.7,5,19.8,7,2020-2021
Marko Dmitrović,rs SRB,28-280,90,4,2,2,50.0,1.7,6,11,54.5,23,2,43.5,40.0,2,50.0,47.5,5,0,0.0,0,15.7,8,2020-2021
Jeremías Ledesma,ar ARG,27-260,90,3,0,3,100.0,0.6,13,29,44.8,22,0,95.5,55.1,9,88.9,53.8,29,1,3.4,0,5.3,8,2020-2021
Thibaut Courtois,be BEL,28-173,90,2,1,1,50.0,0.8,0,3,0.0,24,5,8.3,25.2,7,14.3,34.1,15,1,6.7,4,26.8,8,2020-2021
Andrés Fernández,es ESP,33-319,90,6,4,2,33.3,2.7,3,11,27.3,31,8,16.1,24.5,7,85.7,46.6,16,0,0.0,0,9.3,8,2020-2021
Unai Simón,es ESP,23-142,90,2,1,1,50.0,1.0,6,18,33.3,30,8,43.3,42.9,5,100.0,68.8,14,1,7.1,1,13.7,8,2020-2021
Yassine Bounou,ma MAR,29-209,90,5,2,3,60.0,0.8,5,14,35.7,24,7,41.7,34.7,5,80.0,54.0,22,0,0.0,0,11.0,8,2020-2021
Sergio Herrera,es ESP,27-148,90,6,3,3,66.7,2.6,12,24,50.0,31,1,64.5,45.9,5,80.0,53.6,6,0,0.0,0,18.5,8,2020-2021
Jan Oblak,si SVN,27-298,90,3,1,2,66.7,1.0,5,21,23.8,26,2,46.2,36.2,14,64.3,43.0,19,0,0.0,1,16.3,8,2020-2021
Fernando Pacheco,es ESP,28-166,90,8,1,7,87.5,0.9,8,17,47.1,12,1,83.3,54.7,13,53.8,40.1,7,1,14.3,0,6.0,8,2020-2021
Neto,br BRA,31-104,90,3,1,2,66.7,1.3,0,0,,24,5,0.0,18.1,0,,,5,0,0.0,1,16.0,8,2020-2021
Claudio Bravo,cl CHI,37-202,90,2,1,1,50.0,1.0,2,9,22.2,32,2,21.9,31.0,2,100.0,71.5,1,0,0.0,0,10.0,8,2020-2021
Édgar Badía,es ESP,28-263,90,10,3,6,70.0,3.7,5,8,62.5,36,13,13.9,24.1,9,33.3,28.1,12,0,0.0,3,21.8,8,2020-2021
Rubén Blanco,es ESP,25-099,90,7,4,3,42.9,2.6,2,9,22.2,25,5,36.0,32.8,4,0.0,17.0,12,0,0.0,0,,8,2020-2021
Álex Remiro,es ESP,25-222,90,2,1,1,100.0,1.0,5,13,38.5,30,4,26.7,33.6,7,71.4,52.6,4,0,0.0,0,,8,2020-2021
