Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Aitor Fernández,es ESP,29-154,90,3,2,1,33.3,1.5,4,9,44.4,29,6,20.7,25.4,11,27.3,24.8,14,0,0.0,3,22.0,5,2020-2021
Thibaut Courtois,be BEL,28-146,90,4,0,4,100.0,0.3,3,19,15.8,37,4,37.8,35.5,10,50.0,46.2,11,0,0.0,2,27.0,5,2020-2021
Jeremías Ledesma,ar ARG,27-234,90,5,1,4,80.0,1.4,7,16,43.8,18,1,72.2,47.1,4,75.0,59.0,17,0,0.0,0,10.3,5,2020-2021
Rui Silva,pt POR,26-240,90,4,1,3,75.0,1.5,8,17,47.1,26,2,42.3,37.5,9,66.7,51.6,11,0,0.0,0,,5,2020-2021
Neto,br BRA,31-077,90,1,1,0,0.0,0.1,1,6,16.7,35,3,17.1,25.9,12,0.0,12.9,10,0,0.0,2,28.3,5,2020-2021
Yassine Bounou,ma MAR,29-182,90,5,1,4,80.0,1.0,1,5,20.0,25,4,12.0,23.5,4,50.0,36.3,10,2,20.0,1,10.5,5,2020-2021
Rui Silva,pt POR,26-253,90,3,0,3,100.0,0.7,4,13,30.8,24,4,45.8,37.5,4,50.0,42.0,6,0,0.0,0,,6,2020-2021
Yassine Bounou,ma MAR,29-195,90,3,1,2,66.7,1.6,12,22,54.5,27,5,51.9,40.3,9,88.9,58.1,22,1,4.5,0,5.0,6,2020-2021
Iván Villar,es ESP,23-100,90,4,2,2,50.0,2.1,1,4,25.0,19,4,15.8,27.8,9,11.1,25.3,8,1,12.5,0,9.7,6,2020-2021
Jan Oblak,si SVN,27-284,90,5,0,5,100.0,1.2,11,25,44.0,28,3,64.3,45.3,11,63.6,45.5,13,0,0.0,2,20.5,6,2020-2021
Thibaut Courtois,be BEL,28-159,90,4,1,3,75.0,0.8,1,2,50.0,20,9,0.0,16.5,10,20.0,27.2,22,3,13.6,0,7.3,6,2020-2021
Jeremías Ledesma,ar ARG,27-247,90,2,0,2,100.0,0.1,17,41,41.5,23,0,100.0,63.3,18,100.0,69.8,24,3,12.5,0,7.3,6,2020-2021
David Soria,es ESP,27-196,90,1,0,1,100.0,0.1,7,27,25.9,20,0,95.0,54.1,8,100.0,58.9,4,2,50.0,0,6.0,6,2020-2021
Neto,br BRA,31-090,90,4,1,3,100.0,1.5,1,2,50.0,26,9,7.7,22.6,7,0.0,15.4,14,2,14.3,0,7.0,6,2020-2021
Marko Dmitrović,rs SRB,28-268,90,2,0,2,100.0,0.6,4,23,17.4,19,4,78.9,50.9,8,100.0,68.9,18,1,5.6,0,8.3,6,2020-2021
Sergio Herrera,es ESP,27-135,90,6,0,6,100.0,0.9,13,33,39.4,31,0,90.3,58.2,5,100.0,67.4,22,2,9.1,2,10.0,6,2020-2021
Unai Simón,es ESP,23-129,90,1,0,1,100.0,0.0,10,14,71.4,19,5,36.8,35.3,7,100.0,72.7,11,1,9.1,0,5.0,6,2020-2021
Koke Vegas,es ESP,25-021,90,4,2,2,50.0,2.2,3,12,25.0,19,3,47.4,37.2,10,30.0,32.0,12,0,0.0,1,12.3,6,2020-2021
Sergio Asenjo,es ESP,31-112,90,3,1,2,66.7,0.2,5,11,45.5,20,7,30.0,32.3,10,50.0,40.6,19,2,10.5,0,3.5,6,2020-2021
Jaume Doménech,es ESP,29-348,90,6,2,4,83.3,1.6,9,16,56.3,26,3,42.3,34.7,11,45.5,35.7,9,1,11.1,0,5.0,6,2020-2021
