Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Rafa Mir,9,es ESP,FW,23-122,90,1,0,0,0,5,4,0,0,22,0,0,0,0.6,0.6,0.0,1,1,9,13,69.2,1,8,1,0,0,6,2020-2021
Javier Ontiveros,15,es ESP,LW,23-039,55,0,1,0,0,1,0,0,0,26,0,0,1,0.0,0.0,0.1,3,0,14,20,70.0,1,19,0,3,1,6,2020-2021
   Sandro Ramírez,6,es ESP,"LW,AM",25-101,35,1,0,0,0,1,1,0,0,18,0,0,0,0.2,0.2,0.0,0,0,9,11,81.8,1,10,1,1,1,6,2020-2021
David Ferreiro,7,es ESP,"RW,LW",32-200,90,0,0,0,0,1,0,0,0,62,0,0,0,0.0,0.0,0.5,8,0,38,57,66.7,5,34,1,2,2,6,2020-2021
Borja García,24,es ESP,AM,29-351,76,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,1,0,26,34,76.5,2,19,5,2,2,6,2020-2021
   Sergio Gómez,10,es ESP,RW,20-044,14,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,10,10,100.0,0,7,0,1,1,6,2020-2021
Pedro Mosquera,5,es ESP,DM,32-180,90,0,0,0,0,1,0,0,0,85,0,2,1,0.0,0.0,0.3,2,1,72,77,93.5,5,38,1,0,0,6,2020-2021
Jaime Seoane,20,es ESP,DM,23-270,90,0,0,0,0,0,0,0,0,58,3,0,3,0.0,0.0,0.0,1,0,39,50,78.0,5,31,2,3,3,6,2020-2021
Luisinho,16,pt POR,LB,35-166,76,0,0,0,0,0,0,0,0,51,2,1,0,0.0,0.0,0.1,1,0,40,46,87.0,3,18,2,0,0,6,2020-2021
   Javi Galán,11,es ESP,LB,25-334,14,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,1,0,11,13,84.6,1,4,1,0,0,6,2020-2021
Dimitris Siovas,18,gr GRE,CB,32-032,90,0,0,0,0,2,1,0,0,93,2,3,1,0.2,0.2,0.0,3,1,68,82,82.9,4,35,6,0,0,6,2020-2021
Jorge Pulido,14,es ESP,CB,29-193,90,0,0,0,0,0,0,0,0,100,0,2,2,0.0,0.0,0.0,0,0,76,91,83.5,3,38,3,0,0,6,2020-2021
Pablo Maffeo,3,es ESP,RB,23-098,90,0,0,0,0,1,1,1,0,100,2,3,1,0.0,0.0,0.0,2,0,64,88,72.7,4,39,3,3,2,6,2020-2021
Andrés Fernández,25,es ESP,GK,33-306,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,28,33,84.8,0,14,0,0,0,6,2020-2021
Rafa Mir,9,es ESP,FW,23-122,90,1,0,0,0,5,4,0,0,22,0,0,0,0.6,0.6,0.0,1,1,9,13,69.2,1,8,1,0,0,6,2020-2021
Javier Ontiveros,15,es ESP,LW,23-039,55,0,1,0,0,1,0,0,0,26,0,0,1,0.0,0.0,0.1,3,0,14,20,70.0,1,19,0,3,1,6,2020-2021
   Sandro Ramírez,6,es ESP,"LW,AM",25-101,35,1,0,0,0,1,1,0,0,18,0,0,0,0.2,0.2,0.0,0,0,9,11,81.8,1,10,1,1,1,6,2020-2021
David Ferreiro,7,es ESP,"RW,LW",32-200,90,0,0,0,0,1,0,0,0,62,0,0,0,0.0,0.0,0.5,8,0,38,57,66.7,5,34,1,2,2,6,2020-2021
Borja García,24,es ESP,AM,29-351,76,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,1,0,26,34,76.5,2,19,5,2,2,6,2020-2021
   Sergio Gómez,10,es ESP,RW,20-044,14,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,10,10,100.0,0,7,0,1,1,6,2020-2021
Pedro Mosquera,5,es ESP,DM,32-180,90,0,0,0,0,1,0,0,0,85,0,2,1,0.0,0.0,0.3,2,1,72,77,93.5,5,38,1,0,0,6,2020-2021
Jaime Seoane,20,es ESP,DM,23-270,90,0,0,0,0,0,0,0,0,58,3,0,3,0.0,0.0,0.0,1,0,39,50,78.0,5,31,2,3,3,6,2020-2021
Luisinho,16,pt POR,LB,35-166,76,0,0,0,0,0,0,0,0,51,2,1,0,0.0,0.0,0.1,1,0,40,46,87.0,3,18,2,0,0,6,2020-2021
   Javi Galán,11,es ESP,LB,25-334,14,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,1,0,11,13,84.6,1,4,1,0,0,6,2020-2021
Dimitris Siovas,18,gr GRE,CB,32-032,90,0,0,0,0,2,1,0,0,93,2,3,1,0.2,0.2,0.0,3,1,68,82,82.9,4,35,6,0,0,6,2020-2021
Jorge Pulido,14,es ESP,CB,29-193,90,0,0,0,0,0,0,0,0,100,0,2,2,0.0,0.0,0.0,0,0,76,91,83.5,3,38,3,0,0,6,2020-2021
Pablo Maffeo,3,es ESP,RB,23-098,90,0,0,0,0,1,1,1,0,100,2,3,1,0.0,0.0,0.0,2,0,64,88,72.7,4,39,3,3,2,6,2020-2021
Andrés Fernández,25,es ESP,GK,33-306,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,28,33,84.8,0,14,0,0,0,6,2020-2021
Lucas Pérez,7,es ESP,FW,32-038,90,0,0,0,0,1,0,0,0,45,0,0,1,0.1,0.1,0.5,7,0,25,38,65.8,6,30,2,3,2,6,2020-2021
Joselu,9,es ESP,FW,30-205,90,0,0,0,0,3,0,0,0,42,4,1,0,0.8,0.8,0.1,4,0,16,27,59.3,2,29,2,5,3,6,2020-2021
Jota,24,es ESP,AM,29-124,61,0,0,0,0,1,0,0,0,32,2,0,1,0.0,0.0,0.3,1,0,16,22,72.7,5,17,3,2,2,6,2020-2021
   Tomás Pina Isla,8,es ESP,AM,33-004,29,0,0,0,0,1,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,16,18,88.9,2,17,0,0,0,6,2020-2021
Rodrigo Battaglia,6,ar ARG,CM,29-098,90,0,0,0,0,0,0,0,0,42,1,2,3,0.0,0.0,0.0,1,0,29,34,85.3,3,27,1,0,0,6,2020-2021
Pere Pons,20,es ESP,CM,27-241,90,0,0,0,0,0,0,0,0,30,1,0,0,0.0,0.0,0.0,0,0,19,24,79.2,2,19,0,0,0,6,2020-2021
Adrián Marín,17,es ESP,WB,23-283,61,0,0,0,0,1,0,0,0,51,1,1,0,0.1,0.1,0.0,0,0,32,41,78.0,3,30,1,1,0,6,2020-2021
   Javi López,26,es ESP,WB,18-291,29,0,0,0,0,0,0,0,0,35,0,1,0,0.0,0.0,0.0,0,0,20,31,64.5,1,20,3,1,1,6,2020-2021
Édgar Méndez,16,es ESP,WB,30-290,61,0,0,0,0,1,0,0,0,24,1,0,1,0.0,0.0,0.2,3,0,15,19,78.9,2,15,1,0,0,6,2020-2021
   Borja Sainz,29,es ESP,WB,19-260,29,0,0,0,0,1,1,0,0,16,0,0,1,0.3,0.3,0.0,1,0,8,11,72.7,1,10,1,2,0,6,2020-2021
Florian Lejeune,22,fr FRA,CB,29-151,45,0,0,0,0,0,0,1,0,40,0,3,1,0.0,0.0,0.0,1,0,32,35,91.4,4,25,0,0,0,6,2020-2021
   Víctor Laguardia,5,es ESP,CB,30-348,45,0,0,0,0,0,0,0,0,29,2,1,0,0.0,0.0,0.0,0,0,21,24,87.5,3,19,0,0,0,6,2020-2021
Rodrigo Ely,4,br BRA,CB,26-350,80,0,0,0,0,1,0,1,0,45,2,3,1,0.3,0.3,0.0,1,0,31,34,91.2,0,25,1,1,1,6,2020-2021
   Luis Rioja,11,es ESP,CB,27-002,10,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,6,2020-2021
Ximo Navarro,23,es ESP,CB,30-269,90,0,0,0,0,3,1,0,0,71,1,6,0,0.1,0.1,0.0,3,0,48,57,84.2,8,56,3,3,2,6,2020-2021
Fernando Pacheco,1,es ESP,GK,28-153,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,1,0,21,28,75.0,0,17,0,0,0,6,2020-2021
Lucas Pérez,7,es ESP,FW,32-038,90,0,0,0,0,1,0,0,0,45,0,0,1,0.1,0.1,0.5,7,0,25,38,65.8,6,30,2,3,2,6,2020-2021
Joselu,9,es ESP,FW,30-205,90,0,0,0,0,3,0,0,0,42,4,1,0,0.8,0.8,0.1,4,0,16,27,59.3,2,29,2,5,3,6,2020-2021
Jota,24,es ESP,AM,29-124,61,0,0,0,0,1,0,0,0,32,2,0,1,0.0,0.0,0.3,1,0,16,22,72.7,5,17,3,2,2,6,2020-2021
   Tomás Pina Isla,8,es ESP,AM,33-004,29,0,0,0,0,1,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,16,18,88.9,2,17,0,0,0,6,2020-2021
Rodrigo Battaglia,6,ar ARG,CM,29-098,90,0,0,0,0,0,0,0,0,42,1,2,3,0.0,0.0,0.0,1,0,29,34,85.3,3,27,1,0,0,6,2020-2021
Pere Pons,20,es ESP,CM,27-241,90,0,0,0,0,0,0,0,0,30,1,0,0,0.0,0.0,0.0,0,0,19,24,79.2,2,19,0,0,0,6,2020-2021
Adrián Marín,17,es ESP,WB,23-283,61,0,0,0,0,1,0,0,0,51,1,1,0,0.1,0.1,0.0,0,0,32,41,78.0,3,30,1,1,0,6,2020-2021
   Javi López,26,es ESP,WB,18-291,29,0,0,0,0,0,0,0,0,35,0,1,0,0.0,0.0,0.0,0,0,20,31,64.5,1,20,3,1,1,6,2020-2021
Édgar Méndez,16,es ESP,WB,30-290,61,0,0,0,0,1,0,0,0,24,1,0,1,0.0,0.0,0.2,3,0,15,19,78.9,2,15,1,0,0,6,2020-2021
   Borja Sainz,29,es ESP,WB,19-260,29,0,0,0,0,1,1,0,0,16,0,0,1,0.3,0.3,0.0,1,0,8,11,72.7,1,10,1,2,0,6,2020-2021
Florian Lejeune,22,fr FRA,CB,29-151,45,0,0,0,0,0,0,1,0,40,0,3,1,0.0,0.0,0.0,1,0,32,35,91.4,4,25,0,0,0,6,2020-2021
   Víctor Laguardia,5,es ESP,CB,30-348,45,0,0,0,0,0,0,0,0,29,2,1,0,0.0,0.0,0.0,0,0,21,24,87.5,3,19,0,0,0,6,2020-2021
Rodrigo Ely,4,br BRA,CB,26-350,80,0,0,0,0,1,0,1,0,45,2,3,1,0.3,0.3,0.0,1,0,31,34,91.2,0,25,1,1,1,6,2020-2021
   Luis Rioja,11,es ESP,CB,27-002,10,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,6,2020-2021
Ximo Navarro,23,es ESP,CB,30-269,90,0,0,0,0,3,1,0,0,71,1,6,0,0.1,0.1,0.0,3,0,48,57,84.2,8,56,3,3,2,6,2020-2021
Fernando Pacheco,1,es ESP,GK,28-153,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,1,0,21,28,75.0,0,17,0,0,0,6,2020-2021
Borja Iglesias,9,es ESP,FW,27-275,45,0,0,0,0,1,0,0,0,8,0,1,0,0.0,0.0,0.0,1,0,3,6,50.0,0,7,0,0,0,6,2020-2021
   Antonio Sanabria,19,py PAR,FW,24-228,45,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,14,19,73.7,0,11,0,1,1,6,2020-2021
Cristian Tello,11,es ESP,"LW,LM",29-068,74,0,0,0,0,3,1,0,0,40,0,0,1,0.1,0.1,0.0,1,0,19,36,52.8,2,31,1,1,1,6,2020-2021
   Diego Lainez,20,mx MEX,LM,20-131,16,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.1,1,0,7,13,53.8,0,10,2,2,1,6,2020-2021
Joaquín,17,es ESP,RW,39-089,57,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.2,2,0,19,23,82.6,1,10,0,1,1,6,2020-2021
   Loren Morón,16,es ESP,FW,26-293,33,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.1,3,0,7,7,100.0,2,7,0,4,3,6,2020-2021
Nabil Fekir,8,fr FRA,"AM,RM",27-092,90,0,0,0,0,0,0,0,0,40,2,0,2,0.0,0.0,0.0,0,0,25,31,80.6,2,31,3,3,1,6,2020-2021
Sergio Canales,10,es ESP,DM,29-245,58,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,2,0,32,37,86.5,0,23,1,0,0,6,2020-2021
   William Carvalho,14,pt POR,CM,28-194,32,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,30,36,83.3,5,29,0,0,0,6,2020-2021
Guido Rodríguez,21,ar ARG,"DM,CM",26-189,90,0,0,0,0,2,0,0,0,74,3,4,3,0.1,0.1,0.0,0,0,49,57,86.0,3,35,0,0,0,6,2020-2021
Álex Moreno,15,es ESP,LB,27-132,74,0,0,0,0,0,0,0,0,57,0,2,0,0.0,0.0,0.0,1,0,38,50,76.0,2,29,3,2,1,6,2020-2021
   Juan Miranda,33,es ESP,LB,20-273,16,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,11,18,61.1,1,10,0,0,0,6,2020-2021
Sidnei,12,br BRA,CB,31-056,90,0,0,0,0,0,0,1,0,69,0,2,2,0.0,0.0,0.0,0,0,56,63,88.9,1,49,1,0,0,6,2020-2021
Marc Bartra,5,es ESP,CB,29-277,90,0,0,0,0,1,0,1,0,73,2,2,0,0.1,0.1,0.0,0,0,46,56,82.1,3,32,0,0,0,6,2020-2021
Aitor Ruibal,24,es ESP,RB,24-210,90,0,0,0,0,0,0,0,0,57,1,1,1,0.0,0.0,0.0,0,0,34,49,69.4,2,34,0,0,0,6,2020-2021
Claudio Bravo,25,cl CHI,GK,37-188,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,23,39,59.0,0,24,0,0,0,6,2020-2021
Borja Iglesias,9,es ESP,FW,27-275,45,0,0,0,0,1,0,0,0,8,0,1,0,0.0,0.0,0.0,1,0,3,6,50.0,0,7,0,0,0,6,2020-2021
   Antonio Sanabria,19,py PAR,FW,24-228,45,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,14,19,73.7,0,11,0,1,1,6,2020-2021
Cristian Tello,11,es ESP,"LW,LM",29-068,74,0,0,0,0,3,1,0,0,40,0,0,1,0.1,0.1,0.0,1,0,19,36,52.8,2,31,1,1,1,6,2020-2021
   Diego Lainez,20,mx MEX,LM,20-131,16,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.1,1,0,7,13,53.8,0,10,2,2,1,6,2020-2021
Joaquín,17,es ESP,RW,39-089,57,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.2,2,0,19,23,82.6,1,10,0,1,1,6,2020-2021
   Loren Morón,16,es ESP,FW,26-293,33,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.1,3,0,7,7,100.0,2,7,0,4,3,6,2020-2021
Nabil Fekir,8,fr FRA,"AM,RM",27-092,90,0,0,0,0,0,0,0,0,40,2,0,2,0.0,0.0,0.0,0,0,25,31,80.6,2,31,3,3,1,6,2020-2021
Sergio Canales,10,es ESP,DM,29-245,58,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,2,0,32,37,86.5,0,23,1,0,0,6,2020-2021
   William Carvalho,14,pt POR,CM,28-194,32,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,30,36,83.3,5,29,0,0,0,6,2020-2021
Guido Rodríguez,21,ar ARG,"DM,CM",26-189,90,0,0,0,0,2,0,0,0,74,3,4,3,0.1,0.1,0.0,0,0,49,57,86.0,3,35,0,0,0,6,2020-2021
Álex Moreno,15,es ESP,LB,27-132,74,0,0,0,0,0,0,0,0,57,0,2,0,0.0,0.0,0.0,1,0,38,50,76.0,2,29,3,2,1,6,2020-2021
   Juan Miranda,33,es ESP,LB,20-273,16,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,11,18,61.1,1,10,0,0,0,6,2020-2021
Sidnei,12,br BRA,CB,31-056,90,0,0,0,0,0,0,1,0,69,0,2,2,0.0,0.0,0.0,0,0,56,63,88.9,1,49,1,0,0,6,2020-2021
Marc Bartra,5,es ESP,CB,29-277,90,0,0,0,0,1,0,1,0,73,2,2,0,0.1,0.1,0.0,0,0,46,56,82.1,3,32,0,0,0,6,2020-2021
Aitor Ruibal,24,es ESP,RB,24-210,90,0,0,0,0,0,0,0,0,57,1,1,1,0.0,0.0,0.0,0,0,34,49,69.4,2,34,0,0,0,6,2020-2021
Claudio Bravo,25,cl CHI,GK,37-188,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,23,39,59.0,0,24,0,0,0,6,2020-2021
Pere Milla,10,es ESP,FW,28-030,90,0,0,0,0,0,0,0,0,30,1,0,1,0.0,0.0,0.1,1,0,14,18,77.8,2,11,1,0,0,7,2020-2021
