Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Santi Mina,22,es ESP,FW,24-358,82,0,0,0,0,2,1,0,0,35,1,0,1,1.0,1.0,0.0,3,0,21,25,84.0,1,19,0,1,0,11,2020-2021
   Fran Beltrán,8,es ESP,FW,21-300,8,1,0,0,0,1,1,0,0,2,0,0,0,0.5,0.5,0.0,0,0,0,0,,0,2,0,0,0,11,2020-2021
Iago Aspas,10,es ESP,FW,33-120,90,0,1,0,0,0,0,0,0,54,1,1,0,0.0,0.0,2.7,13,3,38,49,77.6,8,38,5,4,4,11,2020-2021
Nolito,9,es ESP,LM,34-045,73,1,0,0,0,4,1,0,0,55,2,0,3,1.2,1.2,0.0,4,0,29,41,70.7,6,31,1,0,0,11,2020-2021
   Miguel Baeza,27,es ESP,LM,20-247,17,1,0,0,0,2,1,0,0,10,2,1,1,0.9,0.9,0.0,1,1,3,4,75.0,1,5,0,0,0,11,2020-2021
Denis Suárez,6,es ESP,CM,26-328,73,0,0,0,0,2,0,0,0,93,2,0,3,0.1,0.1,0.1,2,0,79,87,90.8,11,62,4,1,1,11,2020-2021
   Okay Yokuşlu,5,tr TUR,"DM,CM",26-265,16,0,0,0,0,0,0,1,1,7,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,6,0,1,0,11,2020-2021
Brais Méndez,23,es ESP,RM,23-327,89,0,0,0,0,2,1,0,0,59,2,1,0,0.1,0.1,0.0,1,0,38,48,79.2,8,44,2,1,0,11,2020-2021
   Joseph Aidoo,18,gh GHA,RM,25-061,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,11,2020-2021
Renato Tapia,14,pe PER,"DM,CM",25-124,90,0,0,0,0,1,0,1,0,89,4,0,5,0.1,0.1,0.0,4,0,69,77,89.6,9,62,3,2,2,11,2020-2021
Lucas Olaza,15,uy URU,LB,26-131,90,0,1,0,0,1,1,1,0,85,4,2,2,0.0,0.0,0.5,2,1,58,73,79.5,4,48,3,0,0,11,2020-2021
Jeison Murillo,24,co COL,CB,28-186,90,0,0,0,0,0,0,1,0,64,0,1,0,0.0,0.0,0.0,0,0,55,61,90.2,1,50,0,0,0,11,2020-2021
Néstor Araujo,4,mx MEX,CB,29-092,90,0,0,0,0,1,0,0,0,80,0,3,1,0.1,0.1,0.1,1,0,61,75,81.3,4,57,0,0,0,11,2020-2021
Hugo Mallo,2,es ESP,RB,29-160,90,0,0,0,0,1,1,1,0,75,1,1,1,0.3,0.3,0.5,2,0,54,67,80.6,4,43,2,0,0,11,2020-2021
Rubén Blanco,13,es ESP,GK,25-127,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,23,31,74.2,0,11,0,0,0,11,2020-2021
Santi Mina,22,es ESP,FW,24-358,82,0,0,0,0,2,1,0,0,35,1,0,1,1.0,1.0,0.0,3,0,21,25,84.0,1,19,0,1,0,11,2020-2021
   Fran Beltrán,8,es ESP,FW,21-300,8,1,0,0,0,1,1,0,0,2,0,0,0,0.5,0.5,0.0,0,0,0,0,,0,2,0,0,0,11,2020-2021
Iago Aspas,10,es ESP,FW,33-120,90,0,1,0,0,0,0,0,0,54,1,1,0,0.0,0.0,2.7,13,3,38,49,77.6,8,38,5,4,4,11,2020-2021
Nolito,9,es ESP,LM,34-045,73,1,0,0,0,4,1,0,0,55,2,0,3,1.2,1.2,0.0,4,0,29,41,70.7,6,31,1,0,0,11,2020-2021
   Miguel Baeza,27,es ESP,LM,20-247,17,1,0,0,0,2,1,0,0,10,2,1,1,0.9,0.9,0.0,1,1,3,4,75.0,1,5,0,0,0,11,2020-2021
Denis Suárez,6,es ESP,CM,26-328,73,0,0,0,0,2,0,0,0,93,2,0,3,0.1,0.1,0.1,2,0,79,87,90.8,11,62,4,1,1,11,2020-2021
   Okay Yokuşlu,5,tr TUR,"DM,CM",26-265,16,0,0,0,0,0,0,1,1,7,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,6,0,1,0,11,2020-2021
Brais Méndez,23,es ESP,RM,23-327,89,0,0,0,0,2,1,0,0,59,2,1,0,0.1,0.1,0.0,1,0,38,48,79.2,8,44,2,1,0,11,2020-2021
   Joseph Aidoo,18,gh GHA,RM,25-061,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,11,2020-2021
Renato Tapia,14,pe PER,"DM,CM",25-124,90,0,0,0,0,1,0,1,0,89,4,0,5,0.1,0.1,0.0,4,0,69,77,89.6,9,62,3,2,2,11,2020-2021
Lucas Olaza,15,uy URU,LB,26-131,90,0,1,0,0,1,1,1,0,85,4,2,2,0.0,0.0,0.5,2,1,58,73,79.5,4,48,3,0,0,11,2020-2021
Jeison Murillo,24,co COL,CB,28-186,90,0,0,0,0,0,0,1,0,64,0,1,0,0.0,0.0,0.0,0,0,55,61,90.2,1,50,0,0,0,11,2020-2021
Néstor Araujo,4,mx MEX,CB,29-092,90,0,0,0,0,1,0,0,0,80,0,3,1,0.1,0.1,0.1,1,0,61,75,81.3,4,57,0,0,0,11,2020-2021
Hugo Mallo,2,es ESP,RB,29-160,90,0,0,0,0,1,1,1,0,75,1,1,1,0.3,0.3,0.5,2,0,54,67,80.6,4,43,2,0,0,11,2020-2021
Rubén Blanco,13,es ESP,GK,25-127,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,23,31,74.2,0,11,0,0,0,11,2020-2021
Willian José,9,br BRA,FW,29-006,90,0,0,0,0,1,1,0,0,37,0,0,0,0.1,0.1,0.0,0,0,21,31,67.7,3,26,1,1,0,11,2020-2021
Mikel Oyarzabal,10,es ESP,LW,23-222,80,1,0,1,1,1,1,0,0,31,0,1,1,0.8,0.0,0.1,1,0,16,22,72.7,2,24,2,3,1,11,2020-2021
   Adnan Januzaj,11,be BEL,LW,25-298,10,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,0,0,9,12,75.0,0,9,0,4,3,11,2020-2021
Ander Barrenetxea,22,es ESP,RW,18-338,69,0,0,0,0,2,1,1,0,32,1,0,0,0.3,0.3,0.0,1,0,16,24,66.7,5,28,3,5,5,11,2020-2021
   Portu,7,es ESP,RW,28-192,21,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,3,4,75.0,0,4,1,0,0,11,2020-2021
Roberto López,28,es ESP,AM,20-219,90,0,0,0,0,0,0,0,0,46,0,0,1,0.0,0.0,0.0,1,1,32,41,78.0,5,30,0,1,0,11,2020-2021
Mikel Merino,8,es ESP,DM,24-160,90,0,0,0,0,1,0,0,0,65,1,1,6,0.1,0.1,0.2,1,0,37,47,78.7,4,44,0,2,2,11,2020-2021
Ander Guevara,16,es ESP,DM,23-145,68,0,0,0,0,0,0,0,0,54,1,1,0,0.0,0.0,0.0,0,0,44,50,88.0,2,42,1,1,1,11,2020-2021
   Martín Zubimendi,36,es ESP,DM,21-301,22,0,0,0,0,0,0,1,0,17,1,0,0,0.0,0.0,0.0,0,0,13,16,81.3,1,13,1,0,0,11,2020-2021
Aihen Muñoz,12,es ESP,LB,23-105,80,0,0,0,0,0,0,1,0,71,2,0,0,0.0,0.0,0.0,1,0,43,66,65.2,2,38,0,0,0,11,2020-2021
   Nacho Monreal,20,es ESP,LB,34-277,10,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,4,0,1,1,11,2020-2021
Robin Le Normand,24,es ESP,CB,24-018,90,0,0,0,0,1,0,1,0,68,0,1,0,0.5,0.5,0.0,1,1,57,60,95.0,1,47,0,0,0,11,2020-2021
Igor Zubeldia,5,es ESP,CB,23-244,90,0,0,0,0,0,0,0,0,55,1,0,2,0.0,0.0,0.1,2,0,39,48,81.3,4,38,0,0,0,11,2020-2021
Aritz Elustondo,6,es ESP,RB,26-246,45,0,0,0,0,1,0,1,0,23,0,0,0,0.2,0.2,0.0,0,0,19,22,86.4,2,15,0,0,0,11,2020-2021
   Joseba Zaldúa,2,es ESP,RB,28-158,45,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,1,0,17,24,70.8,3,16,0,2,1,11,2020-2021
Álex Remiro,1,es ESP,GK,25-250,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,29,40,72.5,0,24,0,0,0,11,2020-2021
Willian José,9,br BRA,FW,29-006,90,0,0,0,0,1,1,0,0,37,0,0,0,0.1,0.1,0.0,0,0,21,31,67.7,3,26,1,1,0,11,2020-2021
Mikel Oyarzabal,10,es ESP,LW,23-222,80,1,0,1,1,1,1,0,0,31,0,1,1,0.8,0.0,0.1,1,0,16,22,72.7,2,24,2,3,1,11,2020-2021
   Adnan Januzaj,11,be BEL,LW,25-298,10,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.0,0,0,9,12,75.0,0,9,0,4,3,11,2020-2021
Ander Barrenetxea,22,es ESP,RW,18-338,69,0,0,0,0,2,1,1,0,32,1,0,0,0.3,0.3,0.0,1,0,16,24,66.7,5,28,3,5,5,11,2020-2021
   Portu,7,es ESP,RW,28-192,21,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,3,4,75.0,0,4,1,0,0,11,2020-2021
Roberto López,28,es ESP,AM,20-219,90,0,0,0,0,0,0,0,0,46,0,0,1,0.0,0.0,0.0,1,1,32,41,78.0,5,30,0,1,0,11,2020-2021
Mikel Merino,8,es ESP,DM,24-160,90,0,0,0,0,1,0,0,0,65,1,1,6,0.1,0.1,0.2,1,0,37,47,78.7,4,44,0,2,2,11,2020-2021
Ander Guevara,16,es ESP,DM,23-145,68,0,0,0,0,0,0,0,0,54,1,1,0,0.0,0.0,0.0,0,0,44,50,88.0,2,42,1,1,1,11,2020-2021
   Martín Zubimendi,36,es ESP,DM,21-301,22,0,0,0,0,0,0,1,0,17,1,0,0,0.0,0.0,0.0,0,0,13,16,81.3,1,13,1,0,0,11,2020-2021
Aihen Muñoz,12,es ESP,LB,23-105,80,0,0,0,0,0,0,1,0,71,2,0,0,0.0,0.0,0.0,1,0,43,66,65.2,2,38,0,0,0,11,2020-2021
   Nacho Monreal,20,es ESP,LB,34-277,10,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,4,0,1,1,11,2020-2021
Robin Le Normand,24,es ESP,CB,24-018,90,0,0,0,0,1,0,1,0,68,0,1,0,0.5,0.5,0.0,1,1,57,60,95.0,1,47,0,0,0,11,2020-2021
Igor Zubeldia,5,es ESP,CB,23-244,90,0,0,0,0,0,0,0,0,55,1,0,2,0.0,0.0,0.1,2,0,39,48,81.3,4,38,0,0,0,11,2020-2021
Aritz Elustondo,6,es ESP,RB,26-246,45,0,0,0,0,1,0,1,0,23,0,0,0,0.2,0.2,0.0,0,0,19,22,86.4,2,15,0,0,0,11,2020-2021
   Joseba Zaldúa,2,es ESP,RB,28-158,45,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,1,0,17,24,70.8,3,16,0,2,1,11,2020-2021
Álex Remiro,1,es ESP,GK,25-250,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,29,40,72.5,0,24,0,0,0,11,2020-2021
Antonio Sanabria,19,py PAR,FW,24-271,68,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,1,0,7,18,38.9,0,6,0,0,0,11,2020-2021
   Diego Lainez,20,mx MEX,FW,20-174,22,0,0,0,0,0,0,0,0,11,1,0,1,0.0,0.0,0.0,1,0,5,7,71.4,0,9,2,1,0,11,2020-2021
Cristian Tello,11,es ESP,LW,29-111,53,0,0,0,0,2,1,0,0,20,0,0,1,0.4,0.4,0.0,0,0,10,14,71.4,0,11,2,1,0,11,2020-2021
   Loren Morón,16,es ESP,LW,26-336,37,0,0,0,0,1,0,0,0,18,0,0,0,0.1,0.1,0.0,0,0,7,13,53.8,0,12,0,1,0,11,2020-2021
