player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Jaime Mata,7,es ESP,FW,32-099,90,35,35,0,0,0,0,4,0,0,0,0,0,18,0,2,21,2020-2021
Carles Aleñá,11,es ESP,LW,23-026,78,31,30,1,0,0,0,1,1,0,0,0,0,19,0,2,21,2020-2021
   Ángel Rodríguez,9,es ESP,FW,33-280,12,5,4,0,0,0,0,0,0,0,0,0,0,2,1,1,21,2020-2021
Takefusa Kubo,5,jp JPN,RW,19-241,78,19,16,3,0,0,0,3,0,3,3,0,0,14,0,2,21,2020-2021
   Francisco Portillo,8,es ESP,CM,30-232,12,8,6,2,0,0,0,0,2,0,0,0,0,5,0,0,21,2020-2021
Marc Cucurella,15,es ESP,"LM,WB",22-193,90,51,38,13,1,0,0,4,12,0,0,0,0,38,0,1,21,2020-2021
Nemanja Maksimović,20,rs SRB,CM,26-005,90,26,25,1,0,0,0,1,0,0,0,0,0,14,0,0,21,2020-2021
Mauro Arambarri,18,uy URU,CM,25-123,90,28,23,5,3,0,1,5,0,2,2,0,0,17,0,0,21,2020-2021
Damián Suárez,22,uy URU,"RM,WB",32-279,90,71,48,22,2,0,0,7,20,0,0,0,0,43,1,1,21,2020-2021
David Timor,24,es ESP,CB,31-106,90,57,48,8,6,0,5,3,2,0,0,0,0,39,1,0,21,2020-2021
Xabier Etxeita,4,es ESP,CB,33-092,90,39,36,3,3,0,0,0,0,0,0,0,0,21,0,0,21,2020-2021
Sofian Chakla,21,ma MAR,CB,27-151,90,47,42,5,2,0,1,0,3,0,0,0,0,29,0,1,21,2020-2021
Rubén Yáñez,1,es ESP,GK,27-111,90,24,16,8,3,0,0,0,0,0,0,0,0,16,0,0,21,2020-2021
Deyverson,14,br BRA,FW,29-268,78,20,19,1,0,0,0,0,0,0,0,0,0,11,0,0,21,2020-2021
   Rodrigo Battaglia,6,ar ARG,FW,29-203,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2020-2021
Joselu,9,es ESP,FW,30-310,90,38,38,0,0,0,1,1,0,0,0,0,0,13,0,0,21,2020-2021
Luis Rioja,11,es ESP,LM,27-107,82,19,19,0,0,0,0,1,0,0,0,0,0,10,0,1,21,2020-2021
   Adrián Marín,17,es ESP,LM,24-022,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2020-2021
Manu García,19,es ESP,CM,34-280,90,23,22,0,0,0,0,0,0,0,0,0,0,8,1,0,21,2020-2021
Tomás Pina Isla,8,es ESP,CM,33-109,90,20,20,0,0,0,0,0,0,0,0,0,0,14,0,0,21,2020-2021
Martin Agirregabiria,21,es ESP,RM,24-266,89,21,20,1,1,0,0,2,0,0,0,0,0,10,0,0,21,2020-2021
   Jota,24,es ESP,RM,29-229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2020-2021
Rubén Duarte,3,es ESP,LB,25-105,90,57,35,22,2,0,1,4,18,2,1,1,0,32,0,1,21,2020-2021
Florian Lejeune,22,fr FRA,CB,29-256,90,24,20,4,4,0,2,0,0,0,0,0,0,11,0,0,21,2020-2021
Tachi,2,es ESP,CB,23-143,90,23,16,7,7,0,1,0,0,0,0,0,0,10,0,0,21,2020-2021
Ximo Navarro,23,es ESP,RB,31-008,90,19,14,5,0,0,0,0,5,0,0,0,0,12,0,0,21,2020-2021
Fernando Pacheco,1,es ESP,GK,28-258,90,29,12,16,9,0,1,0,0,0,0,0,0,14,1,0,21,2020-2021
Álvaro Negredo,18,es ESP,FW,35-164,90,30,25,5,0,0,2,0,0,0,0,0,0,20,0,1,21,2020-2021
Anthony Lozano,9,hn HON,FW,27-281,64,5,4,1,0,0,0,0,1,0,0,0,0,5,0,0,21,2020-2021
   Ivan Šaponjić,12,rs SRB,"FW,RW",23-182,26,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,21,2020-2021
Alberto Perea,10,es ESP,LM,30-043,90,39,36,3,0,0,2,4,2,1,1,0,0,30,0,2,21,2020-2021
Fali,3,es ESP,"CM,RB",27-172,86,58,53,5,0,0,1,5,5,0,0,0,0,53,0,1,21,2020-2021
   Nieto,33,es ESP,"RB,RM",22-308,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21,2020-2021
Jens Jønsson,2,dk DEN,CM,28-021,90,44,44,0,0,0,0,0,0,0,0,0,0,40,0,0,21,2020-2021
Salvi,7,es ESP,"RM,CB",29-307,90,54,45,9,1,0,0,19,7,1,0,1,0,32,0,5,21,2020-2021
Jairo Izquierdo,25,es ESP,LB,27-101,86,57,50,7,1,0,0,4,6,0,0,0,0,49,0,1,21,2020-2021
   Augusto Fernández,17,ar ARG,"LB,CM",34-296,4,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,21,2020-2021
Cala,16,es ESP,CB,31-066,86,59,58,1,1,0,0,0,0,0,0,0,0,52,0,0,21,2020-2021
   Filip Malbašić,24,rs SRB,"CB,LW",28-074,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,21,2020-2021
Marcos Mauro López Gutiérrez,4,ar ARG,CB,30-022,90,50,48,2,2,0,0,0,0,0,0,0,0,46,0,0,21,2020-2021
Isaac Carcelen,20,es ESP,RB,27-283,53,42,39,3,1,0,1,2,2,0,0,0,0,33,0,1,21,2020-2021
   Jon Ander Garrido,5,es ESP,"CM,CB",31-114,37,27,26,1,1,0,0,0,0,0,0,0,0,25,0,0,21,2020-2021
Jeremías Ledesma,1,ar ARG,GK,27-353,90,30,19,11,3,0,0,0,0,0,0,0,0,15,0,0,21,2020-2021
Luis Suárez,9,uy URU,FW,34-007,83,22,22,0,0,0,0,0,0,0,0,0,0,14,0,1,21,2020-2021
   Héctor Herrera,16,mx MEX,CM,30-287,7,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,21,2020-2021
João Félix,7,pt POR,FW,21-082,59,16,15,1,0,0,0,1,0,1,1,0,0,11,0,2,21,2020-2021
   Ángel Correa,10,ar ARG,"FW,RM",25-328,31,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,21,2020-2021
Saúl Ñíguez,8,es ESP,"LW,CM",26-071,82,60,54,6,0,1,1,3,6,0,0,0,0,44,0,1,21,2020-2021
   Geoffrey Kondogbia,4,cf CTA,CM,27-351,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21,2020-2021
Marcos Llorente,14,es ESP,"RW,CM,FW",26-001,90,64,60,4,0,1,1,2,2,0,0,0,0,56,0,3,21,2020-2021
Thomas Lemar,11,fr FRA,CM,25-080,59,34,32,1,0,0,0,2,0,1,0,0,0,29,1,0,21,2020-2021
   Renan Lodi,12,br BRA,"LW,LB",22-298,31,10,7,3,0,0,0,0,3,0,0,0,0,7,0,0,21,2020-2021
Koke,6,es ESP,"CM,DM,LM",29-023,90,79,76,2,1,0,1,0,0,0,0,0,0,74,1,0,21,2020-2021
Lucas Torreira,5,uy URU,DM,24-355,45,37,37,0,0,0,0,0,0,0,0,0,0,31,0,0,21,2020-2021
   Šime Vrsaljko,24,hr CRO,"RW,RB",29-021,45,26,20,5,0,0,0,1,5,0,0,0,0,20,1,0,21,2020-2021
Felipe,18,br BRA,CB,31-260,90,56,53,2,1,0,0,0,1,0,0,0,0,45,1,0,21,2020-2021
José María Giménez,2,uy URU,CB,26-011,90,64,63,1,1,0,0,0,0,0,0,0,0,58,0,0,21,2020-2021
Stefan Savić,15,me MNE,CB,30-023,90,48,47,1,1,0,1,0,0,0,0,0,0,44,0,0,21,2020-2021
