player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Alexander Isak,19,se SWE,FW,21-228,82,16,14,1,0,0,0,0,0,0,0,0,0,11,1,1,35,2020-2021
   Jon Bautista,25,es ESP,FW,25-308,8,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,35,2020-2021
Mikel Oyarzabal,10,es ESP,LW,24-016,90,45,40,4,1,0,0,5,0,3,0,3,0,37,1,1,35,2020-2021
Adnan Januzaj,11,be BEL,RW,26-091,86,72,67,5,1,0,1,8,0,4,1,2,0,59,0,0,35,2020-2021
   Portu,7,es ESP,RW,28-351,4,5,5,0,0,0,0,1,0,0,0,0,0,2,0,1,35,2020-2021
David Silva,21,es ESP,AM,35-119,90,72,72,0,0,0,0,0,0,0,0,0,0,64,0,4,35,2020-2021
Jon Guridi,14,es ESP,DM,26-068,45,26,26,0,0,0,0,0,0,0,0,0,0,23,0,0,35,2020-2021
   Ander Barrenetxea,22,es ESP,DM,19-131,45,14,14,0,0,0,0,1,0,0,0,0,0,12,0,0,35,2020-2021
Ander Guevara,16,es ESP,DM,23-304,45,38,38,0,0,0,0,0,0,0,0,0,0,34,0,0,35,2020-2021
   Martín Zubimendi,36,es ESP,DM,22-094,45,48,47,1,0,0,0,0,1,0,0,0,0,42,0,0,35,2020-2021
Nacho Monreal,20,es ESP,LB,35-070,90,47,40,7,2,0,0,2,5,0,0,0,0,39,0,3,35,2020-2021
Robin Le Normand,24,es ESP,CB,24-177,90,80,78,2,2,0,0,0,0,0,0,0,0,70,0,1,35,2020-2021
Aritz Elustondo,6,es ESP,CB,27-040,90,88,85,3,3,0,0,0,0,0,0,0,0,80,0,0,35,2020-2021
Andoni Gorosabel,18,es ESP,RB,24-276,90,81,75,6,1,0,0,3,5,0,0,0,0,75,0,2,35,2020-2021
Álex Remiro,1,es ESP,GK,26-044,90,18,13,5,1,0,0,0,0,0,0,0,0,17,0,0,35,2020-2021
Lucas Boyé,9,ar ARG,FW,25-068,66,10,10,0,0,0,1,0,0,0,0,0,0,5,0,0,35,2020-2021
   Guido Carrillo,21,ar ARG,FW,29-347,24,6,5,1,0,0,0,0,0,0,0,0,0,4,0,0,35,2020-2021
Pere Milla,10,es ESP,"LM,FW",28-226,84,22,20,2,1,0,1,0,0,0,0,0,0,11,0,1,35,2020-2021
   Emiliano Rigoni,22,ar ARG,RM,28-092,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,35,2020-2021
Fidel,16,es ESP,"CM,LM",31-192,45,14,13,1,1,0,0,1,0,0,0,0,0,12,0,0,35,2020-2021
   Iván Marcone,4,ar ARG,CM,30-338,45,14,13,1,1,0,0,0,0,0,0,0,0,14,0,0,35,2020-2021
Raúl Guti,14,es ESP,CM,24-128,10,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,35,2020-2021
Omenuke Mfulu,6,cd COD,CM,27-048,84,17,17,0,0,0,0,0,0,0,0,0,0,14,0,2,35,2020-2021
   Luismi,15,es ESP,CM,29-002,6,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,35,2020-2021
Josan,17,es ESP,RM,31-155,66,10,10,0,0,0,0,0,0,0,0,0,0,7,0,2,35,2020-2021
   Pablo Piatti,20,ar ARG,"RM,LM",32-037,24,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,35,2020-2021
Helibelton Palacios,18,co COL,LB,27-330,90,28,16,12,0,0,0,0,12,0,0,0,0,17,0,1,35,2020-2021
Dani Calvo,12,es ESP,CB,27-036,90,27,26,1,1,0,1,0,0,0,0,0,0,21,0,0,35,2020-2021
Gonzalo Verdú,5,es ESP,CB,32-198,90,25,25,0,0,0,0,0,0,0,0,0,0,14,0,1,35,2020-2021
Antonio Barragán,19,es ESP,RB,33-329,90,29,19,10,1,0,0,1,9,0,0,0,0,21,0,1,35,2020-2021
Paulo Gazzaniga,1,ar ARG,GK,29-125,90,38,16,22,5,0,0,0,0,0,0,0,0,11,0,0,35,2020-2021
Joselu,9,es ESP,FW,31-042,90,21,21,0,0,0,1,1,0,0,0,0,0,12,0,1,35,2020-2021
Luis Rioja,11,es ESP,"LW,LB",27-204,90,32,29,3,1,0,0,5,2,0,0,0,0,19,0,1,35,2020-2021
Pere Pons,20,es ESP,RW,28-077,45,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0,35,2020-2021
   Lucas Pérez,7,es ESP,"AM,FW,LM",32-240,45,21,15,5,2,0,0,5,1,2,0,2,0,13,1,0,35,2020-2021
Jota,24,es ESP,AM,29-326,66,23,11,12,2,0,0,6,1,6,2,3,0,15,0,1,35,2020-2021
   Facundo Pellistri,37,uy URU,"RM,RW",19-139,24,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,35,2020-2021
