Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Dani Gómez,21,es ESP,FW,22-295,66,0,0,0,0,3,1,0,0,29,0,0,0,0.2,0.2,0.0,1,0,21,23,91.3,1,16,3,2,2,38,2020-2021
   Álex Cantero,29,es ESP,FW,20-347,24,0,0,0,0,0,0,0,0,7,1,0,1,0.0,0.0,0.1,1,0,3,3,100.0,1,5,0,0,0,38,2020-2021
Roger Martí,9,es ESP,FW,30-138,90,1,1,0,0,4,1,0,0,26,0,0,1,0.6,0.6,0.3,1,1,14,15,93.3,3,16,0,0,0,38,2020-2021
Enis Bardhi,10,mk MKD,LM,25-323,66,0,0,0,0,2,1,0,0,52,1,0,0,0.1,0.1,0.1,4,1,31,40,77.5,8,37,2,6,4,38,2020-2021
   José Luis Morales,11,es ESP,LM,33-302,24,0,0,0,0,1,0,0,0,16,2,0,0,0.0,0.0,0.2,2,0,7,9,77.8,0,10,2,4,1,38,2020-2021
Gonzalo Melero,22,es ESP,CM,27-139,90,1,0,0,0,2,1,0,0,81,2,0,1,0.4,0.4,0.0,2,0,67,73,91.8,8,50,5,1,0,38,2020-2021
Mickael Malsa,12,mq MTQ,CM,25-221,79,0,0,0,0,2,0,0,0,90,0,2,1,0.0,0.0,0.1,4,0,76,84,90.5,8,74,3,0,0,38,2020-2021
   Alejandro Blesa,27,es ESP,CM,19-126,11,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,0,12,12,100.0,1,11,0,0,0,38,2020-2021
Jorge de Frutos,18,es ESP,RM,24-090,90,0,0,0,0,1,0,0,0,46,1,0,0,0.0,0.0,0.0,5,0,19,35,54.3,6,34,5,2,1,38,2020-2021
Toño,3,es ESP,LB,31-195,61,0,1,0,0,0,0,0,0,60,0,1,0,0.0,0.0,0.3,3,1,45,54,83.3,2,46,4,1,0,38,2020-2021
   Carlos Clerc,19,es ESP,LB,29-089,29,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,15,17,88.2,3,15,3,1,0,38,2020-2021
Rober,4,es ESP,CB,26-094,90,0,0,0,0,2,0,0,0,84,0,1,1,0.1,0.1,0.0,2,0,72,77,93.5,11,60,1,0,0,38,2020-2021
