player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Dani Gómez,21,es ESP,FW,22-295,66,23,21,2,0,0,0,0,0,0,0,0,0,21,0,0,38,2020-2021
   Álex Cantero,29,es ESP,FW,20-347,24,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,38,2020-2021
Roger Martí,9,es ESP,FW,30-138,90,15,14,1,0,0,0,0,0,0,0,0,0,14,0,1,38,2020-2021
Enis Bardhi,10,mk MKD,LM,25-323,66,40,36,4,0,0,1,3,2,2,0,1,0,31,0,2,38,2020-2021
   José Luis Morales,11,es ESP,LM,33-302,24,9,6,3,0,0,0,3,1,2,0,2,0,7,0,1,38,2020-2021
Gonzalo Melero,22,es ESP,CM,27-139,90,73,72,1,0,0,0,0,1,0,0,0,0,67,0,1,38,2020-2021
Mickael Malsa,12,mq MTQ,CM,25-221,79,84,84,0,0,0,0,0,0,0,0,0,0,76,0,0,38,2020-2021
   Alejandro Blesa,27,es ESP,CM,19-126,11,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,38,2020-2021
Jorge de Frutos,18,es ESP,RM,24-090,90,35,35,0,0,0,0,9,0,0,0,0,0,19,0,7,38,2020-2021
Toño,3,es ESP,LB,31-195,61,54,49,5,1,0,1,4,4,0,0,0,0,45,0,2,38,2020-2021
   Carlos Clerc,19,es ESP,LB,29-089,29,17,14,3,0,0,0,1,3,0,0,0,0,15,0,0,38,2020-2021
Rober,4,es ESP,CB,26-094,90,77,76,1,1,0,0,0,0,0,0,0,0,72,0,0,38,2020-2021
Óscar Duarte,6,cr CRC,CB,31-352,90,88,85,3,2,0,0,0,1,0,0,0,0,75,0,0,38,2020-2021
Son,2,es ESP,RB,27-052,79,60,47,13,2,0,0,8,8,3,1,2,0,51,0,0,38,2020-2021
   Coke,23,es ESP,RB,34-025,11,12,11,1,0,0,0,1,1,0,0,0,0,11,0,0,38,2020-2021
Cárdenas,34,es ESP,GK,24-054,90,24,19,5,2,0,1,0,0,0,0,0,0,22,0,0,38,2020-2021
Álvaro Negredo,18,es ESP,FW,35-274,73,17,14,3,0,0,0,0,0,0,0,0,0,11,0,1,38,2020-2021
   Filip Malbašić,24,rs SRB,FW,28-184,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2020-2021
Alberto Perea,10,es ESP,"LW,CM",30-153,73,20,20,0,0,0,0,0,0,0,0,0,0,15,0,1,38,2020-2021
   Jorge Pombo,11,es ESP,LM,27-088,17,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0,38,2020-2021
Rubén Sobrino,21,es ESP,"RW,CM",28-354,90,21,21,0,0,0,0,0,0,0,0,0,0,15,0,0,38,2020-2021
José Mari,6,es ESP,"LM,DM,RM",33-166,90,25,24,1,1,0,1,1,0,0,0,0,0,17,0,1,38,2020-2021
Augusto Fernández,17,ar ARG,CM,35-041,55,12,11,1,1,0,0,0,0,0,0,0,0,10,0,0,38,2020-2021
   Jon Ander Garrido,5,es ESP,"CB,CM",31-224,35,10,8,2,2,0,0,0,0,0,0,0,0,7,0,0,38,2020-2021
Jens Jønsson,2,dk DEN,RM,28-131,55,12,12,0,0,0,0,0,0,0,0,0,0,8,0,1,38,2020-2021
   Álvaro Bastida,38,es ESP,"CM,LM",17-009,35,8,8,0,0,1,0,0,0,0,0,0,0,4,0,0,38,2020-2021
Carlos Akapo,15,gq EQG,"RB,LB",28-070,90,31,24,7,0,0,0,1,7,0,0,0,0,24,0,0,38,2020-2021
Fali,3,es ESP,CB,27-282,90,17,16,1,1,1,1,0,0,0,0,0,0,13,0,0,38,2020-2021
Pedro Alcalá,19,es ESP,CB,32-063,67,12,11,1,1,0,0,0,0,0,0,0,0,9,0,1,38,2020-2021
   Jairo Izquierdo,25,es ESP,RM,27-211,23,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,38,2020-2021
Isaac Carcelen,20,es ESP,"LB,RB",28-028,90,33,23,10,5,0,0,3,5,0,0,0,0,25,0,0,38,2020-2021
David Gil,13,es ESP,GK,27-130,90,37,16,21,5,0,0,0,0,0,0,0,0,15,0,0,38,2020-2021
Karim Benzema,9,fr FRA,FW,33-154,90,26,24,2,0,0,0,0,0,0,0,0,0,23,0,0,38,2020-2021
Vinicius Júnior,20,br BRA,LW,20-314,55,20,20,0,0,0,0,2,0,0,0,0,0,14,0,2,38,2020-2021
   Rodrygo,25,br BRA,"WB,AM",20-133,35,15,13,1,0,0,0,2,1,0,0,0,0,11,1,2,38,2020-2021
