Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Rubén Yáñez,es ESP,27-100,90,3,0,3,100.0,0.4,6,18,33.3,19,3,63.2,39.7,8,75.0,48.0,19,0,0.0,1,21.0,19,2020-2021
Álvaro Fernández,es ESP,22-282,90,5,1,4,80.0,0.5,5,13,38.5,31,7,35.5,35.6,7,28.6,32.3,20,1,5.0,2,17.5,19,2020-2021
Joel Robles,es ESP,30-217,90,3,1,2,66.7,1.3,10,25,40.0,29,2,65.5,41.8,8,75.0,48.8,13,1,7.7,2,22.7,19,2020-2021
Rubén Blanco,es ESP,25-179,90,4,2,2,50.0,1.5,1,4,25.0,36,2,11.1,24.8,8,0.0,19.8,10,0,0.0,0,9.5,19,2020-2021
Sergio Asenjo,es ESP,31-206,90,2,2,0,0.0,0.8,7,12,58.3,21,2,42.9,32.0,8,37.5,33.6,6,1,16.7,0,1.0,19,2020-2021
Rui Silva,pt POR,26-348,90,3,2,0,66.7,2.7,7,21,33.3,22,0,72.7,51.0,6,83.3,57.2,4,0,0.0,3,29.0,19,2020-2021
Jaume Doménech,es ESP,30-077,90,5,1,4,80.0,1.6,4,14,28.6,25,4,48.0,36.6,7,28.6,28.9,9,0,0.0,1,22.5,19,2020-2021
Sergio Herrera,es ESP,27-230,90,3,1,3,66.7,0.5,10,24,41.7,26,2,57.7,40.6,9,100.0,63.0,26,1,3.8,1,11.4,19,2020-2021
Marko Dmitrović,rs SRB,28-363,90,4,2,2,75.0,1.9,6,18,33.3,16,3,75.0,51.9,6,100.0,75.5,11,1,9.1,0,13.5,19,2020-2021
Jan Oblak,si SVN,28-014,90,2,1,1,100.0,1.1,7,15,46.7,22,7,40.9,32.9,12,50.0,40.8,20,0,0.0,0,14.5,19,2020-2021
Aitor Fernández,es ESP,29-264,90,3,2,1,33.3,0.5,3,11,27.3,30,7,36.7,32.9,4,0.0,27.8,13,0,0.0,3,24.7,20,2020-2021
Jordi Masip,es ESP,32-019,90,3,2,1,33.3,1.3,4,20,20.0,21,5,66.7,44.5,7,85.7,58.7,19,0,0.0,0,,20,2020-2021
Álvaro Fernández,es ESP,22-285,90,2,0,2,100.0,0.3,6,18,33.3,38,6,36.8,36.6,5,80.0,50.0,6,0,0.0,0,6.5,20,2020-2021
Sergio Asenjo,es ESP,31-209,90,1,0,1,100.0,0.1,1,7,14.3,20,5,30.0,28.6,4,25.0,22.8,15,0,0.0,0,,20,2020-2021
Yassine Bounou,ma MAR,29-293,90,3,0,3,100.0,0.3,4,7,57.1,29,7,10.3,22.7,5,80.0,50.4,14,1,7.1,1,19.3,20,2020-2021
Jeremías Ledesma,ar ARG,27-345,90,7,3,4,57.1,2.6,12,25,48.0,13,1,84.6,58.7,14,100.0,66.9,16,0,0.0,1,11.3,20,2020-2021
Álex Remiro,es ESP,25-305,90,4,2,2,50.0,1.0,1,8,12.5,23,4,34.8,34.7,3,0.0,16.3,9,0,0.0,0,16.0,20,2020-2021
Joel Robles,es ESP,30-220,90,5,2,3,60.0,1.1,7,22,31.8,27,4,66.7,47.7,5,80.0,49.4,13,0,0.0,2,17.6,20,2020-2021
Fernando Pacheco,es ESP,28-250,90,6,4,2,33.3,2.2,3,6,50.0,18,8,16.7,29.8,9,33.3,29.9,5,0,0.0,0,,20,2020-2021
Thibaut Courtois,be BEL,28-257,90,4,1,3,75.0,0.7,3,8,37.5,33,8,12.1,24.8,6,66.7,46.3,17,1,5.9,0,5.5,20,2020-2021
