player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Roger Martí,9,es ESP,FW,30-089,78,21,0,1,7,13,7,21,1,1,100.0,0,0.0,14,70,23,1,0,1,3,3,15,8,29,2020-2021
   Sergio León,7,es ESP,FW,32-086,12,1,0,0,1,0,0,1,0,0,,0,,3,9,0,0,0,0,0,2,2,2,29,2020-2021
José Luis Morales,11,es ESP,AM,33-253,70,28,0,0,10,18,7,28,1,0,0.0,1,100.0,20,61,11,2,0,1,2,0,21,6,29,2020-2021
   Enis Bardhi,10,mk MKD,AM,25-274,20,25,0,0,5,20,1,25,1,1,100.0,0,0.0,17,110,77,1,2,0,0,0,18,6,29,2020-2021
Jorge de Frutos,18,es ESP,"AM,RB,WB",24-041,90,59,0,7,20,33,3,59,2,0,0.0,2,100.0,31,209,108,4,1,0,2,2,38,10,29,2020-2021
Rubén Rochina,16,es ESP,"CM,LM",30-010,90,95,0,16,51,29,0,95,1,0,0.0,1,100.0,70,430,163,3,3,0,1,2,71,6,29,2020-2021
Nemanja Radoja,5,rs SRB,"CM,RM",28-055,79,55,0,8,36,11,0,55,0,0,,0,,30,163,52,1,0,0,2,1,36,2,29,2020-2021
   Cheick Doukouré,25,ci CIV,RM,28-203,11,9,0,1,5,4,0,9,0,0,,0,,6,24,2,0,0,0,0,0,4,2,29,2020-2021
Carlos Clerc,19,es ESP,"WB,LB",29-040,90,66,1,7,29,30,1,66,2,1,50.0,1,50.0,39,213,79,3,2,0,2,3,44,15,29,2020-2021
Son,2,es ESP,WB,27-003,58,39,0,1,21,17,0,39,1,0,0.0,1,100.0,22,71,38,1,2,0,0,2,28,9,29,2020-2021
   Dani Gómez,21,es ESP,"FW,AM",22-246,32,18,0,2,6,11,2,18,3,2,66.7,1,33.3,12,34,3,0,0,0,0,3,15,5,29,2020-2021
Rober,4,es ESP,CB,26-045,90,91,3,24,64,3,1,91,1,1,100.0,0,0.0,65,379,236,4,1,1,0,0,66,0,29,2020-2021
Óscar Duarte,6,cr CRC,CB,31-303,69,64,7,30,34,0,0,64,0,0,,0,,38,182,105,2,0,0,0,0,39,0,29,2020-2021
   Mickael Malsa,12,mq MTQ,DM,25-172,21,21,0,2,16,3,1,21,0,0,,0,,15,91,52,1,0,0,0,0,17,0,29,2020-2021
Rúben Vezo,14,pt POR,CB,26-342,90,68,3,17,46,5,0,68,0,0,,0,,50,365,260,6,3,0,0,0,50,0,29,2020-2021
Aitor Fernández,13,es ESP,GK,29-334,90,28,21,26,2,0,0,28,0,0,,0,,17,63,17,0,0,0,0,0,17,0,29,2020-2021
Sandro Ramírez,6,es ESP,FW,25-267,63,21,0,3,12,6,2,21,2,1,50.0,1,50.0,8,49,4,0,0,1,0,1,12,1,29,2020-2021
