player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Sergi Enrich,9,es ESP,FW,30-199,67,27,1,3,7,18,3,27,2,1,50.0,1,50.0,12,65,31,1,1,0,1,1,17,2,1,2020-2021
   Recio,18,es ESP,CM,29-245,23,10,0,0,8,2,0,10,0,0,,0,,2,9,0,0,0,0,2,0,6,0,1,2020-2021
Kiké,17,es ESP,FW,30-292,90,56,2,5,19,32,4,56,1,0,0.0,1,100.0,25,95,18,1,0,0,3,4,39,9,1,2020-2021
Takashi Inui,14,jp JPN,LM,32-102,60,28,0,5,8,16,2,28,5,2,40.0,3,60.0,19,84,48,3,1,1,3,2,21,5,1,2020-2021
   Damian Kądzior,19,pl POL,"LW,RW,LM",28-088,30,15,0,2,7,6,1,15,0,0,,0,,8,60,18,1,1,0,0,1,7,2,1,2020-2021
Edu Expósito,10,es ESP,CM,24-042,90,34,0,7,19,8,1,34,1,0,0.0,1,100.0,15,101,44,1,0,0,1,1,13,2,1,2020-2021
Papakouli Diop,8,sn SEN,CM,34-177,86,37,1,5,23,9,0,37,1,1,100.0,0,0.0,14,57,39,1,1,0,1,0,15,0,1,2020-2021
Pedro León,21,es ESP,"RM,RW",33-293,83,31,0,2,13,16,1,31,0,0,,0,,15,53,15,1,1,0,3,0,19,3,1,2020-2021
   Rafa Soares,11,pt POR,LW,25-126,7,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,2020-2021
Pedro Bigas,3,es ESP,LB,29-363,90,70,2,17,31,23,0,70,0,0,,0,,9,23,6,0,1,0,1,0,14,1,1,2020-2021
Paulo Oliveira,4,pt POR,CB,28-248,90,50,2,20,28,2,0,50,0,0,,0,,14,79,37,0,0,0,0,0,13,0,1,2020-2021
Sergio Álvarez,6,es ESP,CB,28-233,90,47,6,26,22,0,0,47,0,0,,0,,14,44,8,0,0,0,0,0,16,0,1,2020-2021
Rober Correa,20,es ESP,RB,27-358,90,53,0,14,32,7,0,53,1,1,100.0,0,0.0,15,81,42,2,0,0,2,0,16,1,1,2020-2021
