player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Roger Martí,9,es ESP,FW,30-007,85,24,22,2,0,0,1,1,0,0,0,0,0,17,0,1,18,2020-2021
   Toño,3,es ESP,FW,31-064,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2020-2021
Dani Gómez,21,es ESP,FW,22-164,61,11,11,0,0,0,0,2,0,0,0,0,0,6,0,1,18,2020-2021
   Gonzalo Melero,22,es ESP,CM,27-008,29,16,16,0,0,0,0,0,0,0,0,0,0,12,0,1,18,2020-2021
José Luis Morales,11,es ESP,LM,33-171,90,23,22,0,0,0,0,0,0,0,0,0,0,16,1,0,18,2020-2021
Mickael Malsa,12,mq MTQ,CM,25-090,61,32,32,0,0,0,1,0,0,0,0,0,0,19,0,0,18,2020-2021
   Sergio León,7,es ESP,FW,32-004,29,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,18,2020-2021
Nemanja Radoja,5,rs SRB,CM,27-339,90,48,47,0,0,0,0,1,0,0,0,0,0,30,1,1,18,2020-2021
Jorge de Frutos,18,es ESP,RM,23-325,85,27,22,4,0,0,0,7,0,4,0,3,0,13,1,1,18,2020-2021
   Son,2,es ESP,RM,26-286,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,2020-2021
Carlos Clerc,19,es ESP,LB,28-324,90,58,47,11,2,0,0,2,9,0,0,0,0,36,0,3,18,2020-2021
Sergio Postigo,15,es ESP,CB,32-067,79,47,46,1,1,0,1,0,0,0,0,0,0,36,0,1,18,2020-2021
   Coke,23,es ESP,CB,33-259,11,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,18,2020-2021
Óscar Duarte,6,cr CRC,CB,31-221,90,59,58,0,0,0,1,0,0,0,0,0,0,49,1,0,18,2020-2021
Jorge Miramón,20,es ESP,RB,31-222,90,53,36,17,1,0,0,2,16,0,0,0,0,44,0,1,18,2020-2021
Aitor Fernández,13,es ESP,GK,29-252,90,47,28,19,4,0,0,0,0,0,0,0,0,36,0,0,18,2020-2021
Sergi Enrich,9,es ESP,FW,30-319,72,21,19,2,0,0,0,0,0,0,0,0,0,17,0,1,18,2020-2021
   Yoshinori Mutō,12,jp JPN,FW,28-179,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,2020-2021
Kiké,17,es ESP,FW,31-046,90,31,29,1,0,0,0,1,0,0,0,0,0,21,1,1,18,2020-2021
Takashi Inui,14,jp JPN,LM,32-222,88,21,21,0,0,0,0,5,0,0,0,0,0,15,0,2,18,2020-2021
   Quique,7,es ESP,LM,30-239,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2020-2021
Edu Expósito,10,es ESP,CM,24-162,88,53,47,6,0,0,0,6,0,6,4,2,0,40,0,1,18,2020-2021
   Recio,18,es ESP,CM,29-365,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,18,2020-2021
Papakouli Diop,8,sn SEN,CM,34-297,90,37,37,0,0,0,1,0,0,0,0,0,0,31,0,1,18,2020-2021
Alejandro Pozo Pozo,22,es ESP,RM,21-323,82,28,27,1,0,0,0,1,1,0,0,0,0,16,0,0,18,2020-2021
   Pedro León,21,es ESP,RM,34-047,8,3,1,2,0,0,0,3,0,2,1,1,0,2,0,0,18,2020-2021
Rafa Soares,11,pt POR,LB,25-246,71,33,22,11,3,0,0,3,8,0,0,0,0,19,0,0,18,2020-2021
   Kévin Rodrigues,24,pt POR,LB,26-311,19,10,8,2,1,0,0,1,0,1,1,0,0,7,0,0,18,2020-2021
Pedro Bigas,3,es ESP,CB,30-117,90,31,29,2,2,0,2,1,0,0,0,0,0,21,0,0,18,2020-2021
Paulo Oliveira,4,pt POR,CB,29-002,90,29,28,1,1,0,0,0,0,0,0,0,0,20,0,1,18,2020-2021
Anaitz Arbilla,23,es ESP,RB,33-240,90,71,43,28,7,0,5,4,21,0,0,0,0,47,0,1,18,2020-2021
Marko Dmitrović,1,rs SRB,GK,28-352,90,28,24,4,2,0,0,0,0,0,0,0,0,13,0,0,18,2020-2021
Álvaro Negredo,18,es ESP,FW,35-143,87,22,20,2,0,0,0,0,0,0,0,0,0,14,0,1,18,2020-2021
   Filip Malbašić,24,rs SRB,FW,28-053,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18,2020-2021
Anthony Lozano,9,hn HON,FW,27-260,81,17,17,0,0,1,0,1,0,0,0,0,0,10,0,3,18,2020-2021
   Álvaro Giménez,21,es ESP,FW,29-236,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2020-2021
Alberto Perea,10,es ESP,LM,30-022,90,25,21,4,1,0,0,5,3,0,0,0,0,16,0,1,18,2020-2021
Fali,3,es ESP,CM,27-151,81,26,26,0,0,0,0,0,0,0,0,0,0,15,0,0,18,2020-2021
   Jon Ander Garrido,5,es ESP,CM,31-093,9,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,18,2020-2021
Jens Jønsson,2,dk DEN,CM,28-000,90,28,27,0,0,0,0,0,0,0,0,0,0,19,1,0,18,2020-2021
Álex Fernández,8,es ESP,RM,28-087,89,36,30,5,1,0,0,3,0,4,1,2,0,23,1,1,18,2020-2021
   Bobby Adekanye,32,nl NED,RM,21-331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2020-2021
Alfonso Espino,22,uy URU,LB,29-005,90,31,21,9,2,0,0,5,7,0,0,0,0,20,1,1,18,2020-2021
Cala,16,es ESP,CB,31-045,90,39,34,5,5,0,2,0,0,0,0,0,0,20,0,0,18,2020-2021
