player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Borja Iglesias,9,es ESP,FW,28-119,82,1,0,1,1,2,0,0,0,21,0,0,0,0.9,0.1,0.0,2,1,6,12,50.0,0,9,1,0,0,37,2020-2021
   Loren Morón,16,es ESP,FW,27-137,8,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,37,2020-2021
Rodri,28,es ESP,LW,21-000,71,0,0,0,0,1,0,0,0,33,0,0,3,0.1,0.1,0.0,0,0,17,22,77.3,2,19,1,3,2,37,2020-2021
   Cristian Tello,11,es ESP,LW,29-278,19,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,1,0,6,9,66.7,0,7,0,3,1,37,2020-2021
Joaquín,17,es ESP,RW,39-299,58,0,0,0,0,0,0,0,0,31,1,1,0,0.0,0.0,0.2,2,0,20,25,80.0,3,13,2,1,1,37,2020-2021
   Diego Lainez,20,mx MEX,RW,20-341,32,0,0,0,0,0,0,1,0,21,0,0,0,0.0,0.0,0.0,2,0,14,17,82.4,2,13,2,2,1,37,2020-2021
Nabil Fekir,8,fr FRA,AM,27-302,90,0,0,0,0,1,0,0,0,49,2,0,1,0.0,0.0,0.2,5,0,33,42,78.6,4,25,4,2,2,37,2020-2021
Sergio Canales,10,es ESP,DM,30-089,82,0,0,0,0,1,0,0,0,45,0,1,0,0.0,0.0,0.0,1,0,36,42,85.7,5,21,1,0,0,37,2020-2021
   Andrés Guardado,18,mx MEX,DM,34-230,8,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,2,3,0,0,0,37,2020-2021
Guido Rodríguez,21,ar ARG,DM,27-034,90,0,0,0,0,2,1,0,0,34,1,0,1,0.2,0.2,0.0,1,1,24,27,88.9,2,15,0,1,1,37,2020-2021
Juan Miranda,33,es ESP,LB,21-117,90,0,0,0,0,2,0,0,0,62,3,0,3,0.1,0.1,0.0,1,0,34,45,75.6,2,18,0,0,0,37,2020-2021
Víctor Ruiz,6,es ESP,CB,32-111,90,0,0,0,0,0,0,0,0,46,1,2,2,0.0,0.0,0.0,0,0,22,31,71.0,0,20,0,1,1,37,2020-2021
Marc Bartra,5,es ESP,CB,30-121,90,0,0,0,0,0,0,0,0,34,0,1,0,0.0,0.0,0.0,1,0,22,26,84.6,0,13,0,0,0,37,2020-2021
Emerson,22,br BRA,RB,22-122,90,0,0,0,0,0,0,0,0,61,1,0,1,0.0,0.0,0.0,1,0,38,52,73.1,8,32,3,3,1,37,2020-2021
Claudio Bravo,25,cl CHI,GK,38-033,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,17,29,58.6,0,12,0,0,0,37,2020-2021
Rafa Mir,9,es ESP,FW,23-332,90,0,0,0,0,1,0,0,0,19,1,0,0,0.1,0.1,0.0,2,0,8,13,61.5,1,8,0,0,0,37,2020-2021
Sandro Ramírez,6,es ESP,FW,25-311,90,0,0,0,0,1,0,1,0,29,1,0,0,0.0,0.0,0.0,1,0,14,19,73.7,1,15,0,4,2,37,2020-2021
Javi Galán,11,es ESP,LW,26-178,60,0,0,0,0,2,0,1,0,41,1,0,1,0.0,0.0,0.0,1,0,27,31,87.1,2,19,1,2,2,37,2020-2021
   Sergio Gómez,10,es ESP,LW,20-254,30,0,0,0,0,1,0,0,0,22,1,1,0,0.0,0.0,0.1,1,0,15,19,78.9,0,15,2,1,1,37,2020-2021
Pablo Maffeo,3,es ESP,RW,23-308,60,0,0,0,0,0,0,0,0,37,1,0,2,0.0,0.0,0.0,0,0,17,34,50.0,0,18,2,0,0,37,2020-2021
   Pedro López Muñoz,19,es ESP,RW,37-196,30,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.0,2,0,18,21,85.7,3,12,0,0,0,37,2020-2021
Jaime Seoane,20,es ESP,CM,24-114,90,0,0,0,0,0,0,0,0,34,3,0,0,0.0,0.0,0.0,1,0,22,29,75.9,1,25,0,0,0,37,2020-2021
David Ferreiro,7,es ESP,CM,33-045,90,0,0,0,0,1,0,1,0,43,2,2,2,0.0,0.0,0.0,3,0,24,35,68.6,3,25,1,2,2,37,2020-2021
Mikel Rico,17,es ESP,DM,36-193,61,0,0,0,0,0,0,1,0,21,0,2,1,0.0,0.0,0.0,0,0,15,18,83.3,1,18,0,0,0,37,2020-2021
   Dani Escriche,23,es ESP,DM,23-053,28,0,0,0,0,0,0,0,1,19,0,0,2,0.0,0.0,0.0,0,0,7,10,70.0,1,9,0,2,0,37,2020-2021
Dimitris Siovas,18,gr GRE,CB,32-242,79,0,0,0,0,0,0,1,0,41,1,2,1,0.0,0.0,0.0,1,0,25,35,71.4,0,19,0,1,1,37,2020-2021
   Pedro Mosquera,5,es ESP,CB,33-025,11,0,0,0,0,1,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,8,13,61.5,0,7,0,0,0,37,2020-2021
Jorge Pulido,14,es ESP,CB,30-038,90,0,0,0,0,0,0,0,0,54,1,2,1,0.0,0.0,0.0,0,0,35,46,76.1,4,33,1,0,0,37,2020-2021
Denis Vavro,25,sk SVK,CB,25-036,6,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,2,0,0,0,37,2020-2021
   Gastón Silva,22,uy URU,CB,27-072,84,0,0,0,0,0,0,0,0,62,0,0,1,0.0,0.0,0.0,1,0,47,59,79.7,2,38,0,0,0,37,2020-2021
Álvaro Fernández,1,es ESP,GK,23-033,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,36,42,85.7,0,25,0,0,0,37,2020-2021
Ivan Šaponjić,12,rs SRB,FW,23-287,71,0,0,0,0,1,1,0,0,18,0,0,0,0.1,0.1,0.0,3,0,10,14,71.4,1,6,1,1,1,37,2020-2021
   Álvaro Negredo,18,es ESP,FW,35-269,19,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,1,5,0,0,0,37,2020-2021
Filip Malbašić,24,rs SRB,"FW,LM",28-179,90,0,0,0,0,1,0,0,0,26,0,0,1,0.0,0.0,0.0,2,0,6,19,31.6,1,16,3,2,2,37,2020-2021
Anthony Lozano,9,hn HON,"LM,FW",28-021,90,0,0,0,0,1,1,1,0,20,1,0,2,0.0,0.0,0.1,3,0,5,7,71.4,2,11,2,2,1,37,2020-2021
José Mari,6,es ESP,CM,33-161,71,1,0,1,1,1,0,0,0,29,6,0,0,0.8,0.0,0.0,1,0,12,17,70.6,1,11,0,2,0,37,2020-2021
   Rubén Sobrino,21,es ESP,RM,28-349,19,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,0,0,2,4,50.0,0,4,0,1,0,37,2020-2021
Jens Jønsson,2,dk DEN,CM,28-126,61,0,0,0,0,0,0,0,0,17,1,0,1,0.0,0.0,0.0,0,0,9,13,69.2,3,6,1,1,1,37,2020-2021
   Pedro Alcalá,19,es ESP,CB,32-058,29,0,0,0,0,1,0,0,0,22,0,0,2,0.1,0.1,0.0,0,0,13,16,81.3,0,13,0,0,0,37,2020-2021
Iván Alejo,14,es ESP,RM,26-095,72,0,0,0,0,1,0,1,0,27,2,0,1,0.1,0.1,0.0,2,1,11,17,64.7,0,16,4,3,1,37,2020-2021
   Augusto Fernández,17,ar ARG,CM,35-036,18,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,12,12,100.0,3,11,1,0,0,37,2020-2021
Alfonso Espino,22,uy URU,LB,29-131,60,0,0,0,0,0,0,0,0,26,1,0,1,0.0,0.0,0.0,0,0,14,20,70.0,2,11,2,0,0,37,2020-2021
   Jairo Izquierdo,25,es ESP,LB,27-206,30,0,0,0,0,0,0,0,0,22,1,0,0,0.0,0.0,0.0,1,0,14,19,73.7,0,16,4,1,0,37,2020-2021
