Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Jordi Masip,es ESP,31-310,90,2,1,1,100.0,1.0,13,27,48.1,18,0,88.9,53.9,11,100.0,65.1,22,0,0.0,0,10.5,9,2020-2021
Unai Simón,es ESP,23-150,90,4,2,2,75.0,2.2,7,12,58.3,15,3,46.7,36.1,6,83.3,59.5,9,0,0.0,0,1.0,9,2020-2021
Aitor Fernández,es ESP,29-189,90,2,1,1,50.0,0.5,3,4,75.0,20,7,20.0,27.7,2,0.0,27.5,5,0,0.0,3,31.3,9,2020-2021
Fernando Pacheco,es ESP,28-174,90,5,1,4,80.0,0.8,22,36,61.1,28,3,82.1,48.1,13,100.0,61.2,25,2,8.0,0,4.5,9,2020-2021
Jaume Doménech,es ESP,30-003,90,6,1,5,83.3,1.1,8,21,38.1,18,3,55.6,42.0,11,100.0,58.4,30,0,0.0,1,16.7,9,2020-2021
Thibaut Courtois,be BEL,28-181,90,4,4,1,75.0,3.1,2,4,50.0,23,7,17.4,27.0,3,0.0,20.0,7,1,14.3,0,10.0,9,2020-2021
Sergio Herrera,es ESP,27-168,90,5,1,4,80.0,0.9,8,18,44.4,35,5,48.6,38.7,2,50.0,49.5,10,2,20.0,5,17.8,10,2020-2021
Andrés Fernández,es ESP,33-339,90,7,1,6,85.7,0.9,4,24,16.7,30,2,40.0,37.9,14,85.7,55.6,24,0,0.0,0,8.0,10,2020-2021
Aitor Fernández,es ESP,29-202,90,5,1,4,80.0,0.6,1,8,12.5,28,9,17.9,27.9,4,75.0,59.8,14,0,0.0,3,20.8,10,2020-2021
Édgar Badía,es ESP,28-283,90,5,1,4,80.0,1.2,7,14,50.0,36,7,25.0,27.9,7,71.4,45.7,15,0,0.0,2,15.0,10,2020-2021
Sergio Asenjo,es ESP,31-146,90,1,1,0,0.0,0.5,2,4,50.0,25,4,12.0,25.0,1,100.0,62.0,6,1,16.7,0,6.5,10,2020-2021
Thibaut Courtois,be BEL,28-194,90,1,1,0,100.0,1.0,5,10,50.0,36,6,22.2,29.4,9,22.2,26.3,15,0,0.0,1,10.7,10,2020-2021
Tomáš Vaclík,cz CZE,31-237,90,7,2,5,71.4,2.9,2,9,22.2,24,0,29.2,35.0,3,66.7,43.0,6,1,16.7,1,9.8,10,2020-2021
Rubén Blanco,es ESP,25-119,90,10,4,6,60.0,3.5,5,12,41.7,26,1,26.9,31.2,5,100.0,57.2,19,0,0.0,0,14.0,10,2020-2021
Jan Oblak,si SVN,27-319,90,4,0,4,100.0,0.2,6,19,31.6,19,1,68.4,45.3,8,75.0,49.8,15,0,0.0,0,7.0,10,2020-2021
Marc-André ter Stegen,de GER,28-205,90,2,1,1,50.0,0.5,2,3,66.7,18,4,11.1,26.9,5,20.0,32.8,13,1,7.7,3,19.7,10,2020-2021
Marko Dmitrović,rs SRB,28-303,90,3,0,3,100.0,0.3,11,26,42.3,26,3,76.9,54.3,6,100.0,73.0,17,1,5.9,1,11.8,10,2020-2021
David Soria,es ESP,27-232,90,4,0,4,100.0,1.3,9,25,36.0,19,1,84.2,51.8,9,100.0,62.7,17,1,5.9,0,6.0,10,2020-2021
Jeremías Ledesma,ar ARG,27-283,90,3,1,2,66.7,0.3,10,24,41.7,20,2,75.0,52.4,9,100.0,64.9,16,0,0.0,0,5.5,10,2020-2021
Álex Remiro,es ESP,25-243,90,0,0,0,,0.0,5,10,50.0,23,4,30.4,28.9,7,42.9,38.6,6,0,0.0,2,24.7,10,2020-2021
