Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Youssef En-Nesyri,15,ma MAR,"FW,LW",23-201,90,0,0,0,0,1,0,0,0,27,3,1,0,0.1,0.1,0.1,4,1,10,16,62.5,0,15,0,3,1,14,2020-2021
Lucas Ocampos,5,ar ARG,LW,26-161,76,1,0,1,1,6,0,1,0,42,0,0,0,1.4,0.6,0.1,3,0,20,27,74.1,3,32,3,2,2,14,2020-2021
   Luuk de Jong,9,nl NED,FW,30-114,14,0,0,0,0,0,0,1,0,10,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,0,7,0,0,0,14,2020-2021
Suso,7,es ESP,RW,27-030,80,0,0,0,0,2,1,0,0,51,3,0,0,0.1,0.1,0.0,4,0,36,42,85.7,7,38,2,1,0,14,2020-2021
   Nemanja Gudelj,6,rs SRB,"CM,RW",29-033,10,0,0,0,0,0,0,1,0,10,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,2,6,0,0,0,14,2020-2021
Ivan Rakitić,10,hr CRO,LM,32-284,80,0,0,0,0,3,1,0,0,75,3,0,2,0.2,0.2,0.5,4,0,57,64,89.1,11,60,1,2,0,14,2020-2021
   Óscar Rodríguez Arnaiz,14,es ESP,LM,22-174,10,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,6,8,75.0,1,6,1,0,0,14,2020-2021
Fernando,25,br BRA,"CM,RM",33-147,90,0,0,0,0,0,0,0,0,73,3,2,2,0.0,0.0,0.0,0,0,49,58,84.5,5,42,0,1,0,14,2020-2021
Óliver Torres,21,es ESP,RM,26-039,59,0,0,0,0,0,0,0,0,46,1,2,0,0.0,0.0,0.0,4,0,29,35,82.9,2,32,1,4,3,14,2020-2021
   Joan Jordán,8,es ESP,"RM,RW",26-166,31,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,0,0,24,25,96.0,4,20,1,1,0,14,2020-2021
Marcos Acuña,19,ar ARG,LB,29-052,90,0,0,0,0,0,0,0,0,82,2,1,0,0.0,0.0,0.0,3,0,53,72,73.6,6,53,4,2,1,14,2020-2021
Diego Carlos,20,br BRA,CB,27-279,90,0,0,0,0,0,0,0,0,57,0,0,1,0.0,0.0,0.0,0,0,45,51,88.2,0,44,0,0,0,14,2020-2021
Jules Koundé,12,fr FRA,CB,22-037,90,0,0,0,0,0,0,0,0,64,1,2,0,0.0,0.0,0.0,0,0,50,56,89.3,4,54,1,2,2,14,2020-2021
Jesús Navas,16,es ESP,RB,35-028,90,0,0,0,0,1,0,0,0,80,2,0,0,0.0,0.0,0.2,2,0,58,72,80.6,8,56,3,1,1,14,2020-2021
Yassine Bounou,13,ma MAR,GK,29-258,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,23,31,74.2,0,25,0,0,0,14,2020-2021
Youssef En-Nesyri,15,ma MAR,"FW,LW",23-201,90,0,0,0,0,1,0,0,0,27,3,1,0,0.1,0.1,0.1,4,1,10,16,62.5,0,15,0,3,1,14,2020-2021
Lucas Ocampos,5,ar ARG,LW,26-161,76,1,0,1,1,6,0,1,0,42,0,0,0,1.4,0.6,0.1,3,0,20,27,74.1,3,32,3,2,2,14,2020-2021
   Luuk de Jong,9,nl NED,FW,30-114,14,0,0,0,0,0,0,1,0,10,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,0,7,0,0,0,14,2020-2021
Suso,7,es ESP,RW,27-030,80,0,0,0,0,2,1,0,0,51,3,0,0,0.1,0.1,0.0,4,0,36,42,85.7,7,38,2,1,0,14,2020-2021
   Nemanja Gudelj,6,rs SRB,"CM,RW",29-033,10,0,0,0,0,0,0,1,0,10,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,2,6,0,0,0,14,2020-2021
Ivan Rakitić,10,hr CRO,LM,32-284,80,0,0,0,0,3,1,0,0,75,3,0,2,0.2,0.2,0.5,4,0,57,64,89.1,11,60,1,2,0,14,2020-2021
   Óscar Rodríguez Arnaiz,14,es ESP,LM,22-174,10,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,6,8,75.0,1,6,1,0,0,14,2020-2021
Fernando,25,br BRA,"CM,RM",33-147,90,0,0,0,0,0,0,0,0,73,3,2,2,0.0,0.0,0.0,0,0,49,58,84.5,5,42,0,1,0,14,2020-2021
Óliver Torres,21,es ESP,RM,26-039,59,0,0,0,0,0,0,0,0,46,1,2,0,0.0,0.0,0.0,4,0,29,35,82.9,2,32,1,4,3,14,2020-2021
   Joan Jordán,8,es ESP,"RM,RW",26-166,31,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,0,0,24,25,96.0,4,20,1,1,0,14,2020-2021
Marcos Acuña,19,ar ARG,LB,29-052,90,0,0,0,0,0,0,0,0,82,2,1,0,0.0,0.0,0.0,3,0,53,72,73.6,6,53,4,2,1,14,2020-2021
Diego Carlos,20,br BRA,CB,27-279,90,0,0,0,0,0,0,0,0,57,0,0,1,0.0,0.0,0.0,0,0,45,51,88.2,0,44,0,0,0,14,2020-2021
Jules Koundé,12,fr FRA,CB,22-037,90,0,0,0,0,0,0,0,0,64,1,2,0,0.0,0.0,0.0,0,0,50,56,89.3,4,54,1,2,2,14,2020-2021
Jesús Navas,16,es ESP,RB,35-028,90,0,0,0,0,1,0,0,0,80,2,0,0,0.0,0.0,0.2,2,0,58,72,80.6,8,56,3,1,1,14,2020-2021
Yassine Bounou,13,ma MAR,GK,29-258,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,23,31,74.2,0,25,0,0,0,14,2020-2021
Brais Méndez,23,es ESP,"FW,AM",23-348,90,2,0,0,0,5,3,0,0,38,1,0,0,1.1,1.1,0.1,1,0,22,28,78.6,4,32,3,1,0,14,2020-2021
Iago Aspas,10,es ESP,FW,33-141,89,0,1,0,0,1,0,0,0,44,0,1,0,0.2,0.2,0.6,4,1,24,37,64.9,6,28,5,2,2,14,2020-2021
   Emre Mor,11,tr TUR,FW,23-149,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,14,2020-2021
Nolito,9,es ESP,LM,34-066,69,0,0,0,0,2,0,1,0,35,2,0,1,0.2,0.2,0.0,2,0,20,27,74.1,3,18,0,3,2,14,2020-2021
   Miguel Baeza,27,es ESP,"AM,LM",20-268,21,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,1,0,0,0,14,2020-2021
Denis Suárez,6,es ESP,CM,26-349,69,0,0,0,0,0,0,0,0,84,2,0,0,0.0,0.0,0.0,1,0,56,75,74.7,3,54,0,0,0,14,2020-2021
   Okay Yokuşlu,5,tr TUR,CM,26-286,21,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,13,13,100.0,1,11,1,1,1,14,2020-2021
Fran Beltrán,8,es ESP,RM,21-321,74,0,0,0,0,1,0,0,0,37,1,1,2,0.0,0.0,0.2,2,0,29,31,93.5,5,25,1,0,0,14,2020-2021
   José Fontán,29,es ESP,CB,20-313,16,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,1,2,0,0,0,14,2020-2021
Renato Tapia,14,pe PER,"DM,CM",25-145,90,0,0,0,0,0,0,0,0,72,4,3,5,0.0,0.0,0.0,1,1,46,55,83.6,2,45,0,0,0,14,2020-2021
Lucas Olaza,15,uy URU,"LB,WB",26-152,89,0,1,0,0,1,0,0,0,66,2,0,1,0.0,0.0,0.4,4,2,49,59,83.1,5,42,2,1,1,14,2020-2021
   Joseph Aidoo,18,gh GHA,WB,25-082,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,14,2020-2021
Jeison Murillo,24,co COL,CB,28-207,90,0,0,0,0,0,0,0,0,60,1,0,1,0.0,0.0,0.1,1,0,48,55,87.3,1,40,0,0,0,14,2020-2021
Néstor Araujo,4,mx MEX,CB,29-113,90,0,0,0,0,0,0,1,0,77,1,4,1,0.0,0.0,0.0,0,0,52,66,78.8,3,46,1,0,0,14,2020-2021
Hugo Mallo,2,es ESP,"RB,WB",29-181,90,0,0,0,0,1,0,0,0,58,1,1,2,0.1,0.1,0.1,1,0,41,52,78.8,6,30,2,2,1,14,2020-2021
Rubén Blanco,13,es ESP,GK,25-148,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,21,43,48.8,0,30,0,0,0,14,2020-2021
Brais Méndez,23,es ESP,"FW,AM",23-348,90,2,0,0,0,5,3,0,0,38,1,0,0,1.1,1.1,0.1,1,0,22,28,78.6,4,32,3,1,0,14,2020-2021
Iago Aspas,10,es ESP,FW,33-141,89,0,1,0,0,1,0,0,0,44,0,1,0,0.2,0.2,0.6,4,1,24,37,64.9,6,28,5,2,2,14,2020-2021
   Emre Mor,11,tr TUR,FW,23-149,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,14,2020-2021
Nolito,9,es ESP,LM,34-066,69,0,0,0,0,2,0,1,0,35,2,0,1,0.2,0.2,0.0,2,0,20,27,74.1,3,18,0,3,2,14,2020-2021
   Miguel Baeza,27,es ESP,"AM,LM",20-268,21,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,1,0,0,0,14,2020-2021
