Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Jaime Mata,7,es ESP,FW,32-001,45,0,0,0,0,0,0,1,0,19,0,0,0,0.0,0.0,0.0,1,0,9,13,69.2,0,8,0,1,1,7,2020-2021
   Ángel Rodríguez,9,es ESP,FW,33-182,45,0,0,0,0,2,0,0,0,20,0,0,0,0.1,0.1,0.0,0,0,5,13,38.5,0,11,2,1,1,7,2020-2021
Cucho,23,co COL,FW,21-188,90,0,0,0,0,3,1,0,0,51,0,0,2,0.2,0.2,0.0,2,0,27,42,64.3,1,33,2,1,1,7,2020-2021
Marc Cucurella,15,es ESP,LM,22-095,90,0,0,0,0,3,0,0,0,56,0,0,0,0.1,0.1,0.0,2,0,31,46,67.4,6,27,1,2,1,7,2020-2021
Mauro Arambarri,18,uy URU,CM,25-025,90,0,0,0,0,1,0,0,0,40,1,0,1,0.1,0.1,0.0,2,0,14,31,45.2,2,12,1,2,2,7,2020-2021
Nemanja Maksimović,20,rs SRB,CM,25-273,63,0,0,0,0,0,0,0,0,24,2,1,1,0.0,0.0,0.0,1,0,13,21,61.9,0,9,0,0,0,7,2020-2021
   David Timor,24,es ESP,CM,31-008,27,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.6,2,0,17,22,77.3,3,5,0,0,0,7,2020-2021
Allan Nyom,12,cm CMR,RM,32-168,63,0,0,0,0,0,0,0,0,26,1,1,1,0.0,0.0,0.1,1,0,14,21,66.7,2,8,0,0,0,7,2020-2021
   Enes Ünal,10,tr TUR,RM,23-168,27,0,0,0,0,1,0,1,0,18,1,0,0,0.5,0.5,0.0,0,0,8,12,66.7,1,7,0,0,0,7,2020-2021
Mathías Olivera,17,uy URU,LB,22-360,90,0,0,0,0,0,0,1,0,50,0,0,1,0.0,0.0,0.2,1,0,28,40,70.0,4,18,1,0,0,7,2020-2021
Erick Cabaco,3,uy URU,CB,25-189,90,0,0,0,0,0,0,0,0,48,1,1,0,0.0,0.0,0.0,2,0,28,44,63.6,4,19,1,0,0,7,2020-2021
Djené,2,tg TOG,CB,28-299,90,0,0,0,0,0,0,1,0,44,2,0,0,0.0,0.0,0.0,1,0,29,36,80.6,4,19,0,0,0,7,2020-2021
Damián Suárez,22,uy URU,RB,32-181,90,0,0,0,0,0,0,0,0,68,2,0,0,0.0,0.0,0.0,3,0,42,66,63.6,9,22,2,2,1,7,2020-2021
David Soria,13,es ESP,GK,27-204,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,20,33,60.6,0,17,0,0,0,7,2020-2021
Jaime Mata,7,es ESP,FW,32-001,45,0,0,0,0,0,0,1,0,19,0,0,0,0.0,0.0,0.0,1,0,9,13,69.2,0,8,0,1,1,7,2020-2021
   Ángel Rodríguez,9,es ESP,FW,33-182,45,0,0,0,0,2,0,0,0,20,0,0,0,0.1,0.1,0.0,0,0,5,13,38.5,0,11,2,1,1,7,2020-2021
Cucho,23,co COL,FW,21-188,90,0,0,0,0,3,1,0,0,51,0,0,2,0.2,0.2,0.0,2,0,27,42,64.3,1,33,2,1,1,7,2020-2021
Marc Cucurella,15,es ESP,LM,22-095,90,0,0,0,0,3,0,0,0,56,0,0,0,0.1,0.1,0.0,2,0,31,46,67.4,6,27,1,2,1,7,2020-2021
Mauro Arambarri,18,uy URU,CM,25-025,90,0,0,0,0,1,0,0,0,40,1,0,1,0.1,0.1,0.0,2,0,14,31,45.2,2,12,1,2,2,7,2020-2021
Nemanja Maksimović,20,rs SRB,CM,25-273,63,0,0,0,0,0,0,0,0,24,2,1,1,0.0,0.0,0.0,1,0,13,21,61.9,0,9,0,0,0,7,2020-2021
   David Timor,24,es ESP,CM,31-008,27,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.6,2,0,17,22,77.3,3,5,0,0,0,7,2020-2021
Allan Nyom,12,cm CMR,RM,32-168,63,0,0,0,0,0,0,0,0,26,1,1,1,0.0,0.0,0.1,1,0,14,21,66.7,2,8,0,0,0,7,2020-2021
   Enes Ünal,10,tr TUR,RM,23-168,27,0,0,0,0,1,0,1,0,18,1,0,0,0.5,0.5,0.0,0,0,8,12,66.7,1,7,0,0,0,7,2020-2021
Mathías Olivera,17,uy URU,LB,22-360,90,0,0,0,0,0,0,1,0,50,0,0,1,0.0,0.0,0.2,1,0,28,40,70.0,4,18,1,0,0,7,2020-2021
Erick Cabaco,3,uy URU,CB,25-189,90,0,0,0,0,0,0,0,0,48,1,1,0,0.0,0.0,0.0,2,0,28,44,63.6,4,19,1,0,0,7,2020-2021
Djené,2,tg TOG,CB,28-299,90,0,0,0,0,0,0,1,0,44,2,0,0,0.0,0.0,0.0,1,0,29,36,80.6,4,19,0,0,0,7,2020-2021
Damián Suárez,22,uy URU,RB,32-181,90,0,0,0,0,0,0,0,0,68,2,0,0,0.0,0.0,0.0,3,0,42,66,63.6,9,22,2,2,1,7,2020-2021
David Soria,13,es ESP,GK,27-204,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,20,33,60.6,0,17,0,0,0,7,2020-2021
Willian José,9,br BRA,FW,28-337,62,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.1,3,0,17,19,89.5,1,12,0,0,0,7,2020-2021
   Alexander Isak,19,se SWE,FW,21-034,28,1,0,0,0,3,2,0,0,8,1,0,0,0.7,0.7,0.0,0,0,3,4,75.0,2,6,1,1,0,7,2020-2021
Mikel Oyarzabal,10,es ESP,LM,23-187,75,2,0,1,1,4,2,1,0,43,2,2,2,1.3,0.5,0.1,3,1,17,26,65.4,3,29,1,1,0,7,2020-2021
   Jon Bautista,25,es ESP,LM,25-114,15,0,0,0,0,0,0,0,0,10,2,0,1,0.0,0.0,0.0,1,0,2,3,66.7,0,3,0,1,1,7,2020-2021
Jon Guridi,14,es ESP,CM,25-240,62,0,0,0,0,1,0,0,0,35,1,0,1,0.1,0.1,0.0,0,0,26,29,89.7,2,27,2,2,2,7,2020-2021
   Mikel Merino,8,es ESP,CM,24-125,28,0,0,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.6,2,0,9,11,81.8,2,12,0,1,0,7,2020-2021
David Silva,21,es ESP,CM,34-291,75,0,2,0,0,1,0,0,0,60,0,0,1,0.1,0.1,0.3,4,2,48,57,84.2,11,45,0,3,2,7,2020-2021
   Roberto López,28,es ESP,RM,20-184,15,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,2,0,4,6,66.7,2,4,0,1,0,7,2020-2021
Portu,7,es ESP,RM,28-157,75,1,0,0,0,1,1,0,0,25,1,0,2,0.1,0.1,0.5,3,0,11,17,64.7,1,17,1,0,0,7,2020-2021
   Modibo Sagnan,15,fr FRA,CB,21-194,15,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,5,0,0,0,7,2020-2021
Martín Zubimendi,36,es ESP,"DM,CM",21-266,90,0,0,0,0,0,0,0,0,47,0,3,0,0.0,0.0,0.0,2,1,33,38,86.8,4,29,1,3,2,7,2020-2021
Aihen Muñoz,12,es ESP,LB,23-070,90,0,0,0,0,0,0,0,0,61,0,0,2,0.0,0.0,0.0,1,1,38,56,67.9,2,38,1,0,0,7,2020-2021
Robin Le Normand,24,es ESP,CB,23-349,90,0,0,0,0,1,0,0,0,74,1,2,1,0.1,0.1,0.0,0,0,58,68,85.3,2,45,0,0,0,7,2020-2021
Aritz Elustondo,6,es ESP,CB,26-211,90,0,0,0,0,1,0,1,0,59,3,1,0,0.2,0.2,0.0,1,0,41,51,80.4,3,36,2,0,0,7,2020-2021
Andoni Gorosabel,18,es ESP,RB,24-082,90,0,1,0,0,0,0,0,0,68,7,0,0,0.0,0.0,0.1,2,1,47,58,81.0,5,38,5,0,0,7,2020-2021
Álex Remiro,1,es ESP,GK,25-215,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,24,33,72.7,0,25,0,0,0,7,2020-2021
Willian José,9,br BRA,FW,28-337,62,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.1,3,0,17,19,89.5,1,12,0,0,0,7,2020-2021
   Alexander Isak,19,se SWE,FW,21-034,28,1,0,0,0,3,2,0,0,8,1,0,0,0.7,0.7,0.0,0,0,3,4,75.0,2,6,1,1,0,7,2020-2021
Mikel Oyarzabal,10,es ESP,LM,23-187,75,2,0,1,1,4,2,1,0,43,2,2,2,1.3,0.5,0.1,3,1,17,26,65.4,3,29,1,1,0,7,2020-2021
   Jon Bautista,25,es ESP,LM,25-114,15,0,0,0,0,0,0,0,0,10,2,0,1,0.0,0.0,0.0,1,0,2,3,66.7,0,3,0,1,1,7,2020-2021
Jon Guridi,14,es ESP,CM,25-240,62,0,0,0,0,1,0,0,0,35,1,0,1,0.1,0.1,0.0,0,0,26,29,89.7,2,27,2,2,2,7,2020-2021
   Mikel Merino,8,es ESP,CM,24-125,28,0,0,0,0,0,0,0,0,17,1,0,0,0.0,0.0,0.6,2,0,9,11,81.8,2,12,0,1,0,7,2020-2021
David Silva,21,es ESP,CM,34-291,75,0,2,0,0,1,0,0,0,60,0,0,1,0.1,0.1,0.3,4,2,48,57,84.2,11,45,0,3,2,7,2020-2021
   Roberto López,28,es ESP,RM,20-184,15,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,2,0,4,6,66.7,2,4,0,1,0,7,2020-2021
Portu,7,es ESP,RM,28-157,75,1,0,0,0,1,1,0,0,25,1,0,2,0.1,0.1,0.5,3,0,11,17,64.7,1,17,1,0,0,7,2020-2021
   Modibo Sagnan,15,fr FRA,CB,21-194,15,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,6,6,100.0,0,5,0,0,0,7,2020-2021
Martín Zubimendi,36,es ESP,"DM,CM",21-266,90,0,0,0,0,0,0,0,0,47,0,3,0,0.0,0.0,0.0,2,1,33,38,86.8,4,29,1,3,2,7,2020-2021
Aihen Muñoz,12,es ESP,LB,23-070,90,0,0,0,0,0,0,0,0,61,0,0,2,0.0,0.0,0.0,1,1,38,56,67.9,2,38,1,0,0,7,2020-2021
Robin Le Normand,24,es ESP,CB,23-349,90,0,0,0,0,1,0,0,0,74,1,2,1,0.1,0.1,0.0,0,0,58,68,85.3,2,45,0,0,0,7,2020-2021
Aritz Elustondo,6,es ESP,CB,26-211,90,0,0,0,0,1,0,1,0,59,3,1,0,0.2,0.2,0.0,1,0,41,51,80.4,3,36,2,0,0,7,2020-2021
Andoni Gorosabel,18,es ESP,RB,24-082,90,0,1,0,0,0,0,0,0,68,7,0,0,0.0,0.0,0.1,2,1,47,58,81.0,5,38,5,0,0,7,2020-2021
Álex Remiro,1,es ESP,GK,25-215,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,24,33,72.7,0,25,0,0,0,7,2020-2021
José Luis Morales,11,es ESP,FW,33-095,60,0,0,0,0,1,1,0,0,20,0,1,0,0.2,0.2,0.0,0,0,12,16,75.0,2,11,2,0,0,7,2020-2021
   Enis Bardhi,10,mk MKD,LM,25-116,30,0,0,0,0,1,0,0,0,20,0,1,0,0.0,0.0,0.0,0,0,9,14,64.3,2,11,1,2,1,7,2020-2021
Roger Martí,9,es ESP,FW,29-297,90,1,0,1,1,0,0,0,0,44,2,0,0,0.8,0.0,0.0,1,1,22,31,71.0,0,17,0,1,1,7,2020-2021
José Campaña,24,es ESP,"LM,CM",27-148,90,0,0,0,0,2,0,0,0,81,2,4,1,0.1,0.1,0.2,5,0,51,65,78.5,9,43,7,5,3,7,2020-2021
Gonzalo Melero,22,es ESP,CM,26-298,60,0,0,0,0,0,0,0,0,48,1,1,1,0.0,0.0,0.0,2,0,36,39,92.3,1,32,1,2,1,7,2020-2021
   Dani Gómez,21,es ESP,FW,22-088,30,0,0,0,0,1,0,0,0,13,0,0,0,0.1,0.1,0.0,0,0,6,8,75.0,1,8,1,1,0,7,2020-2021
Mickael Malsa,12,mq MTQ,CM,25-014,90,0,0,0,0,0,0,0,0,82,3,1,3,0.0,0.0,0.0,1,0,56,69,81.2,11,36,0,0,0,7,2020-2021
Rubén Rochina,16,es ESP,RM,29-217,84,0,0,0,0,3,1,0,0,70,1,2,2,0.1,0.1,0.1,5,0,42,53,79.2,9,34,1,3,3,7,2020-2021
   Jorge de Frutos,18,es ESP,RM,23-249,6,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,4,6,66.7,2,7,2,1,1,7,2020-2021
Toño,3,es ESP,LB,30-354,83,0,0,0,0,1,0,1,0,66,2,1,1,0.0,0.0,0.0,0,0,44,57,77.2,6,33,2,1,1,7,2020-2021
   Carlos Clerc,19,es ESP,LB,28-248,7,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,2,0,0,0,7,2020-2021
Óscar Duarte,6,cr CRC,CB,31-145,73,0,0,0,0,0,0,1,0,44,0,0,0,0.0,0.0,0.0,1,0,36,41,87.8,3,19,0,0,0,7,2020-2021
   Rúben Vezo,14,pt POR,CB,26-184,17,0,0,0,0,0,0,0,0,18,2,0,0,0.0,0.0,0.0,1,0,10,13,76.9,0,5,0,0,0,7,2020-2021
Sergio Postigo,15,es ESP,CB,31-357,90,0,0,0,0,0,0,0,0,58,1,4,3,0.0,0.0,0.0,0,0,36,45,80.0,4,23,1,1,1,7,2020-2021
Jorge Miramón,20,es ESP,RB,31-146,90,0,0,0,0,0,0,0,0,79,2,5,1,0.0,0.0,0.0,4,1,54,71,76.1,10,43,7,0,0,7,2020-2021
Aitor Fernández,13,es ESP,GK,29-176,90,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,13,18,72.2,0,7,0,0,0,7,2020-2021
José Luis Morales,11,es ESP,FW,33-095,60,0,0,0,0,1,1,0,0,20,0,1,0,0.2,0.2,0.0,0,0,12,16,75.0,2,11,2,0,0,7,2020-2021
   Enis Bardhi,10,mk MKD,LM,25-116,30,0,0,0,0,1,0,0,0,20,0,1,0,0.0,0.0,0.0,0,0,9,14,64.3,2,11,1,2,1,7,2020-2021
