player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Ante Budimir,17,hr CRO,FW,29-293,90,28,1,1,12,15,7,28,1,1,100.0,0,0.0,19,79,16,2,0,3,4,5,26,6,36,2020-2021
Ezequiel Ávila,9,ar ARG,FW,27-094,63,25,0,4,12,9,3,25,0,0,,0,,10,30,11,0,0,0,1,2,18,3,36,2020-2021
   Enric Gallego,19,es ESP,FW,34-241,27,22,0,1,11,10,3,22,2,1,50.0,1,50.0,8,13,0,0,0,0,3,1,17,6,36,2020-2021
Rubén García,14,es ESP,LM,27-301,70,58,1,5,35,21,0,58,2,1,50.0,1,50.0,31,154,86,1,1,0,6,0,38,6,36,2020-2021
   Jony,7,es ESP,LM,29-306,20,19,0,0,8,11,0,19,0,0,,0,,13,118,53,2,3,0,0,2,20,4,36,2020-2021
Oier Sanjurjo,6,es ESP,CM,34-351,63,45,1,3,30,12,2,45,0,0,,0,,14,66,46,1,0,0,2,0,29,2,36,2020-2021
   Roberto Torres,10,es ESP,RM,32-065,27,26,0,6,5,16,2,25,0,0,,0,,13,56,21,1,1,0,0,1,19,1,36,2020-2021
Lucas Torró,24,es ESP,CM,26-296,90,68,1,14,39,15,2,68,1,0,0.0,1,100.0,22,96,30,0,1,0,0,2,39,4,36,2020-2021
Javi Martínez,28,es ESP,RM,21-140,63,33,1,3,17,14,4,33,3,2,66.7,1,33.3,16,124,47,1,1,0,2,0,20,4,36,2020-2021
   Jon Moncayola,27,es ESP,CM,22-363,27,24,1,5,13,6,0,24,0,0,,0,,10,74,38,0,1,0,0,0,18,1,36,2020-2021
Manu Sánchez,39,es ESP,LB,20-260,87,76,1,11,41,25,0,76,4,2,50.0,2,50.0,39,256,171,4,4,0,1,1,45,7,36,2020-2021
   Juan Cruz Armada,3,es ESP,LB,28-287,3,4,0,0,3,1,0,4,0,0,,0,,1,1,0,0,0,0,0,0,3,0,36,2020-2021
David García,5,es ESP,CB,27-086,90,78,4,22,56,0,0,78,0,0,,0,,44,351,230,2,0,0,1,0,53,0,36,2020-2021
Unai García,4,es ESP,CB,29-097,90,66,4,28,37,4,1,66,0,0,,0,,38,270,220,1,1,0,0,0,40,0,36,2020-2021
Nacho Vidal,2,es ESP,RB,26-107,90,64,2,17,31,16,3,64,1,0,0.0,1,100.0,30,123,52,1,2,1,3,3,39,6,36,2020-2021
Juan Pérez,25,es ESP,GK,24-300,90,25,23,25,0,0,0,25,0,0,,0,,11,73,32,0,0,0,0,0,8,0,36,2020-2021
Rubén Sobrino,21,es ESP,"FW,RM",28-344,76,30,1,6,11,13,1,30,1,0,0.0,1,100.0,21,95,41,1,2,0,2,3,22,4,36,2020-2021
   Álvaro Negredo,18,es ESP,FW,35-264,14,7,0,0,3,4,0,7,0,0,,0,,4,5,1,0,0,0,0,0,4,0,36,2020-2021
Ivan Šaponjić,12,rs SRB,FW,23-282,68,25,2,4,13,8,3,24,1,1,100.0,0,0.0,13,45,8,0,1,0,5,1,21,1,36,2020-2021
   Jairo Izquierdo,25,es ESP,"RM,FW",27-201,22,9,1,3,2,5,0,9,1,0,0.0,1,100.0,6,37,5,1,1,0,0,1,3,2,36,2020-2021
Anthony Lozano,9,hn HON,"RM,FW,LM",28-016,90,34,0,5,16,13,2,34,4,2,50.0,2,50.0,25,140,72,2,1,1,1,1,24,4,36,2020-2021
Jon Ander Garrido,5,es ESP,CM,31-214,76,28,3,11,15,2,0,28,2,1,50.0,1,50.0,10,31,15,0,0,0,1,0,7,0,36,2020-2021
   Jorge Pombo,11,es ESP,LM,27-078,14,7,0,0,7,0,0,7,1,1,100.0,0,0.0,4,10,3,0,0,0,2,0,3,0,36,2020-2021
Jens Jønsson,2,dk DEN,CM,28-121,90,52,2,22,25,5,0,52,1,1,100.0,0,0.0,27,139,40,0,1,0,2,1,22,0,36,2020-2021
Isaac Carcelen,20,es ESP,"RB,RM",28-018,90,56,2,23,23,10,0,56,4,3,75.0,1,25.0,27,166,97,2,0,0,2,3,14,0,36,2020-2021
Alfonso Espino,22,uy URU,LB,29-126,90,56,3,29,17,11,0,56,1,1,100.0,0,0.0,32,108,50,1,1,0,2,0,25,1,36,2020-2021
Marcos Mauro López Gutiérrez,4,ar ARG,CB,30-122,90,28,5,18,9,1,1,28,0,0,,0,,12,28,7,0,0,0,0,0,9,0,36,2020-2021
Pedro Alcalá,19,es ESP,CB,32-053,90,35,10,27,9,0,0,35,0,0,,0,,16,36,14,0,0,0,0,0,12,0,36,2020-2021
Carlos Akapo,15,gq EQG,RB,28-060,19,18,2,8,6,4,0,18,0,0,,0,,6,12,1,0,0,0,0,0,3,0,36,2020-2021
   Alberto Perea,10,es ESP,"LM,CM",30-143,71,33,1,5,15,13,2,33,2,0,0.0,2,100.0,25,134,62,3,3,1,1,0,23,1,36,2020-2021
David Gil,13,es ESP,GK,27-120,90,29,25,29,0,0,0,29,0,0,,0,,16,110,80,0,0,0,0,0,7,0,36,2020-2021
Lucas Boyé,9,ar ARG,FW,25-072,90,26,0,2,10,15,4,26,5,3,60.0,2,40.0,19,99,37,1,0,0,1,2,22,4,36,2020-2021
Guido Carrillo,21,ar ARG,FW,29-351,90,30,1,2,13,16,6,30,0,0,,0,,12,53,17,1,1,0,1,0,24,1,36,2020-2021
Fidel,16,es ESP,"LM,LB",31-196,90,63,0,11,24,28,1,63,1,1,100.0,0,0.0,28,201,103,4,1,0,3,1,39,6,36,2020-2021
Iván Marcone,4,ar ARG,CM,30-342,78,62,2,9,49,4,0,62,0,0,,0,,42,277,192,3,0,0,0,1,50,1,36,2020-2021
   Nino,7,es ESP,CM,40-335,12,3,0,0,1,2,0,3,0,0,,0,,1,34,32,1,1,0,0,0,3,0,36,2020-2021
Omenuke Mfulu,6,cd COD,CM,27-052,56,35,1,10,24,1,0,35,0,0,,0,,20,73,11,0,1,0,0,0,26,0,36,2020-2021
   Víctor Rodríguez,8,es ESP,"CM,DM",31-292,34,51,0,3,39,9,0,51,0,0,,0,,36,222,101,2,2,0,0,0,45,1,36,2020-2021
Josan,17,es ESP,RM,31-159,56,8,0,1,1,6,0,8,2,0,0.0,2,100.0,6,33,19,1,0,0,1,0,7,2,36,2020-2021
   Pablo Piatti,20,ar ARG,RM,32-041,34,27,0,1,13,13,0,27,1,1,100.0,0,0.0,10,57,18,0,1,0,0,0,17,2,36,2020-2021
Josema,24,es ESP,LB,24-339,56,53,5,16,23,15,0,53,1,1,100.0,0,0.0,19,91,36,1,1,0,1,0,27,4,36,2020-2021
   Pere Milla,10,es ESP,LM,28-230,34,21,0,1,13,7,0,21,0,0,,0,,15,103,58,2,1,0,1,1,20,3,36,2020-2021
Diego González,2,es ESP,CB,26-103,90,82,8,41,40,1,1,82,0,0,,0,,46,293,194,1,0,0,0,0,63,0,36,2020-2021
Dani Calvo,12,es ESP,CB,27-040,90,64,0,26,37,1,0,64,0,0,,0,,38,156,98,0,0,0,1,0,46,2,36,2020-2021
Helibelton Palacios,18,co COL,RB,27-334,90,72,3,15,44,14,0,72,4,4,100.0,0,0.0,40,227,117,2,5,0,2,0,50,3,36,2020-2021
Paulo Gazzaniga,1,ar ARG,GK,29-129,90,22,19,22,0,0,0,22,0,0,,0,,9,36,21,0,0,0,0,0,8,0,36,2020-2021
Joselu,9,es ESP,FW,31-045,89,38,2,5,21,13,4,38,3,2,66.7,1,33.3,27,97,63,3,1,2,5,1,33,2,36,2020-2021
