Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Fernando Pacheco,es ESP,28-299,90,1,1,0,100.0,1.0,7,12,58.3,11,0,63.6,39.3,8,62.5,47.4,17,1,5.9,0,8.0,27,2020-2021
Jeremías Ledesma,ar ARG,28-028,90,2,1,1,100.0,1.1,15,36,41.7,38,3,78.9,49.9,6,100.0,66.8,12,1,8.3,1,11.5,27,2020-2021
Thibaut Courtois,be BEL,28-306,90,2,1,1,50.0,0.3,0,1,0.0,22,6,4.5,23.5,1,0.0,30.0,10,0,0.0,1,14.5,27,2020-2021
Édgar Badía,es ESP,29-029,90,4,2,2,50.0,1.3,15,27,55.6,23,2,56.5,40.6,16,87.5,56.8,17,0,0.0,2,17.2,27,2020-2021
Sergio Herrera,es ESP,27-281,90,2,0,2,100.0,0.3,10,28,35.7,26,2,80.8,51.2,8,87.5,63.6,15,1,6.7,2,22.7,27,2020-2021
Roberto,es ESP,35-031,90,2,0,2,100.0,0.4,8,25,32.0,15,3,80.0,48.9,13,100.0,63.2,18,0,0.0,0,5.5,27,2020-2021
David Soria,es ESP,27-343,90,7,0,7,100.0,2.1,17,35,48.6,29,0,96.6,55.3,7,100.0,62.7,21,1,4.8,1,12.5,27,2020-2021
Jan Oblak,si SVN,28-065,90,2,0,2,100.0,0.1,5,10,50.0,22,6,36.4,31.9,12,16.7,31.0,13,0,0.0,2,15.8,27,2020-2021
Iván Villar,es ESP,23-248,90,1,0,1,100.0,0.1,6,15,40.0,36,6,22.2,25.0,7,100.0,60.9,15,1,6.7,2,14.3,27,2020-2021
Unai Simón,es ESP,23-276,90,3,0,3,100.0,0.8,6,10,60.0,18,10,27.8,33.6,6,83.3,56.2,15,1,6.7,0,9.0,27,2020-2021
Rui Silva,pt POR,27-035,90,1,0,1,100.0,0.2,8,24,33.3,27,2,59.3,43.4,8,100.0,64.6,19,0,0.0,3,20.0,27,2020-2021
Álex Remiro,es ESP,25-355,90,2,1,1,50.0,0.2,4,11,36.4,26,4,23.1,30.7,6,83.3,69.3,6,0,0.0,7,35.1,27,2020-2021
Marko Dmitrović,rs SRB,29-049,90,8,3,5,62.5,3.3,7,11,63.6,23,5,26.1,33.1,6,83.3,63.2,4,0,0.0,3,22.0,27,2020-2021
Sergio Asenjo,es ESP,31-259,90,7,1,5,85.7,1.5,7,26,26.9,34,7,52.9,40.6,10,80.0,56.3,34,1,2.9,0,4.5,27,2020-2021
Yassine Bounou,ma MAR,29-343,90,2,0,2,100.0,0.2,5,11,45.5,34,1,29.4,32.7,6,16.7,23.7,19,0,0.0,0,3.0,27,2020-2021
Joel Robles,es ESP,30-270,90,3,1,2,66.7,0.3,4,21,19.0,27,3,59.3,39.4,6,83.3,53.2,5,0,0.0,1,21.0,27,2020-2021
Marc-André ter Stegen,de GER,28-319,90,4,1,3,100.0,1.7,2,8,25.0,22,4,18.2,25.9,6,66.7,44.7,7,0,0.0,1,19.0,27,2020-2021
Álvaro Fernández,es ESP,22-336,90,5,4,1,20.0,1.8,1,5,20.0,15,1,20.0,27.9,4,50.0,35.8,9,0,0.0,3,15.7,27,2020-2021
Yassine Bounou,ma MAR,29-346,90,5,0,5,100.0,0.4,3,6,50.0,32,9,18.8,27.0,5,0.0,21.6,15,1,6.7,1,9.3,2,2020-2021
Édgar Badía,es ESP,29-033,90,8,2,6,75.0,1.9,11,18,61.1,23,5,52.2,39.2,8,75.0,55.6,13,0,0.0,1,35.0,2,2020-2021
