player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Rafa Mir,9,es ESP,FW,23-122,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2020-2021
Javier Ontiveros,15,es ESP,LW,23-039,55,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,6,2020-2021
   Sandro Ramírez,6,es ESP,"LW,AM",25-101,35,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2020-2021
David Ferreiro,7,es ESP,"RW,LW",32-200,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,6,2020-2021
Borja García,24,es ESP,AM,29-351,76,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,6,2020-2021
   Sergio Gómez,10,es ESP,RW,20-044,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2020-2021
Pedro Mosquera,5,es ESP,DM,32-180,90,0,0,0,0,0,0,0,,0,1,0,1,2,2,0,0,6,2020-2021
Jaime Seoane,20,es ESP,DM,23-270,90,3,2,0,3,0,1,7,14.3,6,3,0,3,0,3,0,0,6,2020-2021
Luisinho,16,pt POR,LB,35-166,76,2,2,1,1,0,0,1,0.0,1,0,0,0,1,3,2,0,6,2020-2021
   Javi Galán,11,es ESP,LB,25-334,14,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,6,2020-2021
Dimitris Siovas,18,gr GRE,CB,32-032,90,2,2,1,0,1,1,1,100.0,0,1,0,1,3,5,3,0,6,2020-2021
Jorge Pulido,14,es ESP,CB,29-193,90,0,0,0,0,0,0,0,,0,2,1,1,2,2,5,0,6,2020-2021
Pablo Maffeo,3,es ESP,RB,23-098,90,2,1,2,0,0,1,2,50.0,1,1,0,1,3,5,3,0,6,2020-2021
Andrés Fernández,25,es ESP,GK,33-306,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2020-2021
Sergi Guardiola,7,es ESP,FW,29-142,73,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,6,2020-2021
   Marcos André,16,br BRA,FW,23-364,17,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,6,2020-2021
Óscar Plano,10,es ESP,"LW,RM",29-250,90,3,1,2,0,1,0,1,0.0,1,0,0,0,1,4,2,0,6,2020-2021
Waldo Rubio,23,es ESP,RW,25-062,79,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,2,0,6,2020-2021
   Raúl García,3,es ESP,LM,31-171,11,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,6,2020-2021
Toni Villa,19,es ESP,AM,25-285,74,3,2,0,1,2,0,1,0.0,1,1,0,1,0,3,0,0,6,2020-2021
   Shon Weissman,9,il ISR,"FW,AM",24-247,16,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,6,2020-2021
Rubén Alcaraz,14,es ESP,DM,29-170,62,3,1,1,2,0,0,0,,0,0,0,0,1,4,1,0,6,2020-2021
   Kike Pérez,8,es ESP,"DM,CM",23-247,28,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,6,2020-2021
Fede San Emeterio,20,es ESP,DM,23-216,62,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,6,2020-2021
   Joaquín Fernández,24,es ESP,"DM,CM",24-140,28,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0,6,2020-2021
Nacho,22,es ESP,LB,31-225,90,5,2,3,1,1,1,2,50.0,1,4,0,4,0,5,4,0,6,2020-2021
Jawad El Yamiq,15,ma MAR,CB,28-232,90,1,0,0,1,0,0,0,,0,2,2,0,1,2,9,0,6,2020-2021
Bruno González,6,es ESP,CB,30-147,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,1,6,2020-2021
Luis Pérez,2,es ESP,RB,25-257,90,3,0,0,3,0,2,3,66.7,1,1,0,1,1,4,5,0,6,2020-2021
Roberto,13,es ESP,GK,34-251,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2020-2021
