player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Kévin Gameiro,9,fr FRA,FW,33-350,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,32,2020-2021
   Manu Vallejo,21,es ESP,FW,24-069,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,32,2020-2021
Maxi Gómez,22,uy URU,FW,24-253,90,0,0,0,2,2,2,0,0,0,0,0,0,1,2,3,40.0,32,2020-2021
Gonçalo Guedes,7,pt POR,"LM,RM",24-146,90,0,0,0,1,3,0,3,0,2,0,0,0,1,0,0,,32,2020-2021
Carlos Soler,8,es ESP,CM,24-112,90,1,0,0,1,1,0,8,1,0,0,0,0,8,0,0,,32,2020-2021
Uroš Račić,19,rs SRB,CM,23-038,90,0,0,0,2,1,0,0,0,0,0,0,0,9,2,5,28.6,32,2020-2021
Yunus Musah,30,us USA,RM,18-146,60,0,0,0,1,2,0,0,0,0,0,0,0,5,1,0,100.0,32,2020-2021
   Denis Cheryshev,17,ru RUS,LM,30-119,30,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,,32,2020-2021
José Luis Gayà,14,es ESP,LB,25-334,90,1,0,0,1,0,0,5,0,0,0,0,0,6,0,1,0.0,32,2020-2021
Hugo Guillamón,15,,CB,21-083,90,1,0,0,5,1,0,0,2,1,,,0,,,,,32,2020-2021
Gabriel Paulista,5,br BRA,CB,30-149,90,0,0,0,2,2,0,0,1,0,0,0,0,3,2,0,100.0,32,2020-2021
Daniel Wass,18,dk DEN,RB,31-328,90,0,0,0,1,2,0,2,4,0,0,0,0,4,1,1,50.0,32,2020-2021
Jaume Doménech,1,es ESP,GK,30-170,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,32,2020-2021
Joselu,9,es ESP,FW,31-028,87,0,0,0,3,4,1,0,0,0,0,0,0,4,6,2,75.0,32,2020-2021
   Deyverson,14,br BRA,FW,29-351,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,32,2020-2021
Lucas Pérez,7,es ESP,FW,32-226,62,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,,32,2020-2021
   Pere Pons,20,es ESP,FW,28-063,28,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.0,32,2020-2021
