player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Alexander Isak,19,se SWE,FW,21-228,82,28,0,0,4,24,7,28,2,1,50.0,1,50.0,12,49,18,1,1,0,2,0,18,7,35,2020-2021
   Jon Bautista,25,es ESP,FW,25-308,8,8,0,1,5,3,1,8,2,1,50.0,1,50.0,5,52,43,2,1,1,1,0,5,2,35,2020-2021
Mikel Oyarzabal,10,es ESP,LW,24-016,90,52,1,7,20,27,3,52,0,0,,0,,29,181,107,3,2,1,2,1,42,5,35,2020-2021
Adnan Januzaj,11,be BEL,RW,26-091,86,78,2,2,21,55,4,78,2,1,50.0,1,50.0,62,352,191,4,2,2,1,2,70,24,35,2020-2021
   Portu,7,es ESP,RW,28-351,4,5,0,0,3,2,1,5,0,0,,0,,3,18,8,1,0,1,0,0,5,1,35,2020-2021
David Silva,21,es ESP,AM,35-119,90,82,0,3,41,41,5,82,3,3,100.0,0,0.0,58,361,166,3,5,1,1,1,68,4,35,2020-2021
Jon Guridi,14,es ESP,DM,26-068,45,27,0,0,19,8,0,27,0,0,,0,,25,175,47,1,2,0,0,1,27,0,35,2020-2021
   Ander Barrenetxea,22,es ESP,DM,19-131,45,20,0,0,13,7,1,20,5,3,60.0,2,40.0,15,103,73,2,1,1,2,1,16,3,35,2020-2021
Ander Guevara,16,es ESP,DM,23-304,45,40,0,0,32,8,1,40,0,0,,0,,26,230,139,4,2,0,0,0,32,0,35,2020-2021
   Martín Zubimendi,36,es ESP,DM,22-094,45,52,0,4,36,12,3,52,0,0,,0,,30,224,145,3,2,0,1,0,41,0,35,2020-2021
Nacho Monreal,20,es ESP,LB,35-070,90,50,0,9,24,18,1,50,0,0,,0,,26,146,77,2,1,0,0,0,34,6,35,2020-2021
Robin Le Normand,24,es ESP,CB,24-177,90,87,2,18,60,10,3,87,0,0,,0,,57,371,203,1,2,0,1,0,64,0,35,2020-2021
Aritz Elustondo,6,es ESP,CB,27-040,90,96,3,35,57,4,1,96,0,0,,0,,62,509,355,2,1,0,0,0,66,0,35,2020-2021
Andoni Gorosabel,18,es ESP,RB,24-276,90,89,1,13,47,29,2,89,0,0,,0,,57,258,179,3,4,0,1,0,69,5,35,2020-2021
Álex Remiro,1,es ESP,GK,26-044,90,18,16,18,0,0,0,18,0,0,,0,,10,48,26,0,0,0,0,0,8,0,35,2020-2021
Lucas Boyé,9,ar ARG,FW,25-068,66,22,0,3,12,8,0,22,3,1,33.3,2,66.7,18,79,23,1,3,0,4,3,18,1,35,2020-2021
   Guido Carrillo,21,ar ARG,FW,29-347,24,7,1,1,2,4,1,7,0,0,,0,,3,7,5,0,0,0,0,0,4,0,35,2020-2021
Pere Milla,10,es ESP,"LM,FW",28-226,84,24,1,14,11,3,0,24,3,2,66.7,1,33.3,17,106,78,1,0,0,2,0,16,1,35,2020-2021
   Emiliano Rigoni,22,ar ARG,RM,28-092,6,4,0,0,3,1,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0,35,2020-2021
Fidel,16,es ESP,"CM,LM",31-192,45,16,2,3,11,2,0,16,0,0,,0,,10,23,3,0,0,0,0,0,10,0,35,2020-2021
   Iván Marcone,4,ar ARG,CM,30-338,45,18,2,11,7,0,0,18,0,0,,0,,6,15,3,0,0,0,0,0,8,1,35,2020-2021
Raúl Guti,14,es ESP,CM,24-128,10,2,0,0,2,0,0,2,0,0,,0,,2,5,0,0,0,0,0,1,2,0,35,2020-2021
Omenuke Mfulu,6,cd COD,CM,27-048,84,26,5,13,13,0,0,26,0,0,,0,,7,12,4,0,0,0,2,0,8,0,35,2020-2021
   Luismi,15,es ESP,CM,29-002,6,4,0,0,4,0,0,4,0,0,,0,,2,4,0,0,0,0,1,0,2,0,35,2020-2021
Josan,17,es ESP,RM,31-155,66,14,1,4,7,3,1,14,2,1,50.0,1,50.0,12,67,6,1,0,0,2,0,8,2,35,2020-2021
   Pablo Piatti,20,ar ARG,"RM,LM",32-037,24,11,0,1,7,4,0,11,2,0,0.0,2,100.0,5,25,18,0,0,0,0,0,3,1,35,2020-2021
Helibelton Palacios,18,co COL,LB,27-330,90,38,4,16,17,5,0,38,0,0,,0,,16,37,7,0,0,0,4,0,13,0,35,2020-2021
Dani Calvo,12,es ESP,CB,27-036,90,32,4,23,9,0,0,32,0,0,,0,,18,45,16,0,0,0,0,0,23,0,35,2020-2021
Gonzalo Verdú,5,es ESP,CB,32-198,90,29,4,21,7,1,1,29,0,0,,0,,15,23,7,0,0,0,0,0,17,0,35,2020-2021
Antonio Barragán,19,es ESP,RB,33-329,90,37,8,20,12,5,0,37,0,0,,0,,15,69,33,2,0,0,0,0,16,1,35,2020-2021
Paulo Gazzaniga,1,ar ARG,GK,29-125,90,38,32,38,0,0,0,38,0,0,,0,,12,73,44,0,0,0,0,0,10,0,35,2020-2021
Joselu,9,es ESP,FW,31-042,90,30,0,3,11,16,4,30,0,0,,0,,14,29,7,0,1,0,0,1,20,7,35,2020-2021
Luis Rioja,11,es ESP,"LW,LB",27-204,90,43,1,4,21,19,2,43,1,0,0.0,1,100.0,19,226,38,2,0,2,0,0,22,6,35,2020-2021
Pere Pons,20,es ESP,RW,28-077,45,13,0,1,5,7,2,13,0,0,,0,,6,19,5,0,0,0,0,0,9,1,35,2020-2021
   Lucas Pérez,7,es ESP,"AM,FW,LM",32-240,45,25,0,1,9,15,1,25,0,0,,0,,13,34,3,0,0,0,1,0,14,4,35,2020-2021
Jota,24,es ESP,AM,29-326,66,29,0,0,12,17,2,29,1,0,0.0,1,100.0,12,51,21,0,0,0,2,0,12,0,35,2020-2021
   Facundo Pellistri,37,uy URU,"RM,RW",19-139,24,7,0,1,4,2,0,7,2,1,50.0,1,50.0,8,88,60,1,1,0,1,1,8,1,35,2020-2021
Rodrigo Battaglia,6,ar ARG,"DM,CM",29-300,90,56,2,8,36,12,2,56,2,2,100.0,0,0.0,39,255,160,2,1,0,0,1,39,1,35,2020-2021
Tomás Pina Isla,8,es ESP,"DM,CM",33-206,85,35,0,4,30,1,0,35,0,0,,0,,23,166,65,2,0,0,0,0,25,0,35,2020-2021
   Martin Agirregabiria,21,es ESP,"CM,RB",24-363,5,6,0,1,4,1,0,6,1,1,100.0,0,0.0,3,24,19,0,0,0,0,0,3,0,35,2020-2021
Rubén Duarte,3,es ESP,LB,25-202,73,41,0,8,19,14,0,41,0,0,,0,,23,95,46,1,3,0,1,0,22,6,35,2020-2021
   Édgar Méndez,16,es ESP,"LM,LW",31-126,17,15,0,1,5,9,0,15,0,0,,0,,11,43,15,0,1,0,0,0,10,4,35,2020-2021
Florian Lejeune,22,fr FRA,CB,29-353,90,76,7,33,42,3,1,76,2,2,100.0,0,0.0,52,275,197,3,1,0,0,0,49,0,35,2020-2021
