player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Alexander Isak,19,se SWE,FW,21-209,90,14,0,0,8,7,1,14,0,0,,0,,10,46,4,0,1,0,2,1,11,1,33,2020-2021
Ander Barrenetxea,22,es ESP,LM,19-112,82,31,0,5,13,14,3,31,5,4,80.0,1,20.0,17,170,99,4,0,1,2,0,16,5,33,2020-2021
   Portu,7,es ESP,LM,28-332,8,4,0,0,3,1,1,4,0,0,,0,,2,14,13,1,0,0,0,0,4,1,33,2020-2021
Ander Guevara,16,es ESP,CM,23-285,90,49,4,18,30,4,0,49,0,0,,0,,25,118,78,2,0,0,0,2,32,1,33,2020-2021
Carlos Fernández,9,es ESP,CM,24-331,73,30,1,6,14,10,1,30,2,1,50.0,1,50.0,26,109,39,0,1,0,2,2,26,6,33,2020-2021
   Andoni Gorosabel,18,es ESP,RB,24-257,17,16,0,4,7,5,1,16,0,0,,0,,7,32,15,1,1,0,0,0,9,2,33,2020-2021
Mikel Oyarzabal,10,es ESP,RM,23-362,73,33,1,4,13,16,1,33,1,1,100.0,0,0.0,19,45,13,1,0,0,4,2,21,4,33,2020-2021
   Adnan Januzaj,11,be BEL,RM,26-072,17,8,0,0,2,6,0,8,0,0,,0,,4,18,12,1,1,0,0,0,5,3,33,2020-2021
Martín Zubimendi,36,es ESP,DM,22-075,90,41,5,16,21,7,1,41,2,2,100.0,0,0.0,22,84,34,0,1,0,1,1,27,3,33,2020-2021
Nacho Monreal,20,es ESP,LB,35-051,90,64,2,16,32,17,0,64,0,0,,0,,30,107,35,0,0,0,3,1,31,5,33,2020-2021
Igor Zubeldia,5,es ESP,CB,24-019,90,50,3,26,22,2,0,50,0,0,,0,,30,141,111,1,0,0,0,0,35,1,33,2020-2021
Robin Le Normand,24,es ESP,CB,24-158,90,59,8,33,25,2,1,59,0,0,,0,,34,165,84,0,0,0,1,0,32,0,33,2020-2021
Aritz Elustondo,6,es ESP,RB,27-021,73,34,0,12,19,5,0,34,2,1,50.0,1,50.0,16,91,60,2,2,0,1,1,16,1,33,2020-2021
   Jon Guridi,14,es ESP,CM,26-049,17,9,1,1,7,1,0,9,1,1,100.0,0,0.0,4,9,0,0,0,0,2,0,7,1,33,2020-2021
Álex Remiro,1,es ESP,GK,26-025,90,38,34,38,0,0,0,38,0,0,,0,,20,79,50,0,0,0,0,0,18,0,33,2020-2021
Youssef En-Nesyri,15,ma MAR,FW,23-321,89,28,2,2,9,17,6,28,1,1,100.0,0,0.0,12,36,15,1,0,1,2,0,16,1,33,2020-2021
   Luuk de Jong,9,nl NED,FW,30-234,1,4,0,0,0,4,2,4,0,0,,0,,2,1,0,0,0,0,0,0,2,0,33,2020-2021
Lucas Ocampos,5,ar ARG,"LW,FW",26-281,89,27,2,2,14,11,3,27,1,0,0.0,1,100.0,15,89,64,3,3,0,1,2,19,4,33,2020-2021
   Franco Vázquez,22,ar ARG,FW,32-055,1,3,0,0,0,3,0,3,0,0,,0,,1,3,0,0,0,0,0,0,3,1,33,2020-2021
Suso,7,es ESP,RW,27-150,65,35,0,6,15,14,0,35,0,0,,0,,28,161,32,0,2,0,0,1,28,3,33,2020-2021
   Ivan Rakitić,10,hr CRO,LM,33-039,25,15,0,5,9,1,0,15,2,2,100.0,0,0.0,10,56,20,0,0,0,0,0,11,0,33,2020-2021
Papu Gómez,24,ar ARG,"LM,AM",33-062,76,52,0,4,27,21,0,52,0,0,,0,,39,268,102,2,1,0,3,1,40,8,33,2020-2021
   Óliver Torres,21,es ESP,AM,26-159,14,4,0,0,3,1,0,4,0,0,,0,,3,23,1,0,0,0,1,0,1,0,33,2020-2021
Fernando,25,br BRA,CM,33-267,90,54,4,19,26,9,4,54,0,0,,0,,24,93,18,0,0,0,0,1,27,1,33,2020-2021
Joan Jordán,8,es ESP,RM,26-286,76,52,4,12,30,10,1,52,3,2,66.7,1,33.3,26,93,33,1,1,1,0,0,36,1,33,2020-2021
