player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Santi Mina,22,es ESP,FW,25-023,90,43,1,2,27,14,5,43,3,2,66.7,1,33.3,19,73,45,2,0,0,1,1,32,6,16,2020-2021
Iago Aspas,10,es ESP,FW,33-151,72,48,0,8,20,21,4,48,0,0,,0,,32,148,71,3,1,2,3,0,39,5,16,2020-2021
   Fran Beltrán,8,es ESP,"CM,FW",21-331,18,6,0,0,4,2,0,6,0,0,,0,,6,39,26,1,1,0,0,1,7,0,16,2020-2021
Nolito,9,es ESP,LM,34-076,82,39,0,2,19,18,7,39,1,1,100.0,0,0.0,27,68,37,2,1,2,2,1,33,12,16,2020-2021
   Miguel Baeza,27,es ESP,LM,20-278,8,4,0,1,2,1,0,4,0,0,,0,,3,10,8,0,1,0,0,0,4,1,16,2020-2021
Renato Tapia,14,pe PER,CM,25-155,82,68,6,25,36,8,1,68,1,0,0.0,1,100.0,42,122,38,1,0,0,1,1,38,0,16,2020-2021
   José Fontán,29,es ESP,"CB,LB",20-323,8,6,3,4,1,1,0,6,0,0,,0,,2,3,0,0,0,0,0,0,2,0,16,2020-2021
Denis Suárez,6,es ESP,CM,26-359,72,60,1,8,43,10,0,60,2,2,100.0,0,0.0,49,214,108,1,2,0,2,0,47,1,16,2020-2021
   Okay Yokuşlu,5,tr TUR,CM,26-296,18,20,1,4,13,3,1,20,0,0,,0,,17,81,33,1,0,1,0,0,16,2,16,2020-2021
Brais Méndez,23,es ESP,RM,23-358,90,55,1,10,33,13,2,55,2,0,0.0,2,100.0,41,113,34,0,0,0,4,0,43,6,16,2020-2021
Lucas Olaza,15,uy URU,LB,26-162,89,56,3,18,30,9,1,56,1,1,100.0,0,0.0,36,117,53,2,2,0,1,1,39,3,16,2020-2021
   Joseph Aidoo,18,gh GHA,"CB,LB",25-092,1,2,1,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,16,2020-2021
Jeison Murillo,24,co COL,CB,28-217,90,74,17,44,30,0,0,74,0,0,,0,,54,146,35,0,0,0,0,0,55,0,16,2020-2021
Néstor Araujo,4,mx MEX,CB,29-123,90,88,12,53,36,1,0,88,0,0,,0,,63,267,77,0,1,0,0,0,73,1,16,2020-2021
Hugo Mallo,2,es ESP,RB,29-191,90,95,7,36,52,10,3,95,1,1,100.0,0,0.0,57,265,57,0,1,0,2,0,60,3,16,2020-2021
