player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Santi Mina,22,es ESP,FW,25-144,90,0,0,0,1,3,3,1,0,1,0,0,0,3,4,6,40.0,34,2020-2021
Iago Aspas,10,es ESP,FW,33-272,65,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0,34,2020-2021
   Augusto Solari,21,ar ARG,FW,29-117,25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,34,2020-2021
Denis Suárez,6,es ESP,AM,27-114,90,0,0,0,1,2,0,2,0,1,0,0,0,10,0,0,,34,2020-2021
Nolito,9,es ESP,LM,34-197,84,0,0,0,3,1,0,0,0,2,0,0,0,6,0,0,,34,2020-2021
   Facundo Ferreyra,12,ar ARG,LM,30-047,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34,2020-2021
Brais Méndez,23,es ESP,RM,24-113,90,0,0,0,3,2,1,0,1,0,0,0,0,6,0,2,0.0,34,2020-2021
Renato Tapia,14,pe PER,DM,25-276,28,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,,34,2020-2021
   Fran Beltrán,8,es ESP,DM,22-086,62,0,0,0,1,0,0,0,0,1,0,0,0,6,1,4,20.0,34,2020-2021
José Fontán,29,es ESP,LB,21-078,45,1,0,0,1,0,0,3,0,1,0,0,0,4,0,0,,34,2020-2021
   Aarón Martín,19,es ESP,LB,24-008,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,34,2020-2021
Jeison Murillo,24,co COL,CB,28-338,90,0,0,0,0,2,0,0,3,2,0,0,0,5,3,0,100.0,34,2020-2021
Joseph Aidoo,18,gh GHA,CB,25-213,45,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,,34,2020-2021
   Néstor Araujo,4,mx MEX,CB,29-244,45,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,,34,2020-2021
Kevin Vázquez,20,es ESP,RB,28-038,90,1,0,0,1,1,0,3,0,0,0,0,0,3,1,1,50.0,34,2020-2021
Iván Villar,1,es ESP,GK,23-295,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34,2020-2021
Roger Martí,9,es ESP,FW,30-117,90,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0.0,34,2020-2021
Álex Cantero,29,es ESP,FW,20-326,78,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,66.7,34,2020-2021
   José Luis Morales,11,es ESP,FW,33-281,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,34,2020-2021
Enis Bardhi,10,mk MKD,CM,25-302,67,0,0,0,1,2,0,5,3,0,0,0,0,8,0,1,0.0,34,2020-2021
   Rubén Rochina,16,es ESP,CM,30-038,23,0,0,0,2,1,0,3,1,2,0,0,0,5,1,0,100.0,34,2020-2021
Rober,4,es ESP,CM,26-073,82,0,0,0,2,0,0,1,3,0,0,0,0,10,0,3,0.0,34,2020-2021
   Cheick Doukouré,25,ci CIV,CM,28-231,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,34,2020-2021
Gonzalo Melero,22,es ESP,CM,27-118,78,1,0,0,2,2,0,0,0,0,0,0,0,7,3,2,60.0,34,2020-2021
   Sergio León,7,es ESP,CM,32-114,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34,2020-2021
Carlos Clerc,19,es ESP,WB,29-068,90,0,0,0,0,4,0,6,0,0,0,0,0,6,1,0,100.0,34,2020-2021
Jorge de Frutos,18,es ESP,WB,24-069,90,0,0,0,0,0,0,7,3,3,0,0,0,6,1,0,100.0,34,2020-2021
Rúben Vezo,14,pt POR,CB,27-005,90,1,0,0,2,1,0,0,2,1,0,0,0,9,3,0,100.0,34,2020-2021
Óscar Duarte,6,cr CRC,CB,31-331,78,0,0,0,1,0,0,0,0,1,0,0,0,2,5,0,100.0,34,2020-2021
