Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Álex Remiro,es ESP,25-320,90,1,1,0,0.0,0.6,2,6,33.3,18,6,27.8,26.6,2,50.0,44.0,7,1,14.3,2,19.3,22,2020-2021
Jeremías Ledesma,ar ARG,27-360,90,6,4,2,50.0,4.1,6,17,35.3,17,3,52.9,42.5,9,88.9,65.6,8,0,0.0,2,16.0,22,2020-2021
Unai Simón,es ESP,23-241,90,2,1,1,50.0,0.6,4,12,33.3,14,9,21.4,29.4,9,100.0,61.9,16,2,12.5,0,7.5,22,2020-2021
Jaume Doménech,es ESP,30-094,90,2,1,2,50.0,0.3,10,19,52.6,24,2,45.8,38.8,10,80.0,55.3,22,0,0.0,0,6.5,22,2020-2021
Sergio Herrera,es ESP,27-247,90,3,1,2,66.7,1.6,23,38,60.5,37,1,89.2,55.3,5,100.0,60.2,16,0,0.0,5,19.7,22,2020-2021
Marko Dmitrović,rs SRB,29-014,90,4,2,2,50.0,1.8,9,26,34.6,23,2,73.9,49.7,9,100.0,75.2,15,0,0.0,0,12.4,22,2020-2021
Joel Robles,es ESP,30-235,90,4,3,2,25.0,1.3,4,14,28.6,24,4,41.7,34.1,7,57.1,45.6,11,0,0.0,1,15.0,22,2020-2021
Marc-André ter Stegen,de GER,28-283,90,5,2,3,60.0,2.2,1,5,20.0,38,8,13.2,25.8,4,0.0,19.0,8,0,0.0,1,13.7,22,2020-2021
Jan Oblak,si SVN,28-032,90,2,2,0,0.0,1.3,5,13,38.5,14,2,57.1,47.6,8,62.5,39.9,12,0,0.0,1,28.5,22,2020-2021
Rubén Blanco,es ESP,25-198,90,2,2,0,0.0,1.3,3,11,27.3,24,8,33.3,29.9,9,33.3,35.6,9,0,0.0,0,,22,2020-2021
Thibaut Courtois,be BEL,28-274,90,0,0,0,,0.0,2,11,18.2,34,4,29.4,32.1,7,14.3,31.3,10,1,10.0,2,19.0,1,2020-2021
David Soria,es ESP,27-311,90,4,2,2,50.0,1.5,14,27,51.9,26,0,73.1,46.8,9,88.9,53.9,15,0,0.0,3,25.3,1,2020-2021
Rubén Blanco,es ESP,25-202,90,2,1,1,50.0,1.0,7,16,43.8,26,4,30.8,31.2,9,88.9,54.7,15,0,0.0,1,13.7,23,2020-2021
Édgar Badía,es ESP,29-000,90,6,3,3,50.0,2.6,10,17,58.8,27,3,51.9,37.6,3,100.0,63.7,9,0,0.0,2,21.0,23,2020-2021
Rui Silva,pt POR,27-006,90,4,2,2,50.0,0.7,6,25,24.0,29,3,58.6,44.3,8,100.0,66.6,7,0,0.0,0,13.0,23,2020-2021
Jan Oblak,si SVN,28-037,90,1,1,0,0.0,0.4,4,13,30.8,13,1,46.2,41.5,9,77.8,55.0,15,0,0.0,1,12.3,23,2020-2021
Yassine Bounou,ma MAR,29-314,90,5,0,5,100.0,1.6,4,11,36.4,18,3,44.4,35.9,4,75.0,48.3,20,0,0.0,2,16.0,23,2020-2021
Álvaro Fernández,es ESP,22-306,90,4,1,3,75.0,1.1,5,20,25.0,32,7,53.1,39.8,9,33.3,37.9,12,2,16.7,4,19.7,23,2020-2021
Marko Dmitrović,rs SRB,29-020,90,1,1,0,100.0,1.0,14,19,73.7,20,2,70.0,44.6,5,100.0,70.8,12,1,8.3,1,17.8,23,2020-2021
Jordi Masip,es ESP,32-041,90,2,1,1,50.0,0.9,7,32,21.9,27,2,74.1,50.6,12,100.0,69.1,32,0,0.0,0,12.5,23,2020-2021
