Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Marko Dmitrović,rs SRB,28-232,90,3,0,3,100.0,0.4,14,26,53.8,25,5,80.0,54.9,7,85.7,67.9,8,0,0.0,2,33.0,1,2020-2021
Iván Villar,es ESP,23-065,90,1,0,1,100.0,0.2,5,20,25.0,21,3,61.9,47.6,11,63.6,48.7,15,0,0.0,2,15.5,1,2020-2021
Rui Silva,pt POR,26-218,90,2,0,2,100.0,0.4,8,21,38.1,26,1,61.5,45.2,11,45.5,38.8,23,0,0.0,1,15.8,1,2020-2021
Unai Simón,es ESP,23-093,90,2,2,0,0.0,0.9,10,21,47.6,41,8,43.9,34.4,3,100.0,61.0,6,1,16.7,3,17.7,1,2020-2021
David Gil,es ESP,26-245,90,4,2,2,50.0,1.2,4,29,13.8,29,3,72.4,46.8,9,88.9,60.1,8,0,0.0,0,10.7,1,2020-2021
Sergio Herrera,es ESP,27-099,90,3,0,3,100.0,0.8,11,28,39.3,23,2,78.3,49.6,10,100.0,64.4,19,0,0.0,0,3.0,1,2020-2021
Fernando Pacheco,es ESP,28-118,90,4,1,3,75.0,0.3,4,8,50.0,23,6,30.4,33.2,6,16.7,28.7,10,0,0.0,1,31.0,1,2020-2021
Claudio Bravo,cl CHI,37-153,90,2,0,2,100.0,1.0,6,20,30.0,27,4,63.0,45.5,4,75.0,54.5,10,0,0.0,1,27.0,1,2020-2021
Jordi Masip,es ESP,31-254,90,2,1,1,50.0,0.3,10,29,34.5,26,3,57.7,43.4,15,93.3,63.5,14,1,7.1,0,9.0,1,2020-2021
Álex Remiro,es ESP,25-173,90,2,1,1,50.0,0.7,4,5,80.0,19,4,21.1,27.5,8,12.5,28.4,14,0,0.0,2,14.8,1,2020-2021
Sergio Asenjo,es ESP,31-077,90,3,1,2,66.7,0.9,3,9,33.3,23,5,34.8,35.1,8,12.5,25.9,13,2,15.4,1,9.5,1,2020-2021
Andrés Fernández,es ESP,33-271,90,4,1,3,100.0,2.4,8,16,50.0,24,6,50.0,36.3,7,57.1,44.0,23,0,0.0,0,5.0,1,2020-2021
Jaume Doménech,es ESP,29-313,90,8,2,6,75.0,2.6,10,25,40.0,20,3,70.0,41.4,16,68.8,51.8,16,0,0.0,0,13.0,1,2020-2021
Aitor Fernández,es ESP,29-133,90,8,4,4,50.0,3.3,3,9,33.3,20,6,35.0,32.6,7,28.6,28.1,9,0,0.0,2,17.3,1,2020-2021
Sergio Asenjo,es ESP,31-083,90,4,1,3,75.0,1.7,6,20,30.0,30,3,50.0,39.0,10,50.0,39.2,16,0,0.0,1,14.3,2,2020-2021
Marko Dmitrović,rs SRB,28-239,90,7,2,5,71.4,3.0,12,28,42.9,30,5,66.7,48.1,8,100.0,77.8,12,0,0.0,2,23.5,2,2020-2021
David Soria,es ESP,27-168,90,3,0,3,100.0,0.7,9,31,29.0,36,2,72.2,45.8,10,50.0,40.4,7,1,14.3,1,15.3,2,2020-2021
Sergio Herrera,es ESP,27-106,90,1,1,0,0.0,0.6,9,31,29.0,32,5,75.0,49.7,8,87.5,62.9,22,1,4.5,3,18.4,2,2020-2021
Iván Villar,es ESP,23-072,90,3,1,2,66.7,1.0,2,11,18.2,20,4,40.0,33.3,5,60.0,50.6,21,1,4.8,0,8.0,2,2020-2021
Jaume Doménech,es ESP,29-319,90,6,2,4,66.7,3.3,12,19,63.2,25,5,52.0,38.0,9,66.7,52.4,15,0,0.0,1,20.7,2,2020-2021
