player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Guido Carrillo,21,ar ARG,FW,29-285,90,44,2,3,23,18,6,44,1,1,100.0,0,0.0,25,101,57,2,2,0,2,2,35,3,26,2020-2021
Lucas Boyé,9,ar ARG,FW,25-006,89,38,0,1,23,15,1,38,5,5,100.0,0,0.0,25,147,58,2,1,0,3,8,32,3,26,2020-2021
   Diego González,2,es ESP,"CB,FW",26-037,1,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,26,2020-2021
Fidel,16,es ESP,LM,31-130,90,45,0,6,20,19,6,45,1,1,100.0,0,0.0,30,94,36,2,2,0,4,2,34,5,26,2020-2021
Iván Marcone,4,ar ARG,CM,30-276,61,19,1,3,12,5,0,19,0,0,,0,,6,31,3,0,0,0,1,0,5,0,26,2020-2021
   Omenuke Mfulu,6,cd COD,CM,26-351,29,10,1,2,8,0,0,10,0,0,,0,,4,5,1,0,0,0,0,0,6,0,26,2020-2021
Raúl Guti,14,es ESP,CM,24-066,89,30,0,4,15,13,2,30,0,0,,0,,17,65,20,0,0,0,1,0,16,1,26,2020-2021
   Luismi,15,es ESP,CM,28-305,1,1,0,1,0,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,0,0,26,2020-2021
Tete Morente,11,es ESP,RM,24-092,75,43,1,9,9,26,0,43,3,2,66.7,1,33.3,24,160,83,2,1,0,3,2,27,7,26,2020-2021
   Josan,17,es ESP,RM,31-093,15,7,0,2,0,5,0,7,1,0,0.0,1,100.0,4,4,0,0,0,0,2,1,4,2,26,2020-2021
Josema,24,es ESP,LB,24-273,90,37,2,12,13,13,0,37,0,0,,0,,16,149,115,4,3,0,1,0,16,1,26,2020-2021
Dani Calvo,12,es ESP,CB,26-339,90,22,2,11,10,1,0,22,0,0,,0,,14,52,34,0,0,0,0,0,14,0,26,2020-2021
Gonzalo Verdú,5,es ESP,CB,32-136,90,27,7,13,12,2,0,27,0,0,,0,,12,61,23,0,1,1,0,0,16,0,26,2020-2021
Antonio Barragán,19,es ESP,RB,33-267,90,45,4,18,17,11,0,45,0,0,,0,,23,92,36,0,0,0,0,1,25,2,26,2020-2021
Édgar Badía,13,es ESP,GK,29-022,90,36,34,36,0,0,0,36,0,0,,0,,10,68,39,0,0,0,0,0,10,0,26,2020-2021
Luuk de Jong,9,nl NED,FW,30-191,90,23,1,3,13,7,3,23,0,0,,0,,14,45,11,0,1,0,3,2,18,5,26,2020-2021
Munir El Haddadi,11,ma MAR,LW,25-186,56,21,1,5,9,7,2,21,0,0,,0,,11,48,9,0,0,0,1,1,15,3,26,2020-2021
   Óliver Torres,21,es ESP,LW,26-116,34,20,0,3,10,8,0,20,3,3,100.0,0,0.0,13,117,103,4,3,0,0,0,13,1,26,2020-2021
Lucas Ocampos,5,ar ARG,RW,26-238,90,39,0,5,16,18,2,39,3,3,100.0,0,0.0,24,131,64,2,0,1,3,2,27,9,26,2020-2021
Ivan Rakitić,10,hr CRO,LM,32-361,56,50,0,11,33,6,2,50,0,0,,0,,32,146,84,0,2,0,1,0,38,0,26,2020-2021
