player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Alexander Isak,19,se SWE,FW,21-209,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,33,2020-2021
Ander Barrenetxea,22,es ESP,LM,19-112,82,4,3,1,3,0,1,2,50.0,1,1,0,1,0,4,1,0,33,2020-2021
   Portu,7,es ESP,LM,28-332,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2020-2021
Ander Guevara,16,es ESP,CM,23-285,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0,33,2020-2021
Carlos Fernández,9,es ESP,CM,24-331,73,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,33,2020-2021
   Andoni Gorosabel,18,es ESP,RB,24-257,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2020-2021
Mikel Oyarzabal,10,es ESP,RM,23-362,73,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,33,2020-2021
   Adnan Januzaj,11,be BEL,RM,26-072,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2020-2021
Martín Zubimendi,36,es ESP,DM,22-075,90,4,4,3,1,0,1,3,33.3,2,2,2,0,0,4,3,0,33,2020-2021
Nacho Monreal,20,es ESP,LB,35-051,90,2,2,2,0,0,0,1,0.0,1,2,0,2,2,4,1,0,33,2020-2021
Igor Zubeldia,5,es ESP,CB,24-019,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2020-2021
Robin Le Normand,24,es ESP,CB,24-158,90,0,0,0,0,0,0,0,,0,1,1,0,3,3,5,1,33,2020-2021
Aritz Elustondo,6,es ESP,RB,27-021,73,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,33,2020-2021
   Jon Guridi,14,es ESP,CM,26-049,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,33,2020-2021
Álex Remiro,1,es ESP,GK,26-025,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,33,2020-2021
Youssef En-Nesyri,15,ma MAR,FW,23-321,89,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,2,0,33,2020-2021
   Luuk de Jong,9,nl NED,FW,30-234,1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,33,2020-2021
Lucas Ocampos,5,ar ARG,"LW,FW",26-281,89,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,2,0,33,2020-2021
   Franco Vázquez,22,ar ARG,FW,32-055,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2020-2021
Suso,7,es ESP,RW,27-150,65,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,33,2020-2021
   Ivan Rakitić,10,hr CRO,LM,33-039,25,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,33,2020-2021
Papu Gómez,24,ar ARG,"LM,AM",33-062,76,2,1,0,1,1,1,3,33.3,2,1,0,1,1,3,0,0,33,2020-2021
   Óliver Torres,21,es ESP,AM,26-159,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2020-2021
Fernando,25,br BRA,CM,33-267,90,3,1,1,1,1,1,2,50.0,1,1,0,1,2,5,3,0,33,2020-2021
Joan Jordán,8,es ESP,RM,26-286,76,1,1,0,1,0,0,2,0.0,2,0,0,0,1,2,3,0,33,2020-2021
   Nemanja Gudelj,6,rs SRB,RM,29-153,14,1,1,0,0,1,0,0,,0,0,0,0,2,3,1,0,33,2020-2021
Marcos Acuña,19,ar ARG,LB,29-172,90,4,2,1,3,0,1,1,100.0,0,1,0,1,0,4,1,0,33,2020-2021
Diego Carlos,20,br BRA,CB,28-034,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,6,0,33,2020-2021
Jules Koundé,12,fr FRA,CB,22-157,90,0,0,0,0,0,0,0,,0,1,1,0,2,2,1,0,33,2020-2021
Jesús Navas,16,es ESP,RB,35-148,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,33,2020-2021
Yassine Bounou,13,ma MAR,GK,30-013,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2020-2021
Ante Budimir,17,hr CRO,FW,29-270,80,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,33,2020-2021
   Ezequiel Ávila,9,ar ARG,FW,27-071,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2020-2021
Rubén García,14,es ESP,LM,27-278,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,33,2020-2021
Darko Brašanac,8,rs SRB,CM,29-065,90,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,1,0,33,2020-2021
Jon Moncayola,27,es ESP,CM,22-340,84,3,2,2,1,0,0,2,0.0,2,0,0,0,0,3,1,0,33,2020-2021
   Oier Sanjurjo,6,es ESP,CM,34-328,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2020-2021
Kike Barja,11,es ESP,RM,24-017,74,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,0,0,33,2020-2021
   Roberto Torres,10,es ESP,RM,32-042,16,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,33,2020-2021
Lucas Torró,24,es ESP,DM,26-273,90,5,4,1,4,0,4,6,66.7,2,0,0,0,2,7,4,0,33,2020-2021
Manu Sánchez,39,es ESP,LB,20-237,74,2,1,0,1,1,0,0,,0,2,0,2,0,2,3,0,33,2020-2021
   Facundo Roncaglia,12,ar ARG,LB,34-067,16,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,33,2020-2021
David García,5,es ESP,CB,27-063,90,1,0,0,1,0,0,0,,0,1,0,1,2,3,4,0,33,2020-2021
Aridane Hernández,23,es ESP,CB,32-026,90,1,1,0,1,0,0,1,0.0,1,3,3,0,0,1,2,0,33,2020-2021
Nacho Vidal,2,es ESP,RB,26-084,74,1,1,1,0,0,1,1,100.0,0,0,0,0,4,5,2,0,33,2020-2021
   Jonás Ramalho,15,es ESP,RB,27-312,16,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,33,2020-2021
Sergio Herrera,1,es ESP,GK,27-317,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,33,2020-2021
Pere Milla,10,es ESP,FW,28-207,74,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,33,2020-2021
   Víctor Rodríguez,8,es ESP,CM,31-269,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,2020-2021
Lucas Boyé,9,ar ARG,FW,25-049,90,2,1,0,2,0,0,1,0.0,1,1,0,1,0,2,0,0,33,2020-2021
