Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Jorge Molina,23,es ESP,FW,38-214,53,0,0,0,0,1,1,0,0,14,1,0,0,0.1,0.1,0.0,1,0,6,10,60.0,0,6,1,1,1,10,2020-2021
   Roberto Soldado,9,es ESP,FW,35-179,37,0,0,0,0,2,1,0,0,10,0,0,0,0.1,0.1,0.0,1,0,5,8,62.5,0,2,0,0,0,10,2020-2021
Darwin Machís,11,ve VEN,LW,27-289,90,0,0,0,0,4,2,0,0,49,1,3,0,0.1,0.1,0.1,4,0,18,32,56.3,5,27,4,4,2,10,2020-2021
Fede Vico,14,es ESP,RW,26-141,53,0,0,0,0,0,0,0,0,25,0,2,0,0.0,0.0,0.0,1,0,16,23,69.6,2,13,0,0,0,10,2020-2021
   Luis Javier Suárez,7,co COL,RW,22-356,37,0,0,0,0,1,1,1,0,11,1,0,0,0.0,0.0,0.1,3,0,4,7,57.1,1,7,1,1,1,10,2020-2021
Ángel Montoro,19,es ESP,AM,32-150,79,0,0,0,0,1,0,1,0,54,0,0,1,0.0,0.0,0.5,8,0,38,47,80.9,6,24,0,0,0,10,2020-2021
   Alberto Soro,26,es ESP,AM,21-258,11,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,1,0,5,7,71.4,0,3,0,1,0,10,2020-2021
Maxime Gonalons,4,fr FRA,DM,31-257,53,0,0,0,0,0,0,1,0,34,0,1,0,0.0,0.0,0.0,0,0,24,30,80.0,2,20,1,0,0,10,2020-2021
   Yangel Herrera,21,ve VEN,DM,22-313,37,0,0,0,0,1,0,0,0,27,3,0,0,0.1,0.1,0.0,1,0,11,22,50.0,3,11,0,0,0,10,2020-2021
Luis Milla,5,es ESP,DM,26-046,90,0,0,0,0,2,0,0,0,68,1,3,2,0.1,0.1,0.0,1,0,41,56,73.2,6,32,2,5,3,10,2020-2021
Carlos Neva,15,es ESP,LB,24-163,90,0,0,0,0,1,0,1,0,51,1,0,0,0.0,0.0,0.0,1,0,34,44,77.3,3,24,2,1,1,10,2020-2021
Domingos Duarte,22,pt POR,CB,25-257,90,1,0,0,0,1,1,0,0,47,1,1,0,0.6,0.6,0.0,0,0,31,41,75.6,4,23,3,0,0,10,2020-2021
Germán Sánchez,6,es ESP,CB,33-346,90,0,0,0,0,1,0,0,0,40,0,0,1,0.4,0.4,0.0,0,0,31,37,83.8,1,20,1,0,0,10,2020-2021
Dimitri Foulquier,2,fr FRA,RB,27-244,90,0,1,0,0,1,0,0,0,77,0,0,0,0.1,0.1,0.7,5,1,50,67,74.6,1,28,2,2,1,10,2020-2021
Rui Silva,1,pt POR,GK,26-289,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,27,36,75.0,0,15,0,0,0,10,2020-2021
Jorge Molina,23,es ESP,FW,38-214,53,0,0,0,0,1,1,0,0,14,1,0,0,0.1,0.1,0.0,1,0,6,10,60.0,0,6,1,1,1,10,2020-2021
   Roberto Soldado,9,es ESP,FW,35-179,37,0,0,0,0,2,1,0,0,10,0,0,0,0.1,0.1,0.0,1,0,5,8,62.5,0,2,0,0,0,10,2020-2021
Darwin Machís,11,ve VEN,LW,27-289,90,0,0,0,0,4,2,0,0,49,1,3,0,0.1,0.1,0.1,4,0,18,32,56.3,5,27,4,4,2,10,2020-2021
Fede Vico,14,es ESP,RW,26-141,53,0,0,0,0,0,0,0,0,25,0,2,0,0.0,0.0,0.0,1,0,16,23,69.6,2,13,0,0,0,10,2020-2021
   Luis Javier Suárez,7,co COL,RW,22-356,37,0,0,0,0,1,1,1,0,11,1,0,0,0.0,0.0,0.1,3,0,4,7,57.1,1,7,1,1,1,10,2020-2021
Ángel Montoro,19,es ESP,AM,32-150,79,0,0,0,0,1,0,1,0,54,0,0,1,0.0,0.0,0.5,8,0,38,47,80.9,6,24,0,0,0,10,2020-2021
   Alberto Soro,26,es ESP,AM,21-258,11,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,1,0,5,7,71.4,0,3,0,1,0,10,2020-2021
Maxime Gonalons,4,fr FRA,DM,31-257,53,0,0,0,0,0,0,1,0,34,0,1,0,0.0,0.0,0.0,0,0,24,30,80.0,2,20,1,0,0,10,2020-2021
   Yangel Herrera,21,ve VEN,DM,22-313,37,0,0,0,0,1,0,0,0,27,3,0,0,0.1,0.1,0.0,1,0,11,22,50.0,3,11,0,0,0,10,2020-2021
Luis Milla,5,es ESP,DM,26-046,90,0,0,0,0,2,0,0,0,68,1,3,2,0.1,0.1,0.0,1,0,41,56,73.2,6,32,2,5,3,10,2020-2021
Carlos Neva,15,es ESP,LB,24-163,90,0,0,0,0,1,0,1,0,51,1,0,0,0.0,0.0,0.0,1,0,34,44,77.3,3,24,2,1,1,10,2020-2021
Domingos Duarte,22,pt POR,CB,25-257,90,1,0,0,0,1,1,0,0,47,1,1,0,0.6,0.6,0.0,0,0,31,41,75.6,4,23,3,0,0,10,2020-2021
Germán Sánchez,6,es ESP,CB,33-346,90,0,0,0,0,1,0,0,0,40,0,0,1,0.4,0.4,0.0,0,0,31,37,83.8,1,20,1,0,0,10,2020-2021
Dimitri Foulquier,2,fr FRA,RB,27-244,90,0,1,0,0,1,0,0,0,77,0,0,0,0.1,0.1,0.7,5,1,50,67,74.6,1,28,2,2,1,10,2020-2021
Rui Silva,1,pt POR,GK,26-289,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,27,36,75.0,0,15,0,0,0,10,2020-2021
Lucas Pérez,7,es ESP,FW,32-073,71,1,1,1,1,0,0,0,0,33,0,0,0,0.8,0.0,0.2,4,1,18,29,62.1,2,15,3,0,0,10,2020-2021
   Borja Sainz,29,es ESP,FW,19-295,19,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,0,3,0.0,0,3,2,0,0,10,2020-2021
Joselu,9,es ESP,FW,30-240,70,0,0,0,0,2,1,0,0,24,1,0,0,0.4,0.4,0.2,2,1,9,14,64.3,2,11,0,1,1,10,2020-2021
