Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Matchweek,Season
Cárdenas,es ESP,24-054,90,2,2,0,0.0,0.9,3,5,60.0,21,6,23.8,26.8,3,0.0,19.0,5,0,0.0,3,24.9,38,2020-2021
David Gil,es ESP,27-130,90,4,2,2,50.0,1.5,13,34,38.2,21,2,85.7,55.3,16,100.0,66.0,17,0,0.0,0,5.0,38,2020-2021
Thibaut Courtois,be BEL,29-011,90,2,1,1,50.0,1.0,3,3,100.0,26,7,11.5,27.7,4,0.0,26.5,4,1,25.0,1,15.5,38,2020-2021
Gerónimo Rulli,ar ARG,29-002,90,4,2,2,50.0,1.1,5,19,26.3,37,9,27.0,27.7,15,60.0,48.3,20,1,5.0,0,7.0,38,2020-2021
Álvaro Fernández,es ESP,23-039,90,4,0,4,100.0,0.2,6,12,50.0,27,6,44.4,36.4,2,0.0,26.0,3,0,0.0,1,43.5,38,2020-2021
Jasper Cillessen,nl NED,32-030,90,8,0,8,100.0,1.2,8,30,26.7,32,6,65.6,47.9,10,90.0,69.9,28,0,0.0,0,,38,2020-2021
Juan Pérez,es ESP,24-311,90,1,1,0,0.0,0.9,15,25,60.0,28,3,57.1,44.5,10,90.0,65.1,8,0,0.0,0,,38,2020-2021
Álex Remiro,es ESP,26-059,90,1,0,1,100.0,0.0,5,14,35.7,25,5,44.0,34.2,4,75.0,53.5,15,0,0.0,0,14.5,38,2020-2021
Paulo Gazzaniga,ar ARG,29-140,90,2,0,2,100.0,0.3,7,23,30.4,24,4,54.2,47.5,11,90.9,64.4,13,0,0.0,0,,38,2020-2021
Jokin Ezkieta,es ESP,24-278,90,3,2,1,33.3,1.5,1,4,25.0,18,6,11.1,26.2,7,28.6,30.4,16,0,0.0,2,30.5,38,2020-2021
Iván Villar,es ESP,23-317,90,5,3,2,60.0,2.8,7,14,50.0,31,6,35.5,34.0,6,50.0,40.5,10,0,0.0,0,6.0,38,2020-2021
Claudio Bravo,cl CHI,38-039,90,4,2,2,75.0,1.6,7,17,41.2,16,0,56.3,39.0,11,72.7,52.7,21,0,0.0,1,10.0,38,2020-2021
Jordi Masip,es ESP,32-139,90,3,2,1,33.3,1.0,7,20,35.0,22,2,50.0,39.4,14,64.3,53.9,11,0,0.0,0,,38,2020-2021
Jan Oblak,si SVN,28-135,90,4,1,3,75.0,1.4,5,19,26.3,21,3,71.4,48.2,5,80.0,59.0,12,2,16.7,1,10.8,38,2020-2021
Yoel,es ESP,32-267,90,3,1,2,66.7,0.7,8,20,40.0,24,3,50.0,41.3,8,100.0,71.4,9,0,0.0,4,22.2,38,2020-2021
Neto,br BRA,31-307,90,3,0,3,100.0,0.3,3,7,42.9,37,6,18.9,25.1,12,0.0,22.5,22,0,0.0,0,7.3,38,2020-2021
Aarón Escandell,es ESP,25-238,90,2,0,2,100.0,0.4,14,28,50.0,24,0,83.3,55.3,9,88.9,65.4,13,0,0.0,1,15.5,38,2020-2021
Rubén Yáñez,es ESP,27-223,90,2,0,2,100.0,0.1,13,21,61.9,21,4,57.1,42.8,10,90.0,65.0,13,0,0.0,0,10.8,38,2020-2021
Tomáš Vaclík,cz CZE,32-055,90,2,0,2,100.0,0.5,4,5,80.0,17,7,17.6,25.5,11,18.2,29.0,16,2,12.5,0,10.6,38,2020-2021
Antonio Sivera,es ESP,24-285,71,1,,1,,0.0,4,14,28.6,15,4,53.3,39.5,7,85.7,53.6,10,1,10.0,,8.0,38,2020-2021
Fernando Pacheco,es ESP,29-005,19,1,1,0,0.0,0.2,5,10,50.0,5,0,80.0,46.6,6,100.0,68.5,9,0,0.0,1,29.0,38,2020-2021
