Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Sandro Ramírez,6,es ESP,FW,25-274,57,1,0,0,0,2,2,0,0,16,0,1,0,0.1,0.1,0.0,0,0,6,9,66.7,0,11,2,2,1,30,2020-2021
   Sergio Gómez,10,es ESP,FW,20-217,33,0,0,0,0,0,0,1,0,16,1,0,1,0.0,0.0,0.0,0,0,12,14,85.7,1,8,0,1,1,30,2020-2021
Rafa Mir,9,es ESP,FW,23-295,90,2,0,1,1,1,1,0,0,28,0,0,1,0.9,0.1,0.0,0,0,10,19,52.6,0,16,2,0,0,30,2020-2021
Jaime Seoane,20,es ESP,CM,24-077,90,0,0,0,0,2,1,0,0,36,5,0,2,0.1,0.1,0.0,1,0,17,22,77.3,1,16,2,3,2,30,2020-2021
Pedro Mosquera,5,es ESP,CM,32-353,64,0,0,0,0,0,0,0,0,27,1,0,1,0.0,0.0,0.0,0,0,15,22,68.2,1,11,0,0,0,30,2020-2021
   Mikel Rico,17,es ESP,CB,36-156,26,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,5,8,62.5,0,6,0,0,0,30,2020-2021
David Ferreiro,7,es ESP,CM,33-008,79,0,1,0,0,0,0,1,0,34,2,1,1,0.0,0.0,0.2,5,1,19,26,73.1,4,20,3,1,1,30,2020-2021
   Idrissa Doumbia,2,ci CIV,CM,22-360,11,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,30,2020-2021
Javi Galán,11,es ESP,WB,26-141,90,0,0,0,0,0,0,0,0,53,5,0,0,0.0,0.0,0.0,3,1,26,43,60.5,0,23,2,2,2,30,2020-2021
Pedro López Muñoz,19,es ESP,WB,37-159,90,0,0,0,0,0,0,0,0,39,2,1,1,0.0,0.0,0.0,2,1,24,32,75.0,1,13,1,2,1,30,2020-2021
Pablo Insua,4,es ESP,CB,27-212,90,0,0,0,0,0,0,0,0,32,1,0,0,0.0,0.0,0.0,0,0,19,22,86.4,0,12,1,1,1,30,2020-2021
Jorge Pulido,14,es ESP,CB,30-001,90,0,0,0,0,0,0,0,0,31,0,1,1,0.0,0.0,0.0,1,0,20,27,74.1,0,14,0,0,0,30,2020-2021
