player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Kévin Gameiro,9,fr FRA,FW,33-350,76,11,13,84.6,134,11,6,7,85.7,4,4,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,32,2020-2021
   Manu Vallejo,21,es ESP,FW,24-069,14,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,32,2020-2021
Maxi Gómez,22,uy URU,FW,24-253,90,9,13,69.2,125,12,5,6,83.3,2,3,66.7,1,2,50.0,0,0.0,0.0,0,1,0,0,1,32,2020-2021
Gonçalo Guedes,7,pt POR,"LM,RM",24-146,90,25,37,67.6,478,168,11,15,73.3,11,14,78.6,3,5,60.0,0,0.2,0.3,3,2,5,1,7,32,2020-2021
Carlos Soler,8,es ESP,CM,24-112,90,62,77,80.5,1285,317,26,26,100.0,19,25,76.0,14,22,63.6,0,0.0,0.1,0,6,1,0,7,32,2020-2021
Uroš Račić,19,rs SRB,CM,23-038,90,42,48,87.5,850,118,12,14,85.7,21,21,100.0,7,11,63.6,0,0.0,0.0,1,4,0,0,7,32,2020-2021
Yunus Musah,30,us USA,RM,18-146,60,11,14,78.6,150,32,6,6,100.0,4,6,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,32,2020-2021
   Denis Cheryshev,17,ru RUS,LM,30-119,30,4,9,44.4,93,18,1,5,20.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,32,2020-2021
José Luis Gayà,14,es ESP,LB,25-334,90,41,51,80.4,575,170,22,23,95.7,16,19,84.2,1,7,14.3,0,0.0,0.0,1,2,1,0,2,32,2020-2021
Hugo Guillamón,15,,CB,21-083,90,,,,,,,,,,,,,,,0,,,,,,,,32,2020-2021
Gabriel Paulista,5,br BRA,CB,30-149,90,55,63,87.3,1309,520,15,16,93.8,26,28,92.9,14,18,77.8,0,0.0,0.0,0,5,0,0,3,32,2020-2021
Daniel Wass,18,dk DEN,RB,31-328,90,47,58,81.0,663,177,25,27,92.6,18,22,81.8,1,4,25.0,0,0.0,0.0,0,0,0,0,4,32,2020-2021
Jaume Doménech,1,es ESP,GK,30-170,90,17,25,68.0,486,377,4,4,100.0,5,5,100.0,7,15,46.7,0,0.0,0.0,0,0,0,0,0,32,2020-2021
Joselu,9,es ESP,FW,31-028,87,20,26,76.9,279,61,10,13,76.9,9,11,81.8,0,1,0.0,0,0.1,0.0,2,0,1,0,1,32,2020-2021
   Deyverson,14,br BRA,FW,29-351,3,1,4,25.0,10,7,1,1,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,32,2020-2021
Lucas Pérez,7,es ESP,FW,32-226,62,5,14,35.7,58,19,4,7,57.1,1,3,33.3,0,2,0.0,0,0.0,0.0,0,0,0,0,0,32,2020-2021
   Pere Pons,20,es ESP,FW,28-063,28,4,5,80.0,42,12,3,3,100.0,1,1,100.0,0,1,0.0,0,0.1,0.0,1,0,0,0,0,32,2020-2021
Édgar Méndez,16,es ESP,LM,31-112,71,12,16,75.0,155,57,9,10,90.0,2,4,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,32,2020-2021
