Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Matchweek,Season
Jaime Mata,7,es ESP,FW,32-099,90,0,0,0,0,2,0,0,0,43,0,0,0,0.1,0.1,0.0,1,0,18,35,51.4,2,22,2,1,0,21,2020-2021
Carles Aleñá,11,es ESP,LW,23-026,78,0,0,0,0,0,0,0,0,36,1,0,0,0.0,0.0,0.0,2,0,19,31,61.3,5,15,1,2,1,21,2020-2021
   Ángel Rodríguez,9,es ESP,FW,33-280,12,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,3,0,0,0,21,2020-2021
Takefusa Kubo,5,jp JPN,RW,19-241,78,0,0,0,0,1,0,0,0,27,0,1,1,0.1,0.1,0.0,1,0,14,19,73.7,3,16,0,5,3,21,2020-2021
   Francisco Portillo,8,es ESP,CM,30-232,12,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,2,0,5,8,62.5,0,5,0,1,1,21,2020-2021
Marc Cucurella,15,es ESP,"LM,WB",22-193,90,0,0,0,0,0,0,0,0,59,2,0,1,0.0,0.0,0.0,2,0,38,51,74.5,8,22,2,2,2,21,2020-2021
Nemanja Maksimović,20,rs SRB,CM,26-005,90,0,0,0,0,0,0,0,0,39,1,4,0,0.0,0.0,0.0,1,0,14,26,53.8,2,6,1,0,0,21,2020-2021
Mauro Arambarri,18,uy URU,CM,25-123,90,0,0,0,0,3,0,1,0,38,0,2,0,0.2,0.2,0.0,1,0,17,28,60.7,3,20,1,3,1,21,2020-2021
Damián Suárez,22,uy URU,"RM,WB",32-279,90,0,0,0,0,0,0,1,0,76,3,1,0,0.0,0.0,0.0,0,0,43,71,60.6,6,22,2,0,0,21,2020-2021
David Timor,24,es ESP,CB,31-106,90,0,0,0,0,0,0,0,0,60,0,2,0,0.0,0.0,0.1,1,0,39,57,68.4,6,24,0,0,0,21,2020-2021
Xabier Etxeita,4,es ESP,CB,33-092,90,0,0,0,0,0,0,0,0,48,1,1,1,0.0,0.0,0.0,0,0,21,39,53.8,5,16,0,0,0,21,2020-2021
Sofian Chakla,21,ma MAR,CB,27-151,90,0,0,0,0,0,0,0,0,58,0,1,0,0.0,0.0,0.0,0,0,29,47,61.7,3,14,0,0,0,21,2020-2021
Rubén Yáñez,1,es ESP,GK,27-111,90,0,0,0,0,0,0,1,0,24,0,0,0,0.0,0.0,0.0,0,0,16,24,66.7,0,14,0,0,0,21,2020-2021
Jaime Mata,7,es ESP,FW,32-099,90,0,0,0,0,2,0,0,0,43,0,0,0,0.1,0.1,0.0,1,0,18,35,51.4,2,22,2,1,0,21,2020-2021
Carles Aleñá,11,es ESP,LW,23-026,78,0,0,0,0,0,0,0,0,36,1,0,0,0.0,0.0,0.0,2,0,19,31,61.3,5,15,1,2,1,21,2020-2021
   Ángel Rodríguez,9,es ESP,FW,33-280,12,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,3,0,0,0,21,2020-2021
Takefusa Kubo,5,jp JPN,RW,19-241,78,0,0,0,0,1,0,0,0,27,0,1,1,0.1,0.1,0.0,1,0,14,19,73.7,3,16,0,5,3,21,2020-2021
   Francisco Portillo,8,es ESP,CM,30-232,12,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,2,0,5,8,62.5,0,5,0,1,1,21,2020-2021
Marc Cucurella,15,es ESP,"LM,WB",22-193,90,0,0,0,0,0,0,0,0,59,2,0,1,0.0,0.0,0.0,2,0,38,51,74.5,8,22,2,2,2,21,2020-2021
Nemanja Maksimović,20,rs SRB,CM,26-005,90,0,0,0,0,0,0,0,0,39,1,4,0,0.0,0.0,0.0,1,0,14,26,53.8,2,6,1,0,0,21,2020-2021
Mauro Arambarri,18,uy URU,CM,25-123,90,0,0,0,0,3,0,1,0,38,0,2,0,0.2,0.2,0.0,1,0,17,28,60.7,3,20,1,3,1,21,2020-2021
Damián Suárez,22,uy URU,"RM,WB",32-279,90,0,0,0,0,0,0,1,0,76,3,1,0,0.0,0.0,0.0,0,0,43,71,60.6,6,22,2,0,0,21,2020-2021
David Timor,24,es ESP,CB,31-106,90,0,0,0,0,0,0,0,0,60,0,2,0,0.0,0.0,0.1,1,0,39,57,68.4,6,24,0,0,0,21,2020-2021
