player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Rubén Sobrino,21,es ESP,FW,29-152,60,0,0,0,0,1,1,0,0,19,0,2,0,0.5,0.5,0.0,1,0,5,8,62.5,1,8,0,2,1,12,2021-2022
   Álvaro Negredo,18,es ESP,FW,36-072,30,1,0,1,1,0,0,0,0,9,0,0,0,0.8,0.0,0.0,1,1,4,7,57.1,2,2,0,1,0,12,2021-2022
Anthony Lozano,9,hn HON,FW,28-189,90,0,0,0,0,6,0,0,0,27,0,0,0,0.3,0.3,0.0,5,1,12,16,75.0,3,17,3,5,3,12,2021-2022
Alberto Perea,10,es ESP,LM,30-316,90,0,0,0,0,3,0,0,0,58,2,1,2,0.1,0.1,0.0,2,0,31,38,81.6,10,29,4,6,2,12,2021-2022
Álex Fernández,8,es ESP,CM,29-016,90,0,0,0,0,1,0,0,0,65,6,1,2,0.0,0.0,0.0,2,0,39,52,75.0,7,29,2,2,0,12,2021-2022
Jens Jønsson,2,dk DEN,CM,28-294,61,0,0,0,0,1,0,0,0,30,1,3,1,0.0,0.0,0.2,2,0,15,20,75.0,1,14,0,2,2,12,2021-2022
   Tomás Alarcón,12,cl CHI,CM,22-285,29,0,0,0,0,0,0,1,0,15,1,0,0,0.0,0.0,0.0,0,0,8,14,57.1,0,6,0,0,0,12,2021-2022
Chapela,27,es ESP,RM,22-163,68,0,0,0,0,0,0,0,0,16,0,2,1,0.0,0.0,0.1,1,0,10,12,83.3,1,8,0,0,0,12,2021-2022
   Santiago Arzamendia,19,py PAR,RM,23-179,22,0,0,0,0,0,0,0,0,11,1,0,1,0.0,0.0,0.0,0,0,4,7,57.1,0,6,0,1,0,12,2021-2022
Alfonso Espino,22,uy URU,LB,29-299,90,0,0,0,0,0,0,0,0,63,4,0,2,0.0,0.0,0.1,4,0,30,54,55.6,2,26,2,2,0,12,2021-2022
Fali,3,es ESP,CB,28-080,45,0,0,0,0,0,0,1,0,20,0,0,0,0.0,0.0,0.0,0,0,7,16,43.8,0,4,0,0,0,12,2021-2022
   Víctor Chust,32,es ESP,CB,21-240,45,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,11,14,78.6,1,6,0,0,0,12,2021-2022
