player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Borja Iglesias,9,es ESP,FW,28-215,68,14,12,2,0,0,0,1,0,0,0,0,0,11,0,0,2,2021-2022
   William Carvalho,14,pt POR,DM,29-135,22,34,34,0,0,0,0,0,0,0,0,0,0,31,0,0,2,2021-2022
Juanmi,7,es ESP,"LW,FW",28-092,86,23,22,1,0,0,0,0,1,0,0,0,0,20,0,0,2,2021-2022
   Loren Morón,16,es ESP,FW,27-233,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2021-2022
Rodri,28,es ESP,RW,21-096,68,52,51,1,0,0,0,1,1,0,0,0,0,38,0,0,2,2021-2022
   Aitor Ruibal,24,es ESP,RB,25-151,22,11,10,1,0,0,0,0,1,0,0,0,0,10,0,1,2,2021-2022
Nabil Fekir,8,fr FRA,"AM,LW",28-033,90,57,47,10,5,0,0,7,1,4,2,1,0,48,0,2,2,2021-2022
Sergio Canales,10,es ESP,"DM,AM",30-185,90,100,98,2,1,0,1,2,1,0,0,0,0,89,0,0,2,2021-2022
Andrés Guardado,18,mx MEX,DM,34-326,81,82,82,0,0,0,1,0,0,0,0,0,0,78,0,0,2,2021-2022
   Cristian Tello,11,es ESP,DM,30-009,9,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2021-2022
Juan Miranda,33,es ESP,LB,21-213,90,66,58,8,1,0,0,7,7,0,0,0,0,54,0,0,2,2021-2022
Víctor Ruiz,6,es ESP,CB,32-207,90,74,74,0,0,0,0,0,0,0,0,0,0,71,0,1,2,2021-2022
Édgar González,3,es ESP,CB,24-141,90,81,80,1,1,0,0,0,0,0,0,0,0,75,0,0,2,2021-2022
Martín Montoya,2,es ESP,RB,30-128,68,57,51,6,1,0,0,1,5,0,0,0,0,51,0,0,2,2021-2022
   Joaquín,17,es ESP,RW,40-030,22,9,8,1,0,0,0,2,1,0,0,0,0,7,0,0,2,2021-2022
Rui Silva,13,pt POR,GK,27-194,90,25,21,4,0,0,0,0,0,0,0,0,0,22,0,0,2,2021-2022
Anthony Lozano,9,hn HON,"FW,LW",28-117,75,13,12,1,0,1,0,2,0,0,0,0,0,8,0,1,2,2021-2022
   Álvaro Jiménez,11,es ESP,"RW,LW",26-093,15,6,6,0,0,0,0,2,0,0,0,0,0,4,0,0,2,2021-2022
Álvaro Negredo,18,es ESP,FW,36-000,68,13,12,1,0,0,0,0,0,0,0,0,0,8,0,0,2,2021-2022
   Milutin Osmajić,29,me MNE,FW,22-026,22,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2021-2022
Alberto Perea,10,es ESP,LM,30-244,45,13,11,2,1,0,0,3,0,1,1,0,0,8,0,1,2,2021-2022
   Isaac Carcelen,20,es ESP,CM,28-119,45,12,11,1,1,0,0,0,0,0,0,0,0,7,0,1,2,2021-2022
Jens Jønsson,2,dk DEN,CM,28-222,45,8,8,0,0,0,0,0,0,0,0,0,0,5,0,1,2,2021-2022
   Álex Fernández,8,es ESP,CM,28-309,45,22,19,3,0,0,1,3,0,3,1,2,0,15,0,0,2,2021-2022
Tomás Alarcón,12,cl CHI,CM,22-213,87,19,18,1,1,0,0,0,0,0,0,0,0,14,0,0,2,2021-2022
   Martín,28,es ESP,CM,22-172,3,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2021-2022
Salvi,7,es ESP,"RM,RW,LW",30-143,90,23,21,2,1,0,0,3,0,1,0,1,0,13,0,1,2,2021-2022
Alfonso Espino,22,uy URU,LB,29-227,90,47,28,19,3,0,1,6,16,0,0,0,0,28,0,2,2,2021-2022
Fali,3,es ESP,CB,28-008,90,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2021-2022
Varazdat Haroyan,5,am ARM,CB,28-361,90,10,10,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2021-2022
Carlos Akapo,15,gq EQG,RB,28-161,90,31,23,8,0,0,0,6,8,0,0,0,0,21,0,2,2,2021-2022
Jeremías Ledesma,1,ar ARG,GK,28-188,90,25,10,15,3,0,0,0,0,0,0,0,0,9,0,0,2,2021-2022
Joselu,9,es ESP,FW,31-147,75,18,17,1,0,0,0,0,0,0,0,0,0,13,0,1,2,2021-2022
   Javi López,27,es ESP,LB,19-232,15,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2021-2022
Luis Rioja,11,es ESP,"LW,LM",27-309,90,25,23,2,1,0,0,6,1,0,0,0,0,13,0,1,2,2021-2022
Édgar Méndez,17,es ESP,RW,31-231,61,11,10,1,1,0,0,1,0,0,0,0,0,7,0,0,2,2021-2022
   John Guidetti,10,se SWE,FW,29-128,29,7,6,1,0,0,0,0,0,0,0,0,0,6,0,0,2,2021-2022
Manu García,14,es ESP,"AM,RM",23-231,75,37,34,3,2,1,1,2,0,1,1,0,0,30,0,0,2,2021-2022
   Mamadou N'Diaye,6,,MF,24-234,15,,,,,,,0,,,,,,,,,2,2021-2022
Tomás Pina Isla,8,es ESP,"DM,CM",33-311,83,34,34,0,0,0,2,0,0,0,0,0,0,28,0,2,2,2021-2022
   Iván Martín,19,es ESP,CM,22-188,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2021-2022
Pere Pons,20,es ESP,"DM,CM,RM",28-182,83,20,20,0,0,0,0,0,0,0,0,0,0,16,0,0,2,2021-2022
   Facundo Pellistri,18,uy URU,RM,19-244,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2021-2022
Rubén Duarte,3,es ESP,LB,25-307,65,35,24,11,2,0,0,0,9,0,0,0,0,25,0,1,2,2021-2022
Florian Lejeune,22,fr FRA,CB,30-093,90,49,48,1,1,0,2,0,0,0,0,0,0,36,0,1,2,2021-2022
Víctor Laguardia,5,es ESP,CB,31-289,90,41,39,2,2,0,1,0,0,0,0,0,0,33,0,0,2,2021-2022
Ximo Navarro,23,es ESP,RB,31-210,90,28,21,7,0,0,0,3,7,0,0,0,0,19,0,0,2,2021-2022
Fernando Pacheco,1,es ESP,GK,29-095,90,36,17,19,8,0,0,0,0,0,0,0,0,24,0,0,2,2021-2022
Abdón Prats,9,es ESP,FW,28-257,63,10,9,1,0,0,0,0,0,0,0,0,0,7,0,0,2,2021-2022
   Fernando Niño,26,es ESP,FW,20-301,27,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2021-2022
Dani Rodríguez,14,es ESP,"LW,AM",33-076,90,20,19,1,1,1,1,1,0,0,0,0,0,15,0,0,2,2021-2022
Jordi Mboula,7,es ESP,RW,22-158,69,21,21,0,0,0,0,2,0,0,0,0,0,12,0,0,2,2021-2022
   Amath,23,sn SEN,LW,25-036,21,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2021-2022
Takefusa Kubo,17,jp JPN,"AM,RW",20-078,87,26,23,2,1,1,0,1,0,1,0,0,0,21,1,0,2,2021-2022
   Lago Junior,11,ci CIV,RW,30-233,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2021-2022
Iñigo Ruiz de Galarreta,4,es ESP,DM,28-015,63,38,36,2,2,1,1,1,0,0,0,0,0,31,0,0,2,2021-2022
   Rodrigo Battaglia,16,ar ARG,DM,30-040,27,17,16,1,1,0,0,0,0,0,0,0,0,14,0,0,2,2021-2022
Iddrisu Baba,12,gh GHA,DM,25-211,69,23,22,1,1,0,0,1,0,0,0,0,0,20,0,0,2,2021-2022
   Salva Sevilla,8,es ESP,DM,37-156,21,25,17,7,0,1,0,2,0,7,1,0,0,22,1,0,2,2021-2022
Brian Oliván,3,es ESP,LB,27-142,90,40,24,16,0,0,1,0,16,0,0,0,0,24,0,1,2,2021-2022
Martin Valjent,24,sk SVK,CB,25-253,90,55,53,2,2,0,0,0,0,0,0,0,0,51,0,0,2,2021-2022
Franco Russo,5,ar ARG,CB,26-300,90,37,36,1,1,0,0,0,0,0,0,0,0,31,0,1,2,2021-2022
Pablo Maffeo,15,es ESP,RB,24-040,90,52,33,19,0,0,0,4,19,0,0,0,0,30,0,1,2,2021-2022
Manolo Reina,1,es ESP,GK,36-142,90,33,23,10,3,0,0,0,0,0,0,0,0,28,0,0,2,2021-2022
Raúl de Tomás,11,es ESP,FW,26-308,90,16,16,0,0,0,0,2,0,0,0,0,0,10,0,1,2,2021-2022
Landry Dimata,18,be BEL,FW,23-354,66,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2021-2022
   Wu Lei,7,cn CHN,LM,29-275,24,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2021-2022
Javi Puado,9,es ESP,LM,23-088,66,19,18,1,1,0,0,0,0,0,0,0,0,16,0,1,2,2021-2022
   Nico Ribaudo,33,es ESP,FW,20-132,24,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,2,2021-2022
Sergi Darder,10,es ESP,CM,27-242,84,33,32,1,0,0,2,0,0,0,0,0,0,26,0,1,2,2021-2022
   Manu Morlanes,6,es ESP,CM,22-221,6,3,2,1,1,0,0,0,0,0,0,0,0,3,0,0,2,2021-2022
David López,15,es ESP,CM,31-316,74,18,18,0,0,1,0,0,0,0,0,0,0,16,0,0,2,2021-2022
   Keidi Bare,20,al ALB,CM,23-358,16,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2021-2022
Adri Embarba,23,es ESP,RM,29-106,90,37,26,9,0,0,1,11,0,9,3,4,0,19,2,0,2,2021-2022
Adrià Pedrosa,3,es ESP,LB,23-100,45,17,14,3,0,0,0,0,3,0,0,0,0,12,0,0,2,2021-2022
   Dídac Vilà,17,es ESP,LB,32-073,45,12,10,2,0,0,0,0,2,0,0,0,0,10,0,0,2,2021-2022
Leandro Cabrera,4,uy URU,CB,30-065,90,37,36,1,1,0,1,0,0,0,0,0,0,32,0,0,2,2021-2022
Sergi Gómez,24,es ESP,CB,29-146,90,42,42,0,0,0,0,0,0,0,0,0,0,32,0,1,2,2021-2022
Óscar Gil,12,es ESP,RB,24-117,90,42,31,10,1,0,1,6,9,0,0,0,0,32,1,1,2,2021-2022
Diego López,13,es ESP,GK,39-291,90,27,14,13,6,0,0,0,0,0,0,0,0,20,0,0,2,2021-2022
Boulaye Dia,16,sn SEN,FW,24-278,90,15,13,1,0,0,0,0,0,0,0,0,0,11,1,1,2,2021-2022
Gerard Moreno,7,es ESP,FW,29-136,90,21,21,0,0,0,1,1,0,0,0,0,0,15,0,1,2,2021-2022
Alberto Moreno,18,es ESP,LM,29-047,73,37,33,2,0,0,0,1,1,1,0,0,0,28,2,2,2,2021-2022
   Dani Raba,17,es ESP,LM,25-296,17,7,7,0,0,0,0,1,0,0,0,0,0,4,0,0,2,2021-2022
Étienne Capoue,6,fr FRA,CM,33-041,86,47,45,2,2,1,0,0,0,0,0,0,0,44,0,0,2,2021-2022
   Rubén Peña,20,es ESP,CM,30-034,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2021-2022
Manu Trigueros,14,es ESP,CM,29-308,60,43,41,2,1,1,0,2,0,1,1,0,0,37,0,0,2,2021-2022
   Francis Coquelin,19,fr FRA,CM,30-100,30,19,19,0,0,0,1,0,0,0,0,0,0,17,0,0,2,2021-2022
Moi Gómez,23,es ESP,RM,27-059,85,34,29,5,0,0,1,5,0,5,3,0,0,25,0,0,2,2021-2022
   Arnaut Danjuma,15,nl NED,RM,24-202,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2021-2022
Alfonso Pedraza,24,es ESP,LB,25-134,60,26,23,3,0,0,0,2,3,0,0,0,0,21,0,2,2,2021-2022
   Pervis Estupiñán,12,ec ECU,LB,23-212,30,16,13,3,0,0,0,2,3,0,0,0,0,12,0,1,2,2021-2022
Aïssa Mandi,22,dz ALG,CB,29-303,90,64,60,4,4,0,1,0,0,0,0,0,0,59,0,0,2,2021-2022
Raúl Albiol,3,es ESP,CB,35-351,90,52,50,2,2,0,1,0,0,0,0,0,0,49,0,0,2,2021-2022
Juan Foyth,8,ar ARG,RB,23-221,90,40,35,5,0,0,0,0,5,0,0,0,0,36,0,0,2,2021-2022
Gerónimo Rulli,13,ar ARG,GK,29-093,90,39,27,12,3,0,0,0,0,0,0,0,0,36,0,0,2,2021-2022
Carlos Bacca,20,co COL,FW,34-347,66,17,17,0,0,1,0,1,0,0,0,0,0,10,0,0,2,2021-2022
   Jorge Molina,23,es ESP,FW,39-121,24,9,8,1,0,0,0,1,0,0,0,0,0,5,0,0,2,2021-2022
Luis Javier Suárez,9,co COL,FW,23-262,71,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,2,2021-2022
   Darwin Machís,11,ve VEN,LM,28-195,19,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2021-2022
Ángel Montoro,19,es ESP,"CM,LM,FW",33-057,90,32,28,4,2,0,0,4,0,2,1,1,0,22,0,0,2,2021-2022
Maxime Gonalons,4,fr FRA,CM,32-164,90,33,32,1,1,0,0,0,0,0,0,0,0,26,0,0,2,2021-2022
Monchu,14,es ESP,CM,21-342,45,11,11,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2021-2022
   Luis Milla,5,es ESP,CM,26-318,45,20,15,5,4,1,2,3,0,0,0,0,0,11,0,0,2,2021-2022
Carlos Neva,15,es ESP,LB,25-070,90,30,16,14,0,0,0,1,14,0,0,0,0,16,0,1,2,2021-2022
Luis Abram,18,pe PER,CB,25-175,45,10,10,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2021-2022
   Antonio Puertas,10,es ESP,RM,29-181,45,11,11,0,0,0,0,0,0,0,0,0,0,6,0,2,2,2021-2022
Germán Sánchez,6,es ESP,CB,34-252,90,27,25,1,1,0,1,0,0,0,0,0,0,18,1,0,2,2021-2022
Domingos Duarte,22,pt POR,CB,26-164,90,26,23,2,2,0,0,0,0,0,0,0,0,18,1,0,2,2021-2022
Dimitri Foulquier,2,fr FRA,RB,28-151,90,43,28,15,0,0,0,3,15,0,0,0,0,23,0,6,2,2021-2022
Aarón Escandell,13,es ESP,GK,25-328,90,44,24,20,5,0,1,0,0,0,0,0,0,20,0,0,2,2021-2022
Maxi Gómez,9,uy URU,FW,25-007,90,19,19,0,0,0,0,2,0,0,0,0,0,10,0,0,2,2021-2022
