player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Ángel Correa,10,ar ARG,FW,26-193,59,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0.0,5,2021-2022
   João Félix,7,pt POR,FW,21-312,18,2,1,1,0,2,0,1,0,0,0,0,0,1,0,0,,5,2021-2022
Antoine Griezmann,8,fr FRA,FW,30-181,54,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,60.0,5,2021-2022
   Luis Suárez,9,uy URU,FW,34-237,36,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,100.0,5,2021-2022
Renan Lodi,12,br BRA,LW,23-163,54,0,0,0,1,0,0,3,1,1,0,0,0,0,1,1,50.0,5,2021-2022
   Yannick Carrasco,21,be BEL,LW,28-014,36,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,,5,2021-2022
Kieran Trippier,23,eng ENG,RW,30-364,76,0,0,0,1,0,0,4,0,1,0,0,0,5,0,3,0.0,5,2021-2022
   Matheus Cunha,19,br BRA,RW,22-114,14,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,5,2021-2022
Rodrigo De Paul,5,ar ARG,CM,27-117,90,0,0,0,2,4,0,4,2,1,0,0,0,8,1,0,100.0,5,2021-2022
Marcos Llorente,14,es ESP,CM,26-231,90,0,0,0,1,0,0,3,0,1,0,0,0,2,0,1,0.0,5,2021-2022
Geoffrey Kondogbia,4,cf CTA,DM,28-215,54,1,0,0,2,0,0,0,0,1,0,0,0,5,1,0,100.0,5,2021-2022
   Héctor Herrera,16,mx MEX,DM,31-152,36,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,,5,2021-2022
Mario Hermoso,22,es ESP,CB,26-092,90,0,0,0,0,1,0,0,2,2,0,0,0,5,0,1,0.0,5,2021-2022
José María Giménez,2,uy URU,CB,26-241,90,1,0,0,0,2,0,0,2,2,0,0,0,2,4,0,100.0,5,2021-2022
Stefan Savić,15,me MNE,CB,30-253,90,1,0,0,1,1,0,0,1,1,0,0,0,3,3,2,60.0,5,2021-2022
Jan Oblak,13,si SVN,GK,28-254,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,5,2021-2022
Iñaki Williams,9,gh GHA,FW,27-095,62,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,5,2021-2022
