player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Rafa Mir,12,es ESP,FW,24-218,45,11,0,2,7,2,0,11,0,0,,0,,3,34,6,0,0,0,0,0,8,0,22,2021-2022
   Iván Romero,36,es ESP,FW,20-287,45,7,0,0,4,3,0,7,1,1,100.0,0,0.0,6,29,12,1,0,0,2,0,7,2,22,2021-2022
Jesús Corona,9,mx MEX,LW,29-016,70,54,0,4,17,33,5,54,8,4,50.0,4,50.0,30,155,67,2,2,2,6,2,39,13,22,2021-2022
   Nemanja Gudelj,6,rs SRB,LW,30-067,20,13,1,4,7,2,0,13,0,0,,0,,5,23,8,0,0,0,0,0,4,0,22,2021-2022
Lucas Ocampos,5,ar ARG,RW,27-195,90,42,0,2,9,31,5,42,5,2,40.0,3,60.0,25,176,51,2,1,1,6,3,31,10,22,2021-2022
Ivan Rakitić,10,hr CRO,LM,33-318,45,45,0,9,30,7,0,45,1,1,100.0,0,0.0,29,120,76,2,0,0,1,1,36,3,22,2021-2022
   Óliver Torres,21,es ESP,LM,27-073,45,29,0,4,11,15,4,29,0,0,,0,,15,46,18,1,2,0,0,1,22,5,22,2021-2022
Fernando,25,br BRA,CM,34-181,45,44,1,20,18,6,0,44,1,1,100.0,0,0.0,25,104,67,1,0,0,1,1,31,1,22,2021-2022
   Papu Gómez,24,ar ARG,CM,33-341,45,29,0,2,15,12,0,29,1,1,100.0,0,0.0,23,215,139,5,2,0,0,0,25,3,22,2021-2022
Joan Jordán,8,es ESP,RM,27-200,89,76,1,16,42,18,0,76,0,0,,0,,38,100,60,0,0,0,1,0,56,3,22,2021-2022
   Luismi,27,es ESP,RM,20-244,1,3,0,3,0,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,3,0,22,2021-2022
