player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Fernando Niño,26,es ESP,FW,20-307,85,25,23,1,0,0,0,0,0,0,0,0,0,16,1,0,3,2021-2022
   Abdón Prats,9,es ESP,FW,28-263,5,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,3,2021-2022
Jordi Mboula,7,es ESP,LW,22-164,60,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,3,2021-2022
   Amath,23,sn SEN,LW,25-042,30,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2021-2022
Takefusa Kubo,17,jp JPN,RW,20-084,85,26,26,0,0,1,0,0,0,0,0,0,0,22,0,1,3,2021-2022
   Rodrigo Battaglia,16,ar ARG,RW,30-046,5,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2021-2022
Dani Rodríguez,14,es ESP,AM,33-082,90,24,23,1,0,1,0,1,1,0,0,0,0,17,0,1,3,2021-2022
Salva Sevilla,8,es ESP,DM,37-162,67,41,34,7,5,0,0,0,0,2,0,0,0,35,0,1,3,2021-2022
   Iñigo Ruiz de Galarreta,4,es ESP,DM,28-021,23,19,17,2,2,1,0,0,0,0,0,0,0,19,0,0,3,2021-2022
Iddrisu Baba,12,gh GHA,DM,25-217,90,33,33,0,0,0,0,0,0,0,0,0,0,28,0,1,3,2021-2022
Brian Oliván,3,es ESP,LB,27-148,90,43,33,10,1,0,0,2,9,0,0,0,0,29,0,1,3,2021-2022
Franco Russo,5,ar ARG,CB,26-306,45,26,25,1,0,0,0,0,0,0,0,0,0,19,0,1,3,2021-2022
   Aleksandar Sedlar,20,rs SRB,CB,29-257,45,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0,3,2021-2022
Martin Valjent,24,sk SVK,CB,25-259,90,50,43,6,5,0,0,0,1,0,0,0,0,43,1,0,3,2021-2022
Pablo Maffeo,15,es ESP,RB,24-046,90,43,28,15,1,0,0,2,14,0,0,0,0,26,0,1,3,2021-2022
Manolo Reina,1,es ESP,GK,36-148,90,28,16,12,2,0,0,0,0,0,0,0,0,21,0,0,3,2021-2022
Raúl de Tomás,11,es ESP,FW,26-314,90,12,11,1,0,0,0,2,0,0,0,0,0,6,0,0,3,2021-2022
Landry Dimata,18,be BEL,FW,23-360,74,12,12,0,0,0,1,0,0,0,0,0,0,8,0,2,3,2021-2022
   Loren Morón,16,es ESP,FW,27-240,16,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,3,2021-2022
Javi Puado,9,es ESP,"LM,RM",23-094,74,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,3,2021-2022
   Aleix Vidal,22,es ESP,RM,32-006,16,12,9,3,1,0,1,2,1,1,1,0,0,10,0,0,3,2021-2022
Sergi Darder,10,es ESP,CM,27-248,90,47,44,3,2,0,1,1,0,0,0,0,0,38,0,1,3,2021-2022
David López,15,es ESP,CM,31-322,54,34,33,1,1,0,0,0,0,0,0,0,0,25,0,0,3,2021-2022
   Manu Morlanes,6,es ESP,CM,22-227,36,26,26,0,0,0,0,0,0,0,0,0,0,23,0,0,3,2021-2022
Adri Embarba,23,es ESP,RM,29-112,53,12,10,2,1,0,0,1,0,1,0,1,0,5,0,0,3,2021-2022
   Nico Ribaudo,33,es ESP,LM,20-138,37,25,24,1,1,1,0,0,0,0,0,0,0,22,0,0,3,2021-2022
Dídac Vilà,17,es ESP,LB,32-079,90,48,38,10,2,0,0,1,8,0,0,0,0,39,0,0,3,2021-2022
Leandro Cabrera,4,uy URU,CB,30-071,90,59,53,5,3,0,2,0,2,0,0,0,0,46,1,0,3,2021-2022
Sergi Gómez,24,es ESP,CB,29-152,89,59,56,3,2,0,0,0,0,0,0,0,0,50,0,0,3,2021-2022
Óscar Gil,12,es ESP,RB,24-123,85,34,29,5,0,0,0,1,5,0,0,0,0,25,0,1,3,2021-2022
   Álvaro Vadillo,19,es ESP,RB,26-349,5,3,2,1,1,0,0,1,0,0,0,0,0,2,0,1,3,2021-2022
Diego López,13,es ESP,GK,39-297,90,24,15,9,3,0,0,0,0,0,0,0,0,20,0,0,3,2021-2022
Maxi Gómez,9,uy URU,FW,25-013,90,13,12,0,0,0,0,0,0,0,0,0,0,9,1,0,3,2021-2022
Gonçalo Guedes,7,pt POR,FW,24-271,67,19,17,2,1,0,0,0,1,0,0,0,0,13,0,0,3,2021-2022
   Marcos André,22,br BRA,FW,24-311,23,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2021-2022
Denis Cheryshev,17,ru RUS,LM,30-244,89,25,24,1,1,0,0,3,0,0,0,0,0,14,0,1,3,2021-2022
   Jesus Vazquez,32,es ESP,LM,18-237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2021-2022
Hugo Guillamón,6,,CM,21-208,67,,,,,,,0,,,,,,,,,3,2021-2022
   Uroš Račić,8,rs SRB,CM,23-163,23,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,3,2021-2022
Daniel Wass,18,dk DEN,CM,32-088,84,44,40,4,3,0,2,0,0,0,0,0,0,39,0,1,3,2021-2022
   Yunus Musah,4,us USA,CM,18-271,6,3,3,0,0,0,0,1,0,0,0,0,0,2,0,1,3,2021-2022
Carlos Soler,10,es ESP,RM,24-237,90,40,36,4,0,1,0,6,0,4,0,4,0,30,0,1,3,2021-2022
José Luis Gayà,14,es ESP,LB,26-094,90,46,32,14,2,0,2,4,12,0,0,0,0,38,0,2,3,2021-2022
Omar Alderete,15,py PAR,CB,24-244,84,33,32,1,1,0,0,0,0,0,0,0,0,24,0,0,3,2021-2022
   Mouctar Diakhaby,12,gn GUI,CB,24-251,6,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2021-2022
Gabriel Paulista,5,br BRA,CB,30-274,90,37,33,4,4,0,0,0,0,0,0,0,0,30,0,0,3,2021-2022
Thierry Correia,2,pt POR,RB,22-171,90,60,48,12,0,0,0,2,12,0,0,0,0,49,0,1,3,2021-2022
Giorgi Mamardashvili,28,ge GEO,GK,20-332,90,29,19,9,4,0,1,0,0,0,0,0,0,13,1,0,3,2021-2022
Joselu,9,es ESP,FW,31-153,90,30,30,0,0,0,0,0,0,0,0,0,0,15,0,0,3,2021-2022
John Guidetti,10,se SWE,FW,29-134,61,21,18,3,0,0,0,0,0,0,0,0,0,18,0,1,3,2021-2022
   Mamadou Sylla,7,sn SEN,FW,27-160,29,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,3,2021-2022
Manu García,14,es ESP,LM,23-237,45,13,11,2,1,0,1,0,1,0,0,0,0,10,0,1,3,2021-2022
   Luis Rioja,11,es ESP,LM,27-315,45,21,15,6,2,0,0,6,0,4,3,1,0,14,0,0,3,2021-2022
Tomás Pina Isla,8,es ESP,CM,33-317,82,36,36,0,0,0,0,0,0,0,0,0,0,26,0,0,3,2021-2022
   Toni Moya,15,es ESP,CM,23-160,8,7,5,2,2,0,1,0,0,0,0,0,0,6,0,0,3,2021-2022
Mamadou N'Diaye,6,,CM,24-240,61,,,,,,,1,,,,,,,,,3,2021-2022
   Pere Pons,20,es ESP,CM,28-188,29,22,21,1,1,0,1,1,0,0,0,0,0,18,0,0,3,2021-2022
Facundo Pellistri,18,uy URU,RM,19-250,67,10,9,1,0,0,0,1,0,0,0,0,0,5,0,2,3,2021-2022
   Édgar Méndez,17,es ESP,RM,31-237,23,8,7,1,0,0,0,1,1,0,0,0,0,5,0,0,3,2021-2022
Javi López,27,es ESP,LB,19-238,90,52,34,18,4,0,0,3,14,0,0,0,0,38,0,0,3,2021-2022
Florian Lejeune,22,fr FRA,CB,30-099,90,50,46,4,4,0,3,0,0,0,0,0,0,44,0,0,3,2021-2022
Matt Miazga,4,us USA,CB,26-039,90,42,40,2,2,0,1,0,0,0,0,0,0,34,0,0,3,2021-2022
Ximo Navarro,23,es ESP,RB,31-216,90,42,28,12,2,0,1,2,10,0,0,0,0,28,2,1,3,2021-2022
Fernando Pacheco,1,es ESP,GK,29-101,90,38,28,10,2,0,0,0,0,0,0,0,0,27,0,0,3,2021-2022
Santi Mina,22,es ESP,FW,25-264,90,23,22,1,0,0,0,1,1,0,0,0,0,16,0,1,3,2021-2022
Iago Aspas,10,es ESP,FW,34-027,90,42,40,2,0,0,1,4,2,0,0,0,0,32,0,3,3,2021-2022
Nolito,9,es ESP,LM,34-317,63,27,26,0,0,0,0,1,0,0,0,0,0,19,1,1,3,2021-2022
   Franco Cervi,11,ar ARG,"LW,LM",27-094,27,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0,3,2021-2022
Denis Suárez,6,es ESP,CM,27-234,63,57,48,9,2,0,2,5,1,4,3,1,0,45,0,4,3,2021-2022
   Fran Beltrán,8,es ESP,"DM,CM",22-206,27,21,20,1,1,0,1,0,0,0,0,0,0,19,0,0,3,2021-2022
Brais Méndez,23,es ESP,"RM,CM",24-233,90,66,64,1,0,1,5,1,1,0,0,0,0,48,1,2,3,2021-2022
Renato Tapia,14,pe PER,DM,26-031,69,30,29,1,1,0,0,0,0,0,0,0,0,18,0,1,3,2021-2022
   Augusto Solari,21,ar ARG,"RW,DM",29-237,21,28,26,2,0,0,0,3,2,0,0,0,0,20,0,1,3,2021-2022
Javi Galán,17,es ESP,"LB,CB",26-282,90,70,57,13,1,0,0,5,11,1,1,0,0,53,0,0,3,2021-2022
Néstor Araujo,4,mx MEX,CB,29-364,90,48,45,2,2,0,0,0,0,0,0,0,0,36,1,1,3,2021-2022
Joseph Aidoo,15,gh GHA,CB,25-333,79,51,51,0,0,0,1,0,0,0,0,0,0,41,0,0,3,2021-2022
   Thiago Galhardo,7,br BRA,CM,32-039,11,6,6,0,0,0,0,1,0,0,0,0,0,2,0,0,3,2021-2022
