player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Santi Mina,22,es ESP,FW,26-060,81,42,0,3,21,18,3,42,1,0,0.0,1,100.0,14,99,60,1,1,1,0,1,30,5,23,2021-2022
   Renato Tapia,14,pe PER,"DM,CM",26-192,9,4,1,1,3,0,0,4,0,0,,0,,3,6,0,0,0,0,0,0,3,0,23,2021-2022
Iago Aspas,10,es ESP,FW,34-188,87,52,1,4,18,31,1,52,2,2,100.0,0,0.0,35,208,107,3,0,1,1,2,37,10,23,2021-2022
   Nolito,9,es ESP,"LM,FW",35-113,3,2,0,0,1,1,0,2,0,0,,0,,2,17,16,1,1,0,1,0,2,1,23,2021-2022
Franco Cervi,11,ar ARG,LM,27-255,87,45,2,11,15,20,2,45,0,0,,0,,22,101,50,3,1,1,3,3,27,3,23,2021-2022
   Augusto Solari,21,ar ARG,RM,30-033,3,3,0,0,3,0,0,3,0,0,,0,,3,17,7,0,0,0,0,1,4,0,23,2021-2022
Denis Suárez,6,es ESP,CM,28-030,89,84,1,12,46,27,0,84,3,3,100.0,0,0.0,43,219,121,2,3,0,3,1,56,0,23,2021-2022
   Néstor Araujo,4,mx MEX,CB,30-160,1,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,23,2021-2022
Brais Méndez,23,es ESP,"RM,CM",25-029,90,62,2,14,29,20,4,62,1,1,100.0,0,0.0,38,180,100,2,3,0,0,1,45,3,23,2021-2022
Fran Beltrán,8,es ESP,"DM,CM",23-002,87,60,1,20,24,17,1,60,2,1,50.0,1,50.0,27,170,99,2,5,1,0,1,32,0,23,2021-2022
   Thiago Galhardo,7,br BRA,FW,32-200,3,3,0,1,1,1,1,3,0,0,,0,,1,9,4,0,0,0,0,0,2,1,23,2021-2022
