player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Youssef En-Nesyri,15,ma MAR,FW,24-332,90,23,2,5,10,8,3,23,0,0,,0,,5,14,1,0,0,0,4,3,13,2,34,2021-2022
Lucas Ocampos,5,ar ARG,"LW,RW,WB",27-292,90,56,2,9,20,27,0,56,2,0,0.0,2,100.0,25,120,51,2,0,0,5,1,35,12,34,2021-2022
Érik Lamela,17,ar ARG,RW,30-056,56,38,1,3,18,18,2,38,2,0,0.0,2,100.0,22,129,57,0,2,0,0,0,27,7,34,2021-2022
   Jesús Corona,9,mx MEX,"LW,WB",29-113,34,23,0,0,13,10,1,23,1,0,0.0,1,100.0,13,68,38,1,2,0,2,0,19,9,34,2021-2022
Papu Gómez,24,ar ARG,AM,34-073,90,66,3,7,30,30,2,66,4,2,50.0,2,50.0,48,418,203,6,4,0,3,2,52,6,34,2021-2022
Ivan Rakitić,10,hr CRO,DM,34-050,56,57,2,18,29,10,0,57,0,0,,0,,32,131,57,0,0,0,0,2,41,0,34,2021-2022
   Thomas Delaney,18,dk DEN,"DM,CM",30-238,34,24,1,2,20,2,0,24,0,0,,0,,10,54,38,1,0,0,0,0,13,0,34,2021-2022
Joan Jordán,8,es ESP,DM,27-297,70,43,3,9,26,8,1,43,0,0,,0,,29,77,24,0,0,0,1,0,37,6,34,2021-2022
   Óliver Torres,21,es ESP,"DM,CM",27-170,20,21,0,3,12,7,1,21,0,0,,0,,15,68,37,0,2,0,1,0,19,2,34,2021-2022
Marcos Acuña,19,ar ARG,"LB,CB",30-183,90,94,2,38,36,21,0,94,3,2,66.7,1,33.3,56,302,145,2,2,0,4,1,56,1,34,2021-2022
Diego Carlos,20,br BRA,CB,29-045,90,60,13,32,25,3,1,60,0,0,,0,,40,150,42,0,0,0,1,0,43,0,34,2021-2022
Jules Koundé,23,fr FRA,CB,23-168,90,70,7,26,30,14,2,70,0,0,,0,,39,250,129,2,1,1,2,1,47,1,34,2021-2022
Jesús Navas,16,es ESP,RB,36-159,82,75,2,19,33,23,0,75,1,1,100.0,0,0.0,51,266,162,2,2,0,0,1,57,9,34,2021-2022
   Iván Romero,36,es ESP,AM,21-019,8,5,0,0,1,4,0,5,0,0,,0,,4,13,4,0,0,0,0,1,6,4,34,2021-2022
Yassine Bounou,13,ma MAR,GK,31-024,90,24,22,24,0,0,0,24,0,0,,0,,12,48,18,0,0,0,0,0,10,0,34,2021-2022
Lucas Pérez,25,es ESP,"FW,AM",33-231,83,43,0,4,15,24,3,43,2,0,0.0,2,100.0,16,44,20,1,0,0,1,1,26,3,34,2021-2022
   Salvi,7,es ESP,LW,31-030,7,7,0,2,4,1,0,7,0,0,,0,,1,13,0,0,1,0,1,0,4,0,34,2021-2022
Rubén Sobrino,21,es ESP,LW,29-332,83,48,1,18,13,18,4,48,1,0,0.0,1,100.0,30,214,96,3,3,1,3,1,34,3,34,2021-2022
   Santiago Arzamendia,19,py PAR,AM,23-359,7,7,2,4,1,2,0,7,0,0,,0,,1,0,0,0,0,0,1,0,2,2,34,2021-2022
Iván Alejo,14,es ESP,RW,27-078,84,32,2,8,11,14,2,32,4,0,0.0,4,100.0,19,194,51,2,2,0,4,0,19,6,34,2021-2022
   Tomás Alarcón,12,cl CHI,RW,23-100,6,4,0,0,4,0,0,4,0,0,,0,,1,2,1,0,0,0,0,0,3,0,34,2021-2022
Álex Fernández,8,es ESP,"AM,DM",29-196,90,56,3,8,38,11,2,56,2,1,50.0,1,50.0,34,118,38,0,0,0,4,0,42,5,34,2021-2022
José Mari,6,es ESP,DM,34-144,68,47,3,8,30,9,0,47,0,0,,0,,25,165,109,2,1,0,1,1,30,2,34,2021-2022
   Fede San Emeterio,24,es ESP,DM,25-044,22,7,1,4,3,0,0,7,0,0,,0,,1,1,0,0,0,0,0,0,5,0,34,2021-2022
Jens Jønsson,2,dk DEN,DM,29-109,78,32,4,7,15,10,3,32,1,0,0.0,1,100.0,20,95,30,0,0,1,1,2,20,1,34,2021-2022
   Álvaro Negredo,18,es ESP,FW,36-252,12,7,0,0,4,3,0,7,0,0,,0,,4,16,6,0,0,0,2,0,6,0,34,2021-2022
Alfonso Espino,22,uy URU,LB,30-114,90,62,3,27,27,9,0,62,1,1,100.0,0,0.0,29,161,118,3,1,0,3,1,33,1,34,2021-2022
Fali,3,es ESP,CB,28-260,90,54,9,34,19,1,1,54,0,0,,0,,24,138,79,0,0,0,1,0,30,0,34,2021-2022
Luis Hernández,23,es ESP,CB,33-015,90,52,5,29,20,3,0,52,0,0,,0,,21,79,60,1,0,0,0,0,32,0,34,2021-2022
Carlos Akapo,15,gq EQG,RB,29-048,90,47,3,20,17,10,1,47,0,0,,0,,21,101,27,1,2,0,0,1,26,3,34,2021-2022
Jeremías Ledesma,1,ar ARG,GK,29-075,90,36,24,35,1,0,0,36,0,0,,0,,24,188,133,0,0,0,0,0,19,0,34,2021-2022
Joselu,9,es ESP,FW,32-034,90,37,1,3,16,18,7,37,3,2,66.7,1,33.3,18,129,6,0,1,0,2,0,29,2,34,2021-2022
Luis Rioja,11,es ESP,LW,28-196,86,30,1,7,6,17,1,30,1,0,0.0,1,100.0,20,164,99,4,0,1,4,0,21,8,34,2021-2022
   Jason,25,es ESP,LW,27-298,4,3,1,1,0,2,0,3,0,0,,0,,1,1,0,0,0,0,0,0,1,0,34,2021-2022
Édgar Méndez,17,es ESP,RW,32-118,63,19,4,5,6,8,1,19,0,0,,0,,12,37,14,1,0,0,2,0,12,1,34,2021-2022
   Martin Agirregabiria,21,es ESP,RW,25-355,27,11,0,1,1,9,1,11,0,0,,0,,6,17,11,1,0,1,0,0,8,2,34,2021-2022
Manu García,14,es ESP,AM,24-118,81,40,1,7,18,17,2,40,5,2,40.0,3,60.0,21,116,51,1,1,0,3,0,22,1,34,2021-2022
   Pere Pons,20,es ESP,AM,29-069,9,5,1,1,2,2,0,5,0,0,,0,,2,4,0,0,0,0,1,0,1,1,34,2021-2022
Mamadou N'Diaye,6,,DM,25-121,90,,,,,,,,,,,,,,,,,,,,,,,34,2021-2022
Gonzalo Escalante,16,ar ARG,DM,29-034,86,25,2,6,13,6,2,25,0,0,,0,,11,66,29,2,0,0,0,4,13,2,34,2021-2022
   Tomás Pina Isla,8,es ESP,DM,34-198,4,5,1,2,0,3,0,5,0,0,,0,,3,15,5,0,0,0,0,0,3,0,34,2021-2022
Rubén Duarte,3,es ESP,LB,26-194,90,45,6,15,13,17,1,45,0,0,,0,,16,80,30,0,1,0,1,0,18,0,34,2021-2022
Florian Lejeune,22,fr FRA,CB,30-345,90,37,10,25,11,1,1,37,0,0,,0,,12,46,6,0,0,0,0,0,15,0,34,2021-2022
Víctor Laguardia,5,es ESP,CB,32-176,90,34,5,20,10,4,3,34,0,0,,0,,17,63,29,0,0,0,0,0,19,0,34,2021-2022
Ximo Navarro,23,es ESP,RB,32-097,90,28,4,11,8,9,0,28,1,0,0.0,1,100.0,11,55,41,1,0,0,1,1,12,1,34,2021-2022
Fernando Pacheco,1,es ESP,GK,29-347,90,42,36,42,0,0,0,42,0,0,,0,,20,166,104,0,0,0,0,0,8,0,34,2021-2022
Boulaye Dia,16,sn SEN,FW,25-165,90,21,0,0,9,12,5,21,1,0,0.0,1,100.0,13,53,33,2,1,1,1,1,17,5,34,2021-2022
Moi Gómez,23,es ESP,LW,27-311,57,29,0,5,11,14,1,29,1,0,0.0,1,100.0,21,91,31,1,0,0,0,1,20,6,34,2021-2022
