player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Sandro Ramírez,12,es ESP,FW,26-232,61,30,1,2,16,14,6,30,1,0,0.0,1,100.0,18,143,67,2,1,3,3,1,20,4,26,2021-2022
   Borja Mayoral,25,es ESP,FW,24-327,29,7,0,1,1,5,2,7,0,0,,0,,5,39,17,0,0,0,1,2,6,1,26,2021-2022
Enes Ünal,10,tr TUR,FW,24-292,89,40,0,3,23,15,3,40,3,1,33.3,2,66.7,18,86,19,2,0,0,3,3,27,3,26,2021-2022
   Jaime Mata,7,es ESP,FW,33-125,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,26,2021-2022
Nemanja Maksimović,20,rs SRB,"LM,CM,RB",27-031,90,42,1,5,23,15,3,42,0,0,,0,,19,73,23,0,1,0,0,1,17,0,26,2021-2022
Mauro Arambarri,18,uy URU,CM,26-149,90,70,0,20,40,11,0,70,4,0,0.0,4,100.0,27,176,31,1,0,0,0,1,33,0,26,2021-2022
Carles Aleñá,11,es ESP,"RM,CM",24-052,69,27,0,2,18,8,1,27,2,1,50.0,1,50.0,20,78,19,1,1,0,0,1,21,2,26,2021-2022
   Iglesias,21,es ESP,RB,23-238,21,17,0,6,7,4,1,17,0,0,,0,,2,7,0,0,1,0,1,0,1,0,26,2021-2022
Mathías Olivera,17,uy URU,"LB,WB",24-118,90,62,0,10,36,17,0,62,3,1,33.3,2,66.7,18,89,47,2,2,0,3,0,21,2,26,2021-2022
Damián Suárez,22,uy URU,"WB,RB",33-305,61,39,0,4,29,6,1,39,0,0,,0,,16,67,50,1,0,1,1,0,23,2,26,2021-2022
   Óscar Rodríguez Arnaiz,24,es ESP,"RM,LM",23-243,29,18,0,3,10,6,0,18,2,0,0.0,2,100.0,9,73,7,0,1,0,3,0,10,1,26,2021-2022
Jorge Cuenca,15,es ESP,CB,22-101,31,24,2,14,10,0,0,24,0,0,,0,,13,78,29,0,0,0,0,0,15,0,26,2021-2022
Stefan Mitrović,23,rs SRB,CB,31-280,90,40,5,23,16,1,0,40,0,0,,0,,16,68,37,0,0,0,0,0,19,0,26,2021-2022
Djené,2,tg TOG,CB,30-057,90,54,6,34,20,0,0,54,0,0,,0,,21,71,38,1,0,0,5,1,18,0,26,2021-2022
David Soria,13,es ESP,GK,28-328,90,38,24,38,0,0,0,38,0,0,,0,,16,82,31,0,0,0,0,0,13,0,26,2021-2022
Joselu,9,es ESP,FW,31-336,90,30,2,4,20,8,2,30,2,0,0.0,2,100.0,17,21,6,0,1,0,1,1,23,3,26,2021-2022
Mamadou N'Diaye,6,,AM,25-058,84,,,,,,,,,,,,,,,,,,,,,,,26,2021-2022
   Facundo Pellistri,18,uy URU,CM,20-068,6,4,0,0,1,3,0,4,1,0,0.0,1,100.0,3,14,1,0,0,0,0,0,3,1,26,2021-2022
Luis Rioja,11,es ESP,LM,28-133,90,38,1,6,15,19,0,38,0,0,,0,,29,118,57,3,0,0,4,1,27,13,26,2021-2022
Gonzalo Escalante,16,ar ARG,CM,28-336,90,44,4,11,27,6,2,44,0,0,,0,,13,22,7,0,0,0,1,0,12,1,26,2021-2022
Édgar Méndez,17,es ESP,RM,32-055,71,26,0,5,11,10,2,26,1,0,0.0,1,100.0,16,35,7,0,0,0,1,0,15,6,26,2021-2022
   Manu Vallejo,7,es ESP,RM,25-012,19,11,0,1,6,4,0,11,1,0,0.0,1,100.0,6,20,6,0,0,0,2,0,6,2,26,2021-2022
Tomás Pina Isla,8,es ESP,DM,34-135,89,45,2,13,25,9,0,45,2,1,50.0,1,50.0,17,56,17,0,0,0,2,1,13,0,26,2021-2022
   Pere Pons,20,es ESP,DM,29-006,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,26,2021-2022
Rubén Duarte,3,es ESP,LB,26-131,90,87,5,31,39,17,0,87,0,0,,0,,47,175,122,0,1,1,1,0,43,1,26,2021-2022
Florian Lejeune,22,fr FRA,CB,30-282,90,51,8,27,24,0,0,51,0,0,,0,,29,148,43,0,0,0,1,0,29,0,26,2021-2022
Víctor Laguardia,5,es ESP,CB,32-113,90,63,9,31,32,0,0,63,0,0,,0,,31,123,29,0,0,0,0,0,30,1,26,2021-2022
Nahuel Tenaglia,2,ar ARG,RB,26-005,90,68,3,24,33,11,0,68,0,0,,0,,26,131,69,1,3,0,1,0,26,0,26,2021-2022
Fernando Pacheco,1,es ESP,GK,29-284,90,23,18,23,0,0,0,23,0,0,,0,,12,88,55,0,0,0,0,0,4,0,26,2021-2022
Sergi Guardiola,16,es ESP,FW,30-273,72,31,0,2,14,15,11,31,0,0,,0,,21,75,31,1,0,1,1,1,20,6,26,2021-2022
   Radamel Falcao,3,co COL,FW,36-016,18,9,0,1,5,3,0,9,1,0,0.0,1,100.0,7,11,0,0,0,0,1,0,7,1,26,2021-2022
Álvaro García,18,es ESP,"LW,LM",29-122,84,32,3,8,10,14,5,32,1,0,0.0,1,100.0,21,108,66,3,1,1,1,0,22,8,26,2021-2022
   Mamadou Sylla,11,sn SEN,LM,27-343,6,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,26,2021-2022
Bebé,10,cv CPV,"RW,RM",31-229,72,32,2,5,14,15,1,32,3,2,66.7,1,33.3,21,185,80,4,3,1,3,2,21,4,26,2021-2022
   Isaac Palazón Camacho,7,es ESP,RM,27-061,18,11,0,2,6,4,0,11,1,0,0.0,1,100.0,8,43,15,0,0,0,0,1,9,3,26,2021-2022
Óscar Trejo,8,ar ARG,"AM,FW",33-306,84,52,4,9,31,12,1,52,2,1,50.0,1,50.0,29,136,38,0,1,0,4,4,36,1,26,2021-2022
   Randy Ntekja,9,fr FRA,FW,24-082,6,6,0,0,2,4,0,6,1,1,100.0,0,0.0,4,6,0,0,0,0,2,1,5,1,26,2021-2022
Óscar Valentín,23,es ESP,DM,27-190,64,41,1,10,27,5,0,41,0,0,,0,,23,101,67,1,1,0,2,0,26,0,26,2021-2022
   Pathé Ciss,21,sn SEN,CM,27-347,26,19,2,8,11,0,0,19,0,0,,0,,11,46,18,0,0,0,0,0,13,0,26,2021-2022
Santi Comesaña,6,es ESP,"DM,CM",25-144,90,49,3,13,31,6,2,49,1,1,100.0,0,0.0,24,89,61,2,2,0,1,0,28,1,26,2021-2022
Fran Garcia,33,es ESP,LB,22-196,90,51,4,22,20,11,0,51,0,0,,0,,31,233,129,4,1,0,3,0,25,8,26,2021-2022
Catena,5,es ESP,CB,27-121,90,35,15,25,10,0,0,35,0,0,,0,,15,56,31,1,0,0,1,0,17,0,26,2021-2022
Mario Suárez,4,es ESP,CB,35-002,90,46,10,30,12,5,4,46,0,0,,0,,27,138,95,1,1,0,0,0,28,0,26,2021-2022
Iván Balliu,20,al ALB,RB,30-056,90,52,4,17,25,11,1,52,2,0,0.0,2,100.0,29,165,56,3,3,0,0,2,29,1,26,2021-2022
