player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Ezequiel Ponce,18,ar ARG,FW,25-018,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,32,2021-2022
Fidel,16,es ESP,LM,32-171,67,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,32,2021-2022
   Pere Milla,10,es ESP,"RM,LM",29-205,23,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,32,2021-2022
Omar Mascarell,21,es ESP,CM,29-073,90,2,0,1,1,0,0,3,0.0,3,2,1,1,0,2,4,0,32,2021-2022
Raúl Guti,8,es ESP,CM,25-107,67,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,32,2021-2022
   Gerard Gumbau,2,es ESP,CM,27-119,23,1,0,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0,32,2021-2022
Kike Pérez,24,es ESP,RM,25-061,70,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,32,2021-2022
   Pablo Piatti,20,ar ARG,LM,33-016,20,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,32,2021-2022
Johan Mojica,22,co COL,LB,29-238,90,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,3,0,32,2021-2022
Pedro Bigas,6,es ESP,CB,31-213,86,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,6,0,32,2021-2022
   Diego González,4,es ESP,CB,27-078,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32,2021-2022
Gonzalo Verdú,5,es ESP,CB,33-177,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,6,0,32,2021-2022
Enzo Roco,3,cl CHI,CB,29-243,90,4,0,3,1,0,1,1,100.0,0,1,1,0,0,4,2,0,32,2021-2022
Josan,17,es ESP,RB,32-134,70,1,1,1,0,0,1,1,100.0,0,2,2,0,1,2,1,0,32,2021-2022
   Tete Morente,11,es ESP,RB,25-133,20,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,32,2021-2022
Édgar Badía,13,es ESP,GK,30-063,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32,2021-2022
Vedat Muriqi,7,xk KVX,FW,27-357,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,32,2021-2022
Dani Rodríguez,14,es ESP,LM,33-314,45,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,32,2021-2022
   Takefusa Kubo,17,jp JPN,RW,20-316,45,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,32,2021-2022
Iddrisu Baba,12,gh GHA,"CM,DM",26-084,55,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,32,2021-2022
