player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Rafa Mir,9,es ESP,FW,23-122,90,0,0,0,2,0,1,1,0,0,0,0,0,0,3,2,60.0,6,2020-2021
Javier Ontiveros,15,es ESP,LW,23-039,55,0,0,0,1,5,0,0,0,0,0,0,0,6,0,2,0.0,6,2020-2021
   Sandro Ramírez,6,es ESP,"LW,AM",25-101,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,6,2020-2021
David Ferreiro,7,es ESP,"RW,LW",32-200,90,0,0,0,2,1,0,16,0,0,0,0,0,4,1,0,100.0,6,2020-2021
Borja García,24,es ESP,AM,29-351,76,0,0,0,1,4,0,0,0,1,0,0,0,2,0,0,,6,2020-2021
   Sergio Gómez,10,es ESP,RW,20-044,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,6,2020-2021
Pedro Mosquera,5,es ESP,DM,32-180,90,0,0,0,0,2,0,1,2,0,0,0,0,11,3,4,42.9,6,2020-2021
Jaime Seoane,20,es ESP,DM,23-270,90,0,0,0,4,2,0,0,0,2,0,1,0,2,2,2,50.0,6,2020-2021
Luisinho,16,pt POR,LB,35-166,76,0,0,0,0,2,0,2,1,2,0,0,0,6,0,0,,6,2020-2021
   Javi Galán,11,es ESP,LB,25-334,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,6,2020-2021
Dimitris Siovas,18,gr GRE,CB,32-032,90,0,0,0,3,0,0,1,3,2,0,0,0,5,7,1,87.5,6,2020-2021
Jorge Pulido,14,es ESP,CB,29-193,90,0,0,0,0,2,0,0,2,0,0,0,0,5,3,2,60.0,6,2020-2021
Pablo Maffeo,3,es ESP,RB,23-098,90,1,0,0,1,3,0,6,3,1,0,0,0,6,2,1,66.7,6,2020-2021
Andrés Fernández,25,es ESP,GK,33-306,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,6,2020-2021
Sergi Guardiola,7,es ESP,FW,29-142,73,0,0,0,4,2,0,0,0,1,0,0,0,1,3,4,42.9,6,2020-2021
   Marcos André,16,br BRA,FW,23-364,17,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,40.0,6,2020-2021
Óscar Plano,10,es ESP,"LW,RM",29-250,90,0,0,0,3,2,0,2,1,1,0,0,0,9,1,2,33.3,6,2020-2021
Waldo Rubio,23,es ESP,RW,25-062,79,0,0,0,3,0,1,1,0,1,0,0,0,8,0,2,0.0,6,2020-2021
