player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Roger Martí,9,es ESP,FW,30-007,85,17,24,70.8,284,100,9,12,75.0,6,9,66.7,2,2,100.0,0,0.0,0.0,0,1,2,0,4,18,2020-2021
   Toño,3,es ESP,FW,31-064,5,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,18,2020-2021
Dani Gómez,21,es ESP,FW,22-164,61,6,11,54.5,120,64,2,2,100.0,2,5,40.0,1,2,50.0,0,0.0,0.0,0,1,0,0,2,18,2020-2021
   Gonzalo Melero,22,es ESP,CM,27-008,29,12,16,75.0,162,5,9,11,81.8,3,4,75.0,0,0,,0,0.0,0.0,0,0,0,0,0,18,2020-2021
José Luis Morales,11,es ESP,LM,33-171,90,16,23,69.6,279,91,7,9,77.8,5,7,71.4,3,5,60.0,1,0.5,0.3,2,1,0,0,2,18,2020-2021
Mickael Malsa,12,mq MTQ,CM,25-090,61,19,32,59.4,268,92,12,16,75.0,4,9,44.4,2,6,33.3,0,0.0,0.0,0,0,0,0,0,18,2020-2021
   Sergio León,7,es ESP,FW,32-004,29,5,6,83.3,50,12,5,5,100.0,0,0,,0,0,,0,0.0,0.0,0,1,0,0,1,18,2020-2021
Nemanja Radoja,5,rs SRB,CM,27-339,90,30,48,62.5,548,134,12,19,63.2,11,16,68.8,6,10,60.0,0,0.0,0.0,0,2,1,0,3,18,2020-2021
Jorge de Frutos,18,es ESP,RM,23-325,85,13,27,48.1,187,60,8,9,88.9,5,11,45.5,0,2,0.0,1,0.5,0.4,1,0,0,0,2,18,2020-2021
   Son,2,es ESP,RM,26-286,5,1,1,100.0,46,21,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,1,0,0,1,18,2020-2021
