player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Rafa Mir,9,es ESP,FW,23-122,90,22,0,1,8,13,9,22,0,0,,0,,8,29,23,1,0,0,2,0,16,3,6,2020-2021
Javier Ontiveros,15,es ESP,LW,23-039,55,26,0,5,18,3,0,26,3,1,33.3,2,66.7,19,113,42,0,0,0,1,0,21,3,6,2020-2021
   Sandro Ramírez,6,es ESP,"LW,AM",25-101,35,18,0,3,8,7,1,18,1,1,100.0,0,0.0,10,79,54,1,1,0,1,1,15,1,6,2020-2021
David Ferreiro,7,es ESP,"RW,LW",32-200,90,62,0,6,12,44,2,62,2,2,100.0,0,0.0,34,221,88,1,1,1,1,4,48,9,6,2020-2021
Borja García,24,es ESP,AM,29-351,76,38,0,2,22,14,1,38,2,2,100.0,0,0.0,19,185,125,5,1,0,2,3,30,3,6,2020-2021
   Sergio Gómez,10,es ESP,RW,20-044,14,14,1,3,5,6,0,14,1,1,100.0,0,0.0,7,51,6,0,1,0,2,0,9,2,6,2020-2021
Pedro Mosquera,5,es ESP,DM,32-180,90,85,0,19,58,9,0,85,0,0,,0,,38,280,164,1,0,0,0,2,65,1,6,2020-2021
Jaime Seoane,20,es ESP,DM,23-270,90,58,0,13,38,8,2,58,3,3,100.0,0,0.0,31,186,91,2,1,0,0,2,40,1,6,2020-2021
Luisinho,16,pt POR,LB,35-166,76,51,2,15,27,9,0,51,0,0,,0,,18,99,54,2,2,0,0,2,33,3,6,2020-2021
   Javi Galán,11,es ESP,LB,25-334,14,16,0,3,9,4,0,16,0,0,,0,,4,45,31,1,1,0,0,0,8,0,6,2020-2021
Dimitris Siovas,18,gr GRE,CB,32-032,90,93,6,42,47,5,3,93,0,0,,0,,35,315,259,6,1,0,1,0,63,0,6,2020-2021
Jorge Pulido,14,es ESP,CB,29-193,90,100,10,50,47,3,1,100,0,0,,0,,38,209,158,3,0,0,0,0,71,0,6,2020-2021
Pablo Maffeo,3,es ESP,RB,23-098,90,100,2,27,44,30,2,100,3,2,66.7,1,33.3,39,177,106,3,2,1,0,3,61,9,6,2020-2021
Andrés Fernández,25,es ESP,GK,33-306,90,34,27,34,0,0,0,34,0,0,,0,,14,67,43,0,0,0,0,0,21,0,6,2020-2021
Sergi Guardiola,7,es ESP,FW,29-142,73,26,1,3,10,13,2,26,3,2,66.7,1,33.3,14,62,28,1,0,1,1,1,17,2,6,2020-2021
   Marcos André,16,br BRA,FW,23-364,17,6,0,0,3,3,1,6,0,0,,0,,4,18,13,1,0,1,0,0,6,1,6,2020-2021
Óscar Plano,10,es ESP,"LW,RM",29-250,90,48,1,11,18,20,0,48,0,0,,0,,27,104,18,0,1,1,2,1,29,5,6,2020-2021
Waldo Rubio,23,es ESP,RW,25-062,79,32,6,10,6,17,1,31,2,1,50.0,1,50.0,18,170,106,4,4,0,0,1,22,5,6,2020-2021
   Raúl García,3,es ESP,LM,31-171,11,5,1,1,3,1,0,5,1,1,100.0,0,0.0,2,25,22,1,0,0,0,0,3,0,6,2020-2021
Toni Villa,19,es ESP,AM,25-285,74,30,0,4,11,16,2,30,5,4,80.0,1,20.0,19,112,86,3,0,1,4,1,17,1,6,2020-2021
   Shon Weissman,9,il ISR,"FW,AM",24-247,16,9,0,0,3,6,1,9,0,0,,0,,5,45,8,0,0,0,1,0,7,2,6,2020-2021
Rubén Alcaraz,14,es ESP,DM,29-170,62,31,0,7,14,10,0,31,0,0,,0,,12,53,11,0,0,0,0,1,12,0,6,2020-2021
   Kike Pérez,8,es ESP,"DM,CM",23-247,28,20,0,4,7,10,0,20,2,2,100.0,0,0.0,8,28,7,0,1,0,0,0,9,0,6,2020-2021
Fede San Emeterio,20,es ESP,DM,23-216,62,15,3,5,7,3,0,15,0,0,,0,,7,27,1,0,1,1,0,0,10,0,6,2020-2021
   Joaquín Fernández,24,es ESP,"DM,CM",24-140,28,18,3,6,9,3,0,18,0,0,,0,,5,10,0,0,0,0,0,1,9,1,6,2020-2021
Nacho,22,es ESP,LB,31-225,90,53,3,19,21,13,0,53,0,0,,0,,16,101,70,1,0,0,1,0,22,1,6,2020-2021
Jawad El Yamiq,15,ma MAR,CB,28-232,90,36,11,18,18,0,0,36,0,0,,0,,12,29,11,0,0,0,0,0,14,0,6,2020-2021
Bruno González,6,es ESP,CB,30-147,90,31,7,15,14,2,2,31,0,0,,0,,10,34,11,0,0,0,1,0,14,0,6,2020-2021
Luis Pérez,2,es ESP,RB,25-257,90,48,6,13,20,16,1,48,0,0,,0,,11,43,25,0,0,0,0,1,16,3,6,2020-2021
Roberto,13,es ESP,GK,34-251,90,36,33,36,0,0,0,36,0,0,,0,,13,92,55,0,0,0,0,0,8,0,6,2020-2021
Lucas Pérez,7,es ESP,FW,32-038,90,45,0,0,20,25,3,45,3,2,66.7,1,33.3,30,159,73,2,2,1,4,2,32,9,6,2020-2021
Joselu,9,es ESP,FW,30-205,90,42,0,0,22,20,5,42,5,3,60.0,2,40.0,29,86,28,2,0,2,3,1,31,10,6,2020-2021
Jota,24,es ESP,AM,29-124,61,32,1,5,19,10,1,32,2,2,100.0,0,0.0,17,142,90,3,3,1,2,1,16,0,6,2020-2021
   Tomás Pina Isla,8,es ESP,AM,33-004,29,20,0,1,14,5,1,20,0,0,,0,,17,43,7,0,0,0,0,0,17,1,6,2020-2021
Rodrigo Battaglia,6,ar ARG,CM,29-098,90,42,2,4,37,1,0,42,0,0,,0,,27,133,77,1,0,0,0,1,28,1,6,2020-2021
Pere Pons,20,es ESP,CM,27-241,90,30,1,8,16,7,1,30,0,0,,0,,19,70,30,0,0,0,4,1,18,2,6,2020-2021
Adrián Marín,17,es ESP,WB,23-283,61,51,2,4,36,13,2,51,1,0,0.0,1,100.0,30,89,44,1,1,1,0,0,29,6,6,2020-2021
