player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Lee Kang-in,20,kr KOR,"FW,RM",20-001,89,33,47,70.2,590,161,13,13,100.0,14,16,87.5,5,13,38.5,1,0.5,0.6,1,5,2,0,9,24,2020-2021
   Francisco Reis Ferreira,6,pt POR,CB,23-331,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,24,2020-2021
Maxi Gómez,22,uy URU,FW,24-190,90,10,18,55.6,140,15,5,6,83.3,2,7,28.6,1,1,100.0,0,0.0,0.0,0,0,0,0,0,24,2020-2021
Alejandro Blanco,16,es ESP,LM,22-066,70,10,14,71.4,140,26,4,6,66.7,5,5,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,24,2020-2021
   Kévin Gameiro,9,fr FRA,FW,33-287,20,9,13,69.2,96,6,3,3,100.0,3,4,75.0,0,0,,0,0.0,0.0,0,0,0,0,2,24,2020-2021
Carlos Soler,8,es ESP,CM,24-049,90,58,66,87.9,976,248,27,28,96.4,23,25,92.0,5,7,71.4,0,0.0,0.1,1,8,0,0,8,24,2020-2021
Uroš Račić,19,rs SRB,CM,22-340,80,31,39,79.5,568,101,13,17,76.5,13,13,100.0,3,4,75.0,0,0.0,0.0,0,2,0,0,6,24,2020-2021
   Manu Vallejo,21,es ESP,LM,24-006,10,6,6,100.0,112,28,2,2,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,1,1,0,0,1,24,2020-2021
Daniel Wass,18,dk DEN,"RM,CM,LM",31-265,90,37,47,78.7,463,151,24,25,96.0,8,13,61.5,2,3,66.7,0,0.0,0.1,1,4,2,1,4,24,2020-2021
José Luis Gayà,14,es ESP,LB,25-271,90,54,73,74.0,771,176,36,38,94.7,13,18,72.2,3,11,27.3,0,0.1,0.1,2,1,1,0,2,24,2020-2021
Hugo Guillamón,15,,CB,21-020,90,,,,,,,,,,,,,,,0,,,,,,,,24,2020-2021
Gabriel Paulista,5,br BRA,CB,30-086,90,54,61,88.5,1227,557,12,13,92.3,31,34,91.2,10,13,76.9,0,0.0,0.0,0,11,0,0,5,24,2020-2021
Thierry Correia,2,pt POR,RB,21-348,90,38,52,73.1,718,197,16,20,80.0,14,17,82.4,6,11,54.5,1,0.3,0.2,1,1,3,2,4,24,2020-2021
