player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Rafa Mir,9,es ESP,FW,23-122,90,13,11,2,0,0,0,1,1,0,0,0,0,9,0,0,6,2020-2021
Javier Ontiveros,15,es ESP,LW,23-039,55,20,17,3,3,0,1,0,0,0,0,0,0,14,0,0,6,2020-2021
   Sandro Ramírez,6,es ESP,"LW,AM",25-101,35,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0,6,2020-2021
David Ferreiro,7,es ESP,"RW,LW",32-200,90,57,47,10,5,0,0,16,2,3,1,1,0,38,0,3,6,2020-2021
Borja García,24,es ESP,AM,29-351,76,34,31,2,0,0,0,0,0,0,0,0,0,26,1,2,6,2020-2021
   Sergio Gómez,10,es ESP,RW,20-044,14,10,9,1,0,0,0,0,1,0,0,0,0,10,0,0,6,2020-2021
Pedro Mosquera,5,es ESP,DM,32-180,90,77,75,2,2,0,4,1,0,0,0,0,0,72,0,0,6,2020-2021
Jaime Seoane,20,es ESP,DM,23-270,90,50,48,2,2,0,1,0,0,0,0,0,0,39,0,2,6,2020-2021
Luisinho,16,pt POR,LB,35-166,76,46,39,7,0,0,0,2,7,0,0,0,0,40,0,0,6,2020-2021
   Javi Galán,11,es ESP,LB,25-334,14,13,12,1,0,0,0,1,1,0,0,0,0,11,0,0,6,2020-2021
Dimitris Siovas,18,gr GRE,CB,32-032,90,82,77,5,5,0,0,1,0,0,0,0,0,68,0,0,6,2020-2021
Jorge Pulido,14,es ESP,CB,29-193,90,91,87,4,4,0,0,0,0,0,0,0,0,76,0,0,6,2020-2021
Pablo Maffeo,3,es ESP,RB,23-098,90,88,74,14,3,0,1,6,11,0,0,0,0,64,0,1,6,2020-2021
Andrés Fernández,25,es ESP,GK,33-306,90,33,27,6,2,0,0,0,0,0,0,0,0,28,0,0,6,2020-2021
Sergi Guardiola,7,es ESP,FW,29-142,73,18,16,2,0,0,0,0,0,0,0,0,0,13,0,0,6,2020-2021
   Marcos André,16,br BRA,FW,23-364,17,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2020-2021
Óscar Plano,10,es ESP,"LW,RM",29-250,90,36,34,2,0,1,0,2,1,1,0,0,0,25,0,1,6,2020-2021
Waldo Rubio,23,es ESP,RW,25-062,79,25,25,0,0,0,0,1,0,0,0,0,0,15,0,3,6,2020-2021
   Raúl García,3,es ESP,LM,31-171,11,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2020-2021
Toni Villa,19,es ESP,AM,25-285,74,17,14,2,0,0,0,0,1,0,0,0,0,13,1,2,6,2020-2021
   Shon Weissman,9,il ISR,"FW,AM",24-247,16,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1,6,2020-2021
Rubén Alcaraz,14,es ESP,DM,29-170,62,23,20,2,2,0,1,1,0,0,0,0,0,17,1,1,6,2020-2021
   Kike Pérez,8,es ESP,"DM,CM",23-247,28,18,18,0,0,0,0,0,0,0,0,0,0,13,0,1,6,2020-2021
Fede San Emeterio,20,es ESP,DM,23-216,62,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0,6,2020-2021
   Joaquín Fernández,24,es ESP,"DM,CM",24-140,28,13,13,0,0,0,1,0,0,0,0,0,0,9,0,0,6,2020-2021
Nacho,22,es ESP,LB,31-225,90,40,31,9,0,0,0,2,9,0,0,0,0,25,0,1,6,2020-2021
Jawad El Yamiq,15,ma MAR,CB,28-232,90,23,21,2,2,0,1,0,0,0,0,0,0,17,0,0,6,2020-2021
Bruno González,6,es ESP,CB,30-147,90,21,19,2,2,0,0,0,0,0,0,0,0,16,0,0,6,2020-2021
Luis Pérez,2,es ESP,RB,25-257,90,37,30,7,0,0,0,2,7,0,0,0,0,27,0,0,6,2020-2021
Roberto,13,es ESP,GK,34-251,90,31,15,16,7,0,0,0,0,0,0,0,0,10,0,0,6,2020-2021
Lucas Pérez,7,es ESP,FW,32-038,90,38,32,6,2,2,1,5,0,2,1,0,0,25,0,1,6,2020-2021
Joselu,9,es ESP,FW,30-205,90,27,25,2,0,0,1,2,1,0,0,0,0,16,0,2,6,2020-2021
Jota,24,es ESP,AM,29-124,61,22,21,0,0,0,0,1,0,0,0,0,0,16,1,0,6,2020-2021
   Tomás Pina Isla,8,es ESP,AM,33-004,29,18,18,0,0,0,0,1,0,0,0,0,0,16,0,0,6,2020-2021
Rodrigo Battaglia,6,ar ARG,CM,29-098,90,34,30,4,4,0,1,0,0,0,0,0,0,29,0,1,6,2020-2021
Pere Pons,20,es ESP,CM,27-241,90,24,22,2,2,0,0,2,0,0,0,0,0,19,0,1,6,2020-2021
Adrián Marín,17,es ESP,WB,23-283,61,41,32,8,1,0,0,0,7,0,0,0,0,32,1,1,6,2020-2021
   Javi López,26,es ESP,WB,18-291,29,31,26,5,0,0,0,6,5,0,0,0,0,20,0,2,6,2020-2021
Édgar Méndez,16,es ESP,WB,30-290,61,19,19,0,0,0,1,4,0,0,0,0,0,15,0,0,6,2020-2021
   Borja Sainz,29,es ESP,WB,19-260,29,11,9,2,0,0,0,2,2,0,0,0,0,8,0,2,6,2020-2021
Florian Lejeune,22,fr FRA,CB,29-151,45,35,32,2,1,0,2,0,1,0,0,0,0,32,1,1,6,2020-2021
   Víctor Laguardia,5,es ESP,CB,30-348,45,24,24,0,0,0,0,0,0,0,0,0,0,21,0,0,6,2020-2021
Rodrigo Ely,4,br BRA,CB,26-350,80,34,33,1,1,0,0,0,0,0,0,0,0,31,0,0,6,2020-2021
   Luis Rioja,11,es ESP,CB,27-002,10,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,6,2020-2021
Ximo Navarro,23,es ESP,CB,30-269,90,57,54,3,0,0,2,4,3,0,0,0,0,48,0,0,6,2020-2021
Fernando Pacheco,1,es ESP,GK,28-153,90,28,21,6,4,0,0,0,0,0,0,0,0,21,1,0,6,2020-2021
Pere Milla,10,es ESP,FW,28-025,90,36,35,1,0,0,0,1,0,1,0,0,0,22,0,1,6,2020-2021
