player,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,Matchweek,Season
Marcos André,16,br BRA,FW,24-019,81,1,0,0,0,1,1,0,0,26,2,0,2,0.6,0.6,0.0,1,1,9,16,56.3,1,11,1,2,1,9,2020-2021
   Jawad El Yamiq,15,ma MAR,FW,28-253,9,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,0,0,0,0,9,2020-2021
Sergi Guardiola,7,es ESP,FW,29-163,90,0,0,0,0,2,1,0,0,34,0,1,0,0.6,0.6,0.0,2,0,15,20,75.0,0,20,1,4,1,9,2020-2021
Óscar Plano,10,es ESP,"LM,RM",29-271,81,0,0,0,0,0,0,0,0,30,0,3,1,0.0,0.0,0.0,1,0,14,22,63.6,1,16,3,1,1,9,2020-2021
   Raúl García,3,es ESP,RM,31-192,9,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.1,1,0,2,5,40.0,0,4,1,0,0,9,2020-2021
Rubén Alcaraz,14,es ESP,CM,29-191,90,0,0,0,0,2,0,1,0,35,2,0,5,0.1,0.1,0.0,1,0,17,20,85.0,6,11,0,1,1,9,2020-2021
Fede San Emeterio,20,es ESP,CM,23-237,90,0,0,0,0,0,0,0,0,29,0,3,2,0.0,0.0,0.0,1,0,13,21,61.9,1,14,0,0,0,9,2020-2021
Fabián Orellana,12,cl CHI,RM,34-286,67,1,0,1,1,0,0,0,0,23,2,0,0,0.8,0.0,0.1,2,0,14,16,87.5,3,14,1,0,0,9,2020-2021
   Waldo Rubio,23,es ESP,LM,25-083,23,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,1,7,0,1,1,9,2020-2021
Nacho,22,es ESP,LB,31-246,90,0,0,0,0,0,0,0,0,31,0,1,2,0.0,0.0,0.0,1,0,16,26,61.5,0,11,2,0,0,9,2020-2021
Bruno González,6,es ESP,CB,30-168,90,0,0,0,0,0,0,0,0,19,1,2,0,0.0,0.0,0.0,0,0,6,9,66.7,0,6,0,0,0,9,2020-2021
Joaquín Fernández,24,es ESP,CB,24-161,90,0,0,0,0,0,0,0,0,31,1,2,2,0.0,0.0,0.0,0,0,14,18,77.8,2,7,0,0,0,9,2020-2021
Pablo Hervías,11,es ESP,RB,27-245,57,0,0,0,0,1,1,1,0,27,1,0,0,0.1,0.1,0.6,2,1,13,23,56.5,1,19,1,2,2,9,2020-2021
   Luis Pérez,2,es ESP,RB,25-278,33,0,0,0,0,0,0,0,0,9,0,1,1,0.0,0.0,0.0,0,0,4,6,66.7,0,2,0,0,0,9,2020-2021
Jordi Masip,1,es ESP,GK,31-310,90,0,0,0,0,0,0,1,0,32,0,0,1,0.0,0.0,0.0,0,0,15,29,51.7,0,11,0,0,0,9,2020-2021
Raúl García,22,es ESP,FW,34-120,51,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,8,13,61.5,0,2,0,0,0,9,2020-2021
   Asier Villalibre,20,es ESP,FW,23-039,39,0,0,0,0,3,1,0,0,17,0,0,0,0.2,0.2,0.0,1,0,4,11,36.4,0,6,0,0,0,9,2020-2021
Jon Morcillo,2,es ESP,LW,22-054,51,0,0,0,0,2,0,0,0,24,0,0,1,0.1,0.1,0.0,0,0,10,20,50.0,0,15,2,0,0,9,2020-2021
   Álex Berenguer,12,es ESP,LW,25-127,39,0,0,0,0,1,0,0,0,28,0,0,0,0.0,0.0,0.1,6,0,19,26,73.1,3,13,0,2,2,9,2020-2021
Iñaki Williams,9,gh GHA,RW,26-146,90,1,0,1,1,5,0,0,0,35,0,0,0,1.1,0.3,0.0,3,0,14,23,60.9,2,28,8,5,4,9,2020-2021
Iker Muniain,10,es ESP,AM,27-325,74,0,0,0,0,1,0,1,0,45,1,0,0,0.1,0.1,0.0,3,0,34,40,85.0,8,27,1,3,2,9,2020-2021
   Oihan Sancet,16,es ESP,AM,20-197,16,0,0,0,0,1,0,0,0,13,0,0,1,0.1,0.1,0.0,0,0,9,11,81.8,2,7,2,0,0,9,2020-2021
Unai López,8,es ESP,DM,25-009,74,0,0,0,0,1,0,0,0,67,1,1,0,0.1,0.1,0.1,4,0,56,59,94.9,5,26,0,1,1,9,2020-2021
   Oier Zarraga,28,es ESP,DM,21-309,16,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,6,9,66.7,2,5,0,1,1,9,2020-2021
Dani García,14,es ESP,DM,30-168,51,0,0,0,0,0,0,0,0,37,0,2,0,0.0,0.0,0.0,0,0,31,36,86.1,7,20,0,0,0,9,2020-2021
   Mikel Vesga,6,es ESP,DM,27-171,39,0,0,0,0,0,0,0,0,25,2,0,0,0.0,0.0,0.0,1,1,19,22,86.4,1,14,0,0,0,9,2020-2021
Yuri Berchiche,17,es ESP,LB,30-272,90,0,0,0,0,0,0,0,0,81,1,0,0,0.0,0.0,0.2,6,1,60,76,78.9,10,52,7,2,2,9,2020-2021
Iñigo Martínez,4,es ESP,CB,29-175,90,0,0,0,0,1,0,0,0,59,1,0,0,0.1,0.1,0.0,2,0,44,53,83.0,4,38,1,0,0,9,2020-2021
Yeray Álvarez,5,es ESP,CB,25-289,90,0,0,0,0,1,0,0,0,66,2,0,0,0.0,0.0,0.0,0,0,52,58,89.7,6,35,1,1,1,9,2020-2021
Ander Capa,21,es ESP,RB,28-274,90,0,0,0,0,0,0,0,0,82,1,0,1,0.0,0.0,0.3,6,0,57,73,78.1,5,28,1,4,3,9,2020-2021
Unai Simón,1,es ESP,GK,23-150,90,0,0,0,0,0,0,1,0,23,0,0,0,0.0,0.0,0.0,0,0,16,21,76.2,0,9,0,0,0,9,2020-2021
