player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Santi Mina,22,es ESP,FW,24-358,82,25,24,0,0,0,0,0,0,0,0,0,0,21,1,0,11,2020-2021
   Fran Beltrán,8,es ESP,FW,21-300,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2020-2021
Iago Aspas,10,es ESP,FW,33-120,90,49,48,0,0,2,0,0,0,0,0,0,0,38,1,2,11,2020-2021
Nolito,9,es ESP,LM,34-045,73,41,34,7,1,0,0,5,2,4,3,0,0,29,0,0,11,2020-2021
   Miguel Baeza,27,es ESP,LM,20-247,17,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,11,2020-2021
Denis Suárez,6,es ESP,CM,26-328,73,87,79,8,2,0,1,4,0,4,1,2,0,79,0,2,11,2020-2021
   Okay Yokuşlu,5,tr TUR,"DM,CM",26-265,16,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,11,2020-2021
Brais Méndez,23,es ESP,RM,23-327,89,48,48,0,0,0,0,0,0,0,0,0,0,38,0,1,11,2020-2021
   Joseph Aidoo,18,gh GHA,RM,25-061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2020-2021
Renato Tapia,14,pe PER,"DM,CM",25-124,90,77,75,2,2,0,0,0,0,0,0,0,0,69,0,1,11,2020-2021
Lucas Olaza,15,uy URU,LB,26-131,90,73,63,10,3,0,0,2,7,0,0,0,0,58,0,2,11,2020-2021
Jeison Murillo,24,co COL,CB,28-186,90,61,61,0,0,0,1,0,0,0,0,0,0,55,0,0,11,2020-2021
Néstor Araujo,4,mx MEX,CB,29-092,90,75,75,0,0,0,0,1,0,0,0,0,0,61,0,0,11,2020-2021
Hugo Mallo,2,es ESP,RB,29-160,90,67,61,6,0,0,0,1,6,0,0,0,0,54,0,0,11,2020-2021
Rubén Blanco,13,es ESP,GK,25-127,90,31,18,13,6,0,0,0,0,0,0,0,0,23,0,0,11,2020-2021
Jorge Molina,23,es ESP,FW,38-221,45,11,10,1,0,0,1,0,0,0,0,0,0,5,0,2,11,2020-2021
   Antonio Puertas,10,es ESP,FW,28-282,45,7,7,0,0,0,0,0,0,0,0,0,0,3,0,3,11,2020-2021
Luis Javier Suárez,7,co COL,LW,22-363,59,9,8,1,0,0,0,1,0,0,0,0,0,5,0,1,11,2020-2021
   Roberto Soldado,9,es ESP,LW,35-186,31,7,5,2,0,0,0,0,0,0,0,0,0,3,0,0,11,2020-2021
Darwin Machís,11,ve VEN,RW,27-296,90,22,22,0,0,0,1,0,0,0,0,0,0,15,0,1,11,2020-2021
Carlos Neva,15,es ESP,LM,24-170,90,22,14,8,0,0,0,1,8,0,0,0,0,15,0,1,11,2020-2021
Luis Milla,5,es ESP,CM,26-053,90,40,36,4,4,1,1,1,0,0,0,0,0,29,0,2,11,2020-2021
Yangel Herrera,21,ve VEN,CM,22-320,59,23,23,0,0,0,1,0,0,0,0,0,0,16,0,2,11,2020-2021
   Maxime Gonalons,4,fr FRA,CM,31-264,31,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,11,2020-2021
Dimitri Foulquier,2,fr FRA,RM,27-251,75,24,19,5,0,0,0,0,5,0,0,0,0,18,0,1,11,2020-2021
   Quini,17,es ESP,RM,31-066,15,13,7,6,0,0,0,0,6,0,0,0,0,8,0,1,11,2020-2021
Domingos Duarte,22,pt POR,CB,25-264,90,27,24,2,2,0,0,0,0,0,0,0,0,21,1,0,11,2020-2021
Germán Sánchez,6,es ESP,CB,33-353,90,32,28,4,4,0,0,0,0,0,0,0,0,24,0,0,11,2020-2021
Jesús Vallejo,20,es ESP,CB,23-329,81,36,34,2,2,0,0,0,0,0,0,0,0,25,0,2,11,2020-2021
   Alberto Soro,26,es ESP,CB,21-265,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2020-2021
Rui Silva,1,pt POR,GK,26-296,90,31,19,12,3,0,0,0,0,0,0,0,0,15,0,0,11,2020-2021
Willian José,9,br BRA,FW,29-006,90,31,29,2,0,0,1,0,0,0,0,0,0,21,0,1,11,2020-2021
Mikel Oyarzabal,10,es ESP,LW,23-222,80,22,21,1,0,0,0,3,1,0,0,0,0,16,0,0,11,2020-2021
   Adnan Januzaj,11,be BEL,LW,25-298,10,12,10,2,0,0,0,0,2,0,0,0,0,9,0,0,11,2020-2021
Ander Barrenetxea,22,es ESP,RW,18-338,69,24,24,0,0,0,0,2,0,0,0,0,0,16,0,1,11,2020-2021
   Portu,7,es ESP,RW,28-192,21,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,11,2020-2021
Roberto López,28,es ESP,AM,20-219,90,41,34,7,3,0,0,5,0,4,1,2,0,32,0,1,11,2020-2021
Mikel Merino,8,es ESP,DM,24-160,90,47,46,1,1,0,0,0,0,0,0,0,0,37,0,1,11,2020-2021
Ander Guevara,16,es ESP,DM,23-145,68,50,47,3,3,0,0,0,0,0,0,0,0,44,0,2,11,2020-2021
   Martín Zubimendi,36,es ESP,DM,21-301,22,16,16,0,0,0,0,0,0,0,0,0,0,13,0,0,11,2020-2021
Aihen Muñoz,12,es ESP,LB,23-105,80,66,46,20,0,0,0,7,20,0,0,0,0,43,0,5,11,2020-2021
   Nacho Monreal,20,es ESP,LB,34-277,10,8,6,2,1,0,0,1,1,0,0,0,0,6,0,1,11,2020-2021
Robin Le Normand,24,es ESP,CB,24-018,90,60,58,2,2,0,0,0,0,0,0,0,0,57,0,0,11,2020-2021
Igor Zubeldia,5,es ESP,CB,23-244,90,48,48,0,0,0,0,0,0,0,0,0,0,39,0,0,11,2020-2021
Aritz Elustondo,6,es ESP,RB,26-246,45,22,19,3,1,0,0,0,2,0,0,0,0,19,0,0,11,2020-2021
   Joseba Zaldúa,2,es ESP,RB,28-158,45,24,20,4,0,0,0,0,4,0,0,0,0,17,0,0,11,2020-2021
Álex Remiro,1,es ESP,GK,25-250,90,40,29,10,4,0,0,0,0,0,0,0,0,29,1,0,11,2020-2021
Carlos Bacca,9,co COL,FW,34-082,45,11,9,2,0,0,0,0,0,0,0,0,0,8,0,0,11,2020-2021
   Samuel Chukwueze,11,ng NGA,"RM,FW",21-191,45,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,11,2020-2021
Gerard Moreno,7,es ESP,FW,28-236,90,25,24,0,0,1,0,2,0,0,0,0,0,17,1,0,11,2020-2021
Alfonso Pedraza,24,es ESP,LM,24-234,73,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,11,2020-2021
   Takefusa Kubo,16,jp JPN,LM,19-178,17,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,11,2020-2021
Daniel Parejo,5,es ESP,CM,31-227,90,67,54,11,7,0,2,7,0,4,2,2,0,49,2,2,11,2020-2021
Vicente Iborra,10,es ESP,"CM,DM",32-318,90,46,44,1,1,0,0,0,0,0,0,0,0,38,1,0,11,2020-2021
Manu Trigueros,14,es ESP,RM,29-043,54,24,24,0,0,0,0,1,0,0,0,0,0,21,0,0,11,2020-2021
   Francis Coquelin,19,fr FRA,"CM,RM",29-200,36,18,17,1,1,0,1,0,0,0,0,0,0,14,0,0,11,2020-2021
Pervis Estupiñán,15,ec ECU,LB,22-313,90,58,46,12,2,0,0,5,10,0,0,0,0,51,0,1,11,2020-2021
Pau Torres,4,es ESP,CB,23-318,90,53,48,5,4,0,1,0,1,0,0,0,0,38,0,1,11,2020-2021
Raúl Albiol,3,es ESP,CB,35-086,90,27,25,2,2,0,0,0,0,0,0,0,0,16,0,1,11,2020-2021
Mario Gaspar,2,es ESP,RB,30-005,90,42,29,13,1,0,0,1,12,0,0,0,0,28,0,3,11,2020-2021
Sergio Asenjo,1,es ESP,GK,31-154,90,29,28,1,0,0,0,0,0,0,0,0,0,15,0,0,11,2020-2021
Antonio Sanabria,19,py PAR,FW,24-271,68,18,17,1,0,0,0,0,0,0,0,0,0,7,0,0,11,2020-2021
   Diego Lainez,20,mx MEX,FW,20-174,22,7,7,0,0,0,0,2,0,0,0,0,0,5,0,1,11,2020-2021
Cristian Tello,11,es ESP,LW,29-111,53,14,11,3,0,0,0,0,3,0,0,0,0,10,0,0,11,2020-2021
   Loren Morón,16,es ESP,LW,26-336,37,13,13,0,0,1,0,0,0,0,0,0,0,7,0,0,11,2020-2021
Joaquín,17,es ESP,RW,39-132,90,40,34,6,2,0,0,5,1,3,0,3,0,29,0,2,11,2020-2021
Nabil Fekir,8,fr FRA,AM,27-135,68,24,19,5,0,0,0,2,0,3,0,1,0,19,0,0,11,2020-2021
   Borja Iglesias,9,es ESP,AM,27-318,22,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2020-2021
Andrés Guardado,18,mx MEX,DM,34-063,53,36,35,1,1,0,0,1,0,0,0,0,0,25,0,1,11,2020-2021
   William Carvalho,14,pt POR,DM,28-237,37,37,35,2,2,0,0,0,0,0,0,0,0,27,0,2,11,2020-2021
Guido Rodríguez,21,ar ARG,DM,26-232,90,54,53,1,1,1,0,0,0,0,0,0,0,47,0,2,11,2020-2021
Álex Moreno,15,es ESP,LB,27-175,90,53,39,13,0,0,0,0,13,0,0,0,0,38,1,1,11,2020-2021
Sidnei,12,br BRA,CB,31-099,90,76,72,4,3,0,0,0,0,0,0,0,0,64,0,2,11,2020-2021
Marc Bartra,5,es ESP,CB,29-320,90,81,80,0,0,0,4,0,0,0,0,0,0,60,1,0,11,2020-2021
Emerson,22,br BRA,RB,21-321,45,42,31,11,3,0,0,2,8,0,0,0,0,27,0,5,11,2020-2021
   Martín Montoya,2,es ESP,RB,29-230,45,31,22,9,1,0,1,0,8,0,0,0,0,26,0,1,11,2020-2021
Joel Robles,1,es ESP,GK,30-166,90,51,36,13,4,0,0,0,0,0,0,0,0,35,2,0,11,2020-2021
Yoshinori Mutō,12,jp JPN,FW,28-138,77,15,15,0,0,0,0,2,0,0,0,0,0,7,0,1,11,2020-2021
   Sergi Enrich,9,es ESP,FW,30-278,13,7,6,0,0,0,0,0,0,0,0,0,0,2,1,0,11,2020-2021
Takashi Inui,14,jp JPN,LW,32-181,90,12,11,1,0,0,0,1,0,0,0,0,0,4,0,0,11,2020-2021
Alejandro Pozo Pozo,22,es ESP,RW,21-282,90,37,36,1,1,0,0,3,0,0,0,0,0,21,0,4,11,2020-2021
Bryan Gil,25,es ESP,AM,19-293,89,27,21,5,3,0,0,9,0,2,1,1,0,15,1,3,11,2020-2021
   Sergio Álvarez,6,es ESP,AM,28-312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2020-2021
Edu Expósito,10,es ESP,DM,24-121,90,31,31,0,0,0,1,0,0,0,0,0,0,25,0,0,11,2020-2021
Papakouli Diop,8,sn SEN,DM,34-256,90,25,25,0,0,0,0,1,0,0,0,0,0,16,0,0,11,2020-2021
Anaitz Arbilla,23,es ESP,LB,33-199,90,41,27,14,2,0,5,2,12,0,0,0,0,22,0,1,11,2020-2021
Pedro Bigas,3,es ESP,CB,30-076,90,33,31,2,2,0,0,0,0,0,0,0,0,18,0,0,11,2020-2021
Esteban Burgos,2,ar ARG,CB,28-326,90,39,36,1,1,0,0,0,0,0,0,0,0,20,2,0,11,2020-2021
Rober Correa,20,es ESP,RB,28-071,90,39,30,9,0,0,0,1,9,0,0,0,0,29,0,1,11,2020-2021
Marko Dmitrović,1,rs SRB,GK,28-311,90,38,29,9,5,0,0,0,0,0,0,0,0,13,0,0,11,2020-2021
