player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Édgar Méndez,16,es ESP,"FW,RM",31-070,78,10,18,55.6,112,21,9,12,75.0,1,6,16.7,0,0,,0,0.0,0.0,0,1,1,0,1,27,2020-2021
   Iñigo Córdoba,17,es ESP,LM,24-000,12,3,5,60.0,21,1,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0,1,0,0,0,27,2020-2021
Joselu,9,es ESP,FW,30-351,90,23,42,54.8,356,95,15,24,62.5,3,8,37.5,3,5,60.0,0,0.0,0.0,1,2,1,0,4,27,2020-2021
Luis Rioja,11,es ESP,LM,27-148,64,18,22,81.8,241,37,11,12,91.7,5,5,100.0,1,2,50.0,0,0.0,0.0,0,0,1,1,2,27,2020-2021
   Lucas Pérez,7,es ESP,FW,32-184,26,2,4,50.0,46,1,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,1,27,2020-2021
Manu García,19,es ESP,CM,34-321,80,23,41,56.1,353,127,13,19,68.4,8,15,53.3,2,4,50.0,0,0.1,0.0,2,2,0,0,2,27,2020-2021
Tomás Pina Isla,8,es ESP,CM,33-150,90,33,38,86.8,446,147,20,21,95.2,11,12,91.7,1,3,33.3,0,0.0,0.0,0,2,0,0,3,27,2020-2021
Facundo Pellistri,37,uy URU,"RM,LM",19-083,84,10,17,58.8,106,28,8,12,66.7,1,3,33.3,0,0,,0,0.0,0.0,0,1,0,0,0,27,2020-2021
   Pere Pons,20,es ESP,RM,28-021,6,3,4,75.0,37,15,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,27,2020-2021
Rubén Duarte,3,es ESP,LB,25-146,90,43,60,71.7,674,340,21,23,91.3,16,24,66.7,4,11,36.4,0,0.1,0.1,2,5,1,1,4,27,2020-2021
Florian Lejeune,22,fr FRA,CB,29-297,90,48,57,84.2,1091,526,17,18,94.4,21,23,91.3,9,15,60.0,0,0.0,0.0,0,7,1,0,6,27,2020-2021
Víctor Laguardia,5,es ESP,CB,31-128,90,34,47,72.3,911,510,6,8,75.0,20,23,87.0,8,15,53.3,0,0.0,0.0,0,4,0,0,1,27,2020-2021
Martin Agirregabiria,21,es ESP,RB,24-307,90,35,52,67.3,669,381,13,13,100.0,19,28,67.9,3,7,42.9,0,0.0,0.0,0,4,1,1,2,27,2020-2021
Fernando Pacheco,1,es ESP,GK,28-299,90,14,19,73.7,511,465,2,2,100.0,5,5,100.0,7,12,58.3,0,0.0,0.0,0,0,0,0,0,27,2020-2021
Álvaro Negredo,18,es ESP,FW,35-205,82,9,19,47.4,72,7,4,8,50.0,1,3,33.3,0,2,0.0,0,0.0,0.0,0,1,0,0,0,27,2020-2021
   Ivan Šaponjić,12,rs SRB,FW,23-223,8,1,2,50.0,23,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,27,2020-2021
Alberto Perea,10,es ESP,LM,30-084,89,22,29,75.9,250,101,15,18,83.3,5,6,83.3,0,3,0.0,0,0.1,0.1,2,1,1,1,1,27,2020-2021
   Jairo Izquierdo,25,es ESP,LM,27-142,1,2,2,100.0,33,18,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,27,2020-2021
Jens Jønsson,2,dk DEN,CM,28-062,90,19,24,79.2,261,71,14,17,82.4,3,3,100.0,1,2,50.0,0,0.3,0.1,1,0,1,0,1,27,2020-2021
Álex Fernández,8,es ESP,CM,28-149,90,49,65,75.4,839,144,23,24,95.8,17,21,81.0,7,14,50.0,0,0.0,0.0,0,2,1,0,3,27,2020-2021
Rubén Sobrino,21,es ESP,RM,28-285,82,8,9,88.9,186,25,4,5,80.0,1,1,100.0,3,3,100.0,0,0.1,0.0,2,0,1,1,0,27,2020-2021
   Filip Malbašić,24,rs SRB,RM,28-115,8,6,6,100.0,59,8,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,27,2020-2021
José Mari,6,es ESP,DM,33-097,89,20,37,54.1,406,97,6,12,50.0,10,14,71.4,3,7,42.9,0,0.0,0.0,0,2,0,0,5,27,2020-2021
   Jon Ander Garrido,5,es ESP,DM,31-155,1,1,1,100.0,13,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,27,2020-2021
Alfonso Espino,22,uy URU,LB,29-067,90,37,51,72.5,723,224,17,20,85.0,13,20,65.0,6,9,66.7,0,0.1,0.0,1,3,1,0,5,27,2020-2021
Cala,16,es ESP,CB,31-107,90,37,46,80.4,740,205,11,11,100.0,22,25,88.0,3,9,33.3,0,0.0,0.0,0,2,0,0,5,27,2020-2021
Marcos Mauro López Gutiérrez,4,ar ARG,CB,30-063,5,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,27,2020-2021
   Salvi,7,es ESP,RB,29-348,85,15,34,44.1,247,122,8,13,61.5,4,10,40.0,2,7,28.6,0,0.0,0.0,0,1,0,0,0,27,2020-2021
Fali,3,es ESP,"CB,RB",27-213,90,28,37,75.7,527,124,9,9,100.0,17,19,89.5,2,9,22.2,0,0.0,0.0,0,0,0,0,0,27,2020-2021
Jeremías Ledesma,1,ar ARG,GK,28-028,90,22,44,50.0,1053,933,0,0,,5,6,83.3,17,38,44.7,0,0.0,0.0,0,2,0,0,0,27,2020-2021
Karim Benzema,9,fr FRA,FW,33-084,90,35,38,92.1,412,72,22,23,95.7,6,6,100.0,2,2,100.0,0,0.1,0.1,2,2,1,0,4,27,2020-2021
Vinicius Júnior,20,br BRA,"FW,LW",20-244,74,20,23,87.0,308,55,11,11,100.0,7,8,87.5,1,1,100.0,0,0.5,0.2,2,0,2,0,2,27,2020-2021
   Eden Hazard,7,be BEL,LW,30-065,16,9,11,81.8,116,25,5,7,71.4,2,2,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,27,2020-2021
Ferland Mendy,23,fr FRA,"LW,LB",25-278,90,46,57,80.7,570,106,32,37,86.5,12,14,85.7,1,2,50.0,0,0.1,0.2,3,0,2,0,3,27,2020-2021
Lucas Vázquez,17,es ESP,"RW,RB",29-255,90,63,70,90.0,919,220,38,40,95.0,17,18,94.4,4,7,57.1,0,0.1,0.1,1,4,2,1,2,27,2020-2021
Isco,22,es ESP,CM,28-326,61,32,43,74.4,542,83,14,15,93.3,14,18,77.8,3,7,42.9,0,0.0,0.2,0,2,0,0,6,27,2020-2021
   Luka Modrić,10,hr CRO,LM,35-185,29,29,31,93.5,497,159,18,18,100.0,8,9,88.9,3,4,75.0,1,0.4,0.5,2,2,2,1,4,27,2020-2021
Federico Valverde,15,uy URU,CM,22-234,61,25,34,73.5,445,148,13,15,86.7,7,8,87.5,4,7,57.1,0,0.1,0.2,1,2,3,1,3,27,2020-2021
   Toni Kroos,8,de GER,RM,31-068,29,44,47,93.6,939,285,16,16,100.0,18,19,94.7,9,10,90.0,0,0.1,0.1,1,11,0,0,16,27,2020-2021
Casemiro,14,br BRA,"DM,CM",29-018,90,42,52,80.8,551,148,22,26,84.6,13,16,81.3,1,2,50.0,0,0.0,0.0,2,3,1,0,4,27,2020-2021
Nacho,6,es ESP,CB,31-054,90,69,81,85.2,1137,314,34,40,85.0,25,26,96.2,8,12,66.7,0,0.1,0.3,1,5,1,1,4,27,2020-2021
Sergio Ramos,4,es ESP,CB,34-348,60,42,47,89.4,975,361,9,11,81.8,23,24,95.8,10,11,90.9,0,0.0,0.0,0,1,0,0,3,27,2020-2021
   Rodrygo,25,br BRA,RW,20-063,30,16,22,72.7,178,48,11,13,84.6,3,5,60.0,0,1,0.0,1,0.1,0.1,2,1,0,0,1,27,2020-2021
Raphaël Varane,5,fr FRA,CB,27-322,90,61,70,87.1,1112,326,23,25,92.0,30,33,90.9,7,9,77.8,0,0.0,0.0,0,7,0,0,8,27,2020-2021
Thibaut Courtois,1,be BEL,GK,28-306,90,22,23,95.7,484,347,4,4,100.0,14,14,100.0,4,5,80.0,0,0.0,0.0,0,0,0,0,0,27,2020-2021
Lucas Boyé,9,ar ARG,FW,25-013,74,14,20,70.0,191,23,9,13,69.2,2,4,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,27,2020-2021
