player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Borja Iglesias,9,es ESP,FW,28-119,82,12,11,1,0,0,0,0,0,0,0,0,0,6,0,2,37,2020-2021
   Loren Morón,16,es ESP,FW,27-137,8,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,37,2020-2021
Rodri,28,es ESP,LW,21-000,71,22,22,0,0,0,0,1,0,0,0,0,0,17,0,1,37,2020-2021
   Cristian Tello,11,es ESP,LW,29-278,19,9,8,0,0,0,0,0,0,0,0,0,0,6,1,1,37,2020-2021
Joaquín,17,es ESP,RW,39-299,58,25,22,3,1,0,0,2,1,1,0,0,0,20,0,1,37,2020-2021
   Diego Lainez,20,mx MEX,RW,20-341,32,17,15,1,0,0,1,0,1,0,0,0,0,14,1,0,37,2020-2021
Nabil Fekir,8,fr FRA,AM,27-302,90,42,34,6,5,0,0,2,0,1,0,1,0,33,2,1,37,2020-2021
Sergio Canales,10,es ESP,DM,30-089,82,42,36,6,6,0,4,0,0,0,0,0,0,36,0,0,37,2020-2021
   Andrés Guardado,18,mx MEX,DM,34-230,8,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,37,2020-2021
Guido Rodríguez,21,ar ARG,DM,27-034,90,27,26,1,1,0,0,0,0,0,0,0,0,24,0,0,37,2020-2021
Juan Miranda,33,es ESP,LB,21-117,90,45,34,11,1,0,0,1,10,0,0,0,0,34,0,1,37,2020-2021
Víctor Ruiz,6,es ESP,CB,32-111,90,31,31,0,0,0,0,0,0,0,0,0,0,22,0,0,37,2020-2021
Marc Bartra,5,es ESP,CB,30-121,90,26,25,1,1,0,0,0,0,0,0,0,0,22,0,0,37,2020-2021
Emerson,22,br BRA,RB,22-122,90,52,42,9,2,0,0,2,7,0,0,0,0,38,1,0,37,2020-2021
Claudio Bravo,25,cl CHI,GK,38-033,90,29,18,11,4,0,0,0,0,0,0,0,0,17,0,0,37,2020-2021
Rafa Mir,9,es ESP,FW,23-332,90,13,12,0,0,0,0,0,0,0,0,0,0,8,1,0,37,2020-2021
Sandro Ramírez,6,es ESP,FW,25-311,90,19,17,2,0,0,0,2,0,0,0,0,0,14,0,2,37,2020-2021
Javi Galán,11,es ESP,LW,26-178,60,31,18,13,2,0,0,0,11,0,0,0,0,27,0,0,37,2020-2021
   Sergio Gómez,10,es ESP,LW,20-254,30,19,15,4,1,0,0,4,2,1,1,0,0,15,0,0,37,2020-2021
Pablo Maffeo,3,es ESP,RW,23-308,60,34,26,7,1,0,0,3,6,0,0,0,0,17,1,2,37,2020-2021
   Pedro López Muñoz,19,es ESP,RW,37-196,30,21,17,4,0,0,0,1,4,0,0,0,0,18,0,1,37,2020-2021
