player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Shinji Okazaki,12,jp JPN,FW,34-157,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2,2020-2021
David Ferreiro,7,es ESP,LW,32-172,72,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,2,2020-2021
   Dani Escriche,23,es ESP,LW,22-180,18,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,2,2020-2021
Rafa Mir,9,es ESP,RW,23-094,52,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,1,0,2,2020-2021
   Sergio Gómez,10,es ESP,"AM,RW",20-016,38,1,0,0,0,1,0,0,,0,1,0,1,0,1,0,0,2,2020-2021
Juan Carlos,21,es ESP,AM,29-189,51,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,2,2020-2021
   Borja García,24,es ESP,"DM,AM",29-323,39,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,2,2020-2021
Pedro Mosquera,5,es ESP,DM,32-152,90,2,1,1,1,0,1,2,50.0,1,0,0,0,1,3,2,0,2,2020-2021
Eugeni Valderrama,8,es ESP,DM,26-063,52,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,2,2020-2021
   Joaquín Muñoz,6,es ESP,"RW,DM",21-194,38,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2020-2021
Javi Galán,11,es ESP,LB,25-306,90,7,4,3,4,0,4,6,66.7,2,0,0,0,0,7,1,0,2,2020-2021
Dimitris Siovas,18,gr GRE,CB,32-004,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,4,0,2,2020-2021
Jorge Pulido,14,es ESP,CB,29-165,90,3,3,1,2,0,1,1,100.0,0,0,0,0,0,3,3,0,2,2020-2021
Pablo Maffeo,3,es ESP,RB,23-070,90,4,4,3,0,1,2,3,66.7,1,0,0,0,0,4,0,0,2,2020-2021
Andrés Fernández,25,es ESP,GK,33-278,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,2020-2021
Álvaro Negredo,18,es ESP,FW,35-031,68,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,2,2020-2021
   Filip Malbašić,24,rs SRB,FW,27-307,22,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,2,2020-2021
Jorge Pombo,11,es ESP,LW,26-211,90,3,1,1,2,0,0,1,0.0,1,0,0,0,0,3,2,0,2,2020-2021
Salvi,7,es ESP,RW,29-174,80,1,0,1,0,0,1,4,25.0,3,2,0,2,2,3,1,0,2,2020-2021
