player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Youssef En-Nesyri,15,ma MAR,"FW,LW",23-201,90,27,0,7,5,15,3,27,3,1,33.3,2,66.7,15,66,21,0,0,1,4,1,17,5,14,2020-2021
Lucas Ocampos,5,ar ARG,LW,26-161,76,42,2,5,10,27,9,41,2,2,100.0,0,0.0,32,201,121,3,4,2,4,1,33,11,14,2020-2021
   Luuk de Jong,9,nl NED,FW,30-114,14,10,1,1,8,1,0,10,0,0,,0,,7,17,3,0,0,0,1,0,8,2,14,2020-2021
Suso,7,es ESP,RW,27-030,80,51,0,9,20,22,1,51,1,0,0.0,1,100.0,38,217,111,2,2,0,0,2,41,5,14,2020-2021
   Nemanja Gudelj,6,rs SRB,"CM,RW",29-033,10,10,0,2,7,1,0,10,0,0,,0,,6,17,4,0,0,0,2,0,7,0,14,2020-2021
Ivan Rakitić,10,hr CRO,LM,32-284,80,75,2,14,48,15,4,75,2,0,0.0,2,100.0,60,267,98,1,1,0,0,1,56,4,14,2020-2021
   Óscar Rodríguez Arnaiz,14,es ESP,LM,22-174,10,8,0,1,5,2,1,8,0,0,,0,,6,34,22,1,0,0,0,0,5,2,14,2020-2021
Fernando,25,br BRA,"CM,RM",33-147,90,73,7,29,39,5,0,73,1,0,0.0,1,100.0,42,152,61,0,1,0,1,0,40,1,14,2020-2021
Óliver Torres,21,es ESP,RM,26-039,59,46,2,7,26,14,0,46,4,3,75.0,1,25.0,32,140,50,1,0,0,0,2,31,4,14,2020-2021
   Joan Jordán,8,es ESP,"RM,RW",26-166,31,28,2,4,13,11,0,28,1,0,0.0,1,100.0,20,89,40,1,1,0,0,1,21,1,14,2020-2021
Marcos Acuña,19,ar ARG,LB,29-052,90,82,3,30,32,21,0,82,2,1,50.0,1,50.0,53,227,113,4,4,0,2,0,49,4,14,2020-2021
Diego Carlos,20,br BRA,CB,27-279,90,57,12,29,25,3,2,57,0,0,,0,,44,186,99,0,0,0,1,0,40,0,14,2020-2021
Jules Koundé,12,fr FRA,CB,22-037,90,64,4,28,30,7,2,64,2,2,100.0,0,0.0,54,300,147,1,2,1,1,1,49,2,14,2020-2021
Jesús Navas,16,es ESP,RB,35-028,90,80,3,19,32,29,1,80,1,1,100.0,0,0.0,56,232,132,3,1,0,1,0,54,12,14,2020-2021
Yassine Bounou,13,ma MAR,GK,29-258,90,32,23,32,0,0,0,32,0,0,,0,,25,118,60,0,0,0,0,0,17,0,14,2020-2021
Marcos André,16,br BRA,FW,24-060,90,24,0,2,4,18,1,24,0,0,,0,,18,102,19,1,0,0,1,2,20,4,14,2020-2021
Shon Weissman,9,il ISR,FW,24-309,73,18,0,4,7,8,2,18,1,0,0.0,1,100.0,11,52,17,1,2,0,0,2,11,5,14,2020-2021
