player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Jaime Mata,7,es ESP,FW,32-001,45,9,13,69.2,121,56,3,5,60.0,2,4,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,7,2020-2021
   Ángel Rodríguez,9,es ESP,FW,33-182,45,5,13,38.5,40,10,5,7,71.4,0,3,0.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,7,2020-2021
Cucho,23,co COL,FW,21-188,90,27,42,64.3,329,65,20,24,83.3,4,8,50.0,2,6,33.3,0,0.0,0.2,0,1,1,1,1,7,2020-2021
Marc Cucurella,15,es ESP,LM,22-095,90,31,46,67.4,501,184,21,28,75.0,7,11,63.6,3,4,75.0,0,0.0,0.1,0,2,1,0,6,7,2020-2021
Mauro Arambarri,18,uy URU,CM,25-025,90,14,31,45.2,250,82,5,10,50.0,4,11,36.4,3,5,60.0,0,0.0,0.1,0,1,1,0,2,7,2020-2021
Nemanja Maksimović,20,rs SRB,CM,25-273,63,13,21,61.9,144,44,7,10,70.0,3,6,50.0,0,2,0.0,0,0.0,0.0,1,0,0,0,0,7,2020-2021
   David Timor,24,es ESP,CM,31-008,27,17,22,77.3,356,148,6,9,66.7,7,7,100.0,4,6,66.7,0,0.6,0.5,2,2,1,1,3,7,2020-2021
Allan Nyom,12,cm CMR,RM,32-168,63,14,21,66.7,176,88,7,11,63.6,3,4,75.0,1,2,50.0,0,0.1,0.1,1,0,1,1,2,7,2020-2021
   Enes Ünal,10,tr TUR,RM,23-168,27,8,12,66.7,77,11,6,8,75.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,1,7,2020-2021
Mathías Olivera,17,uy URU,LB,22-360,90,28,40,70.0,472,163,15,19,78.9,6,12,50.0,5,5,100.0,0,0.2,0.2,2,1,0,0,4,7,2020-2021
Erick Cabaco,3,uy URU,CB,25-189,90,28,44,63.6,745,258,6,8,75.0,11,18,61.1,11,16,68.8,0,0.0,0.0,0,6,0,0,4,7,2020-2021
Djené,2,tg TOG,CB,28-299,90,29,36,80.6,621,165,8,10,80.0,15,16,93.8,6,9,66.7,0,0.0,0.0,0,0,0,0,4,7,2020-2021
Damián Suárez,22,uy URU,RB,32-181,90,42,66,63.6,935,469,19,22,86.4,12,18,66.7,10,21,47.6,0,0.0,0.1,1,8,1,1,9,7,2020-2021
David Soria,13,es ESP,GK,27-204,90,20,33,60.6,839,748,0,0,,3,4,75.0,17,29,58.6,0,0.0,0.0,0,3,0,0,0,7,2020-2021
Jorge Molina,23,es ESP,FW,38-186,73,7,21,33.3,79,35,5,6,83.3,2,7,28.6,0,0,,0,0.0,0.0,0,1,0,0,2,7,2020-2021
   Alberto Soro,26,es ESP,FW,21-230,17,2,4,50.0,77,34,1,2,50.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,7,2020-2021
Luis Javier Suárez,7,co COL,LM,22-328,54,5,9,55.6,73,53,2,5,40.0,1,2,50.0,1,1,100.0,0,0.0,0.0,1,0,1,0,1,7,2020-2021
   Darwin Machís,11,ve VEN,LM,27-261,36,3,5,60.0,32,17,2,4,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,7,2020-2021
Ángel Montoro,19,es ESP,CM,32-122,73,8,19,42.1,198,126,3,6,50.0,3,5,60.0,2,6,33.3,0,0.0,0.0,0,3,1,0,2,7,2020-2021
   Nehuén Pérez,3,ar ARG,"CB,CM",20-123,17,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,7,2020-2021
Yangel Herrera,21,ve VEN,CM,22-285,90,10,24,41.7,157,98,6,10,60.0,3,8,37.5,1,3,33.3,0,0.2,0.2,1,1,1,1,3,7,2020-2021
Kenedy,24,br BRA,RM,24-260,54,4,6,66.7,42,23,1,2,50.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,7,2020-2021
   Antonio Puertas,10,es ESP,RM,28-247,36,1,6,16.7,9,5,1,4,25.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,7,2020-2021
Yan Brice Eteki,8,cm CMR,"DM,CM",23-060,90,7,16,43.8,73,49,4,4,100.0,1,8,12.5,0,1,0.0,0,0.0,0.0,0,0,0,0,0,7,2020-2021
Carlos Neva,15,es ESP,LB,24-135,90,9,19,47.4,83,62,5,7,71.4,2,7,28.6,0,1,0.0,0,0.0,0.0,0,0,0,0,0,7,2020-2021
Jesús Vallejo,20,es ESP,CB,23-294,90,8,20,40.0,134,63,3,4,75.0,3,8,37.5,1,6,16.7,0,0.0,0.2,0,0,1,0,1,7,2020-2021
Germán Sánchez,6,es ESP,CB,33-318,90,13,22,59.1,306,220,7,9,77.8,0,4,0.0,6,9,66.7,0,0.0,0.0,0,0,0,0,0,7,2020-2021
Dimitri Foulquier,2,fr FRA,RB,27-216,90,18,32,56.3,237,140,11,13,84.6,5,11,45.5,1,5,20.0,0,0.0,0.0,0,0,0,0,3,7,2020-2021
Rui Silva,1,pt POR,GK,26-261,90,11,30,36.7,612,605,0,0,,0,0,,11,30,36.7,0,0.0,0.0,0,1,0,0,0,7,2020-2021
Willian José,9,br BRA,FW,28-337,62,17,19,89.5,332,24,9,9,100.0,5,6,83.3,2,2,100.0,0,0.1,0.1,1,0,0,0,1,7,2020-2021
   Alexander Isak,19,se SWE,FW,21-034,28,3,4,75.0,55,30,1,2,50.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,1,0,2,7,2020-2021
Mikel Oyarzabal,10,es ESP,LM,23-187,75,17,26,65.4,329,89,11,16,68.8,3,3,100.0,3,7,42.9,0,0.1,0.1,1,0,4,1,3,7,2020-2021
   Jon Bautista,25,es ESP,LM,25-114,15,2,3,66.7,41,19,0,1,0.0,2,2,100.0,0,0,,0,0.0,0.0,1,0,1,1,0,7,2020-2021
Jon Guridi,14,es ESP,CM,25-240,62,26,29,89.7,404,107,14,16,87.5,11,11,100.0,1,1,100.0,0,0.0,0.1,0,6,2,0,2,7,2020-2021
   Mikel Merino,8,es ESP,CM,24-125,28,9,11,81.8,170,67,3,3,100.0,5,6,83.3,1,1,100.0,0,0.6,0.2,2,1,1,0,2,7,2020-2021
David Silva,21,es ESP,CM,34-291,75,48,57,84.2,919,253,25,28,89.3,14,19,73.7,9,9,100.0,2,0.3,0.1,3,7,3,0,11,7,2020-2021
   Roberto López,28,es ESP,RM,20-184,15,4,6,66.7,103,41,1,1,100.0,2,2,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,2,7,2020-2021
Portu,7,es ESP,RM,28-157,75,11,17,64.7,132,36,7,9,77.8,3,3,100.0,0,1,0.0,0,0.5,0.1,2,0,2,1,1,7,2020-2021
   Modibo Sagnan,15,fr FRA,CB,21-194,15,6,6,100.0,161,54,1,1,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,7,2020-2021
Martín Zubimendi,36,es ESP,"DM,CM",21-266,90,33,38,86.8,584,149,13,14,92.9,16,17,94.1,3,3,100.0,0,0.0,0.0,0,3,0,0,4,7,2020-2021
Aihen Muñoz,12,es ESP,LB,23-070,90,38,56,67.9,623,277,21,25,84.0,13,18,72.2,4,12,33.3,0,0.0,0.0,0,1,0,0,2,7,2020-2021
Robin Le Normand,24,es ESP,CB,23-349,90,58,68,85.3,1251,419,11,11,100.0,39,44,88.6,8,13,61.5,0,0.0,0.0,0,2,0,0,2,7,2020-2021
Aritz Elustondo,6,es ESP,CB,26-211,90,41,51,80.4,838,366,13,16,81.3,24,27,88.9,4,7,57.1,0,0.0,0.0,0,1,1,0,3,7,2020-2021
Andoni Gorosabel,18,es ESP,RB,24-082,90,47,58,81.0,752,320,27,31,87.1,16,20,80.0,4,7,57.1,1,0.1,0.2,2,1,3,1,5,7,2020-2021
Álex Remiro,1,es ESP,GK,25-215,90,24,33,72.7,659,400,6,6,100.0,8,8,100.0,10,19,52.6,0,0.0,0.0,0,1,0,0,0,7,2020-2021
Rafa Mir,9,es ESP,FW,23-129,90,8,15,53.3,93,14,6,6,100.0,2,6,33.3,0,1,0.0,0,0.0,0.0,0,1,0,0,1,7,2020-2021
Sandro Ramírez,6,es ESP,FW,25-108,55,13,20,65.0,223,40,7,10,70.0,4,5,80.0,2,3,66.7,0,0.0,0.0,0,0,0,0,1,7,2020-2021
   Sergio Gómez,10,es ESP,"WB,FW",20-051,35,9,14,64.3,129,55,4,5,80.0,2,2,100.0,1,3,33.3,0,0.0,0.0,1,1,1,0,2,7,2020-2021
Borja García,24,es ESP,"LM,CM",29-358,90,44,52,84.6,604,177,28,30,93.3,11,13,84.6,2,4,50.0,0,0.0,0.0,0,6,1,0,5,7,2020-2021
