player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Raúl de Tomás,9,es ESP,FW,24-044,78,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,14,2018-2019
   Tito,2,es ESP,RB,33-142,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,14,2018-2019
Álvaro García,18,es ESP,"LM,LW",26-034,90,2,1,2,0,0,1,6,16.7,5,3,0,3,2,4,4,0,14,2018-2019
Giannelli Imbula,12,cd COD,CM,26-079,55,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,1,0,14,2018-2019
   Gorka Elustondo,6,es ESP,DM,31-257,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2018-2019
   José Pozo,22,es ESP,"CM,DM",22-260,18,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,14,2018-2019
Óscar Trejo,8,ar ARG,"CM,AM,FW",30-218,90,1,1,1,0,0,0,2,0.0,2,2,0,2,1,2,3,0,14,2018-2019
Adri Embarba,11,es ESP,"RM,RW",26-207,90,4,2,3,1,0,2,2,100.0,0,2,0,2,0,4,2,0,14,2018-2019
Santi Comesaña,27,es ESP,"DM,CM",22-056,90,2,2,2,0,0,1,3,33.3,2,1,0,1,3,5,2,0,14,2018-2019
Álex Moreno,7,es ESP,LB,25-175,90,8,4,6,2,0,5,8,62.5,3,1,0,1,5,13,8,0,14,2018-2019
Jordi Amat,16,id IDN,CB,26-254,90,2,0,2,0,0,2,3,66.7,1,0,0,0,1,3,10,0,14,2018-2019
Álex Gálvez,23,es ESP,CB,29-177,90,1,0,1,0,0,0,0,,0,1,1,0,1,2,11,0,14,2018-2019
Emiliano Velázquez,20,uy URU,"RB,CB",24-214,90,2,2,1,0,1,1,1,100.0,0,1,0,1,2,4,14,0,14,2018-2019
Stole Dimitrievski,13,mk MKD,GK,24-340,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2018-2019
Sergi Enrich,9,es ESP,FW,28-277,77,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,14,2018-2019
   Charles,19,br BRA,FW,34-240,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,2018-2019
