player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Mariano,7,do DOM,FW,25-080,90,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,66.7,9,2018-2019
Marco Asensio,20,es ESP,LW,22-272,59,0,0,0,0,4,1,8,1,1,0,0,0,2,0,0,,9,2018-2019
   Dani Ceballos,24,es ESP,LM,22-074,31,0,0,0,0,2,0,2,2,2,0,0,0,6,0,0,,9,2018-2019
Lucas Vázquez,17,es ESP,"RB,RW",27-111,90,0,0,0,2,2,0,10,0,0,0,0,0,8,0,2,0.0,9,2018-2019
Isco,22,es ESP,LM,26-182,59,0,0,0,1,1,0,6,1,2,0,0,0,3,0,0,,9,2018-2019
   Karim Benzema,9,fr FRA,LW,30-305,31,0,0,0,2,1,0,1,0,0,0,0,0,1,1,1,50.0,9,2018-2019
Casemiro,14,br BRA,CM,26-239,90,0,0,0,0,1,0,3,1,4,0,0,0,9,5,2,71.4,9,2018-2019
Luka Modrić,10,hr CRO,RM,33-041,90,0,0,0,0,4,0,3,2,2,0,0,0,9,0,0,,9,2018-2019
Marcelo,12,br BRA,LB,30-161,90,1,0,0,1,1,0,12,1,1,0,0,0,6,0,1,0.0,9,2018-2019
Sergio Ramos,4,es ESP,CB,32-204,90,0,0,0,2,1,0,0,0,0,0,0,0,6,2,0,100.0,9,2018-2019
Raphaël Varane,5,fr FRA,CB,25-178,90,0,0,0,1,1,0,0,2,1,0,1,0,4,4,0,100.0,9,2018-2019
Álvaro Odriozola,19,es ESP,RB,22-310,45,0,0,0,1,0,0,4,1,0,0,0,0,4,1,0,100.0,9,2018-2019
   Gareth Bale,11,wls WAL,RW,29-096,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,9,2018-2019
Thibaut Courtois,25,be BEL,GK,26-162,90,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,9,2018-2019
Roger Martí,9,es ESP,FW,27-290,78,0,0,0,3,1,0,0,1,0,0,0,0,1,0,2,0.0,9,2018-2019
   Emmanuel Boateng,21,gh GHA,FW,22-150,12,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,66.7,9,2018-2019
José Luis Morales,11,es ESP,FW,31-089,90,0,0,0,1,3,3,0,0,0,0,0,0,2,1,1,50.0,9,2018-2019
Toño,3,es ESP,LW,28-347,90,0,0,0,1,0,1,1,1,1,0,0,0,6,0,1,0.0,9,2018-2019
Jason,23,es ESP,RW,24-106,90,1,0,0,1,1,0,1,5,0,0,0,0,8,2,1,66.7,9,2018-2019
Enis Bardhi,10,mk MKD,CM,23-110,90,0,0,0,3,0,0,1,0,4,0,0,0,7,0,0,,9,2018-2019
Rubén Rochina,16,es ESP,CM,27-211,66,0,0,0,3,0,0,0,1,3,0,0,0,4,0,1,0.0,9,2018-2019
   Cheick Doukouré,5,ci CIV,CM,26-039,24,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0,9,2018-2019
