player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Cristhian Stuani,7,uy URU,FW,31-359,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,8,2018-2019
Portu,9,es ESP,FW,26-138,76,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
   Seydou Doumbia,22,ci CIV,FW,30-279,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
Álex Granell,6,es ESP,CM,30-065,90,1,0,1,0,0,0,1,0.0,1,0,0,0,2,3,1,0,8,2018-2019
Borja García,10,es ESP,CM,27-338,90,2,2,1,0,1,1,2,50.0,1,1,0,1,1,3,4,0,8,2018-2019
Douglas Luiz,12,br BRA,CM,20-150,90,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,2,0,8,2018-2019
Aday,11,es ESP,WB,30-294,80,3,3,0,3,0,1,1,100.0,0,0,0,0,0,3,1,0,8,2018-2019
   Patrick Roberts,17,eng ENG,WB,21-243,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
Pedro Porro,29,es ESP,WB,19-023,72,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,2,0,8,2018-2019
   Anthony Lozano,19,hn HON,WB,25-164,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
Marc Muniesa,20,es ESP,CB,26-193,90,8,4,4,3,1,0,1,0.0,1,1,0,1,2,10,5,0,8,2018-2019
Bernardo Espinosa,2,co COL,CB,29-087,90,0,0,0,0,0,0,0,,0,2,1,1,4,4,11,0,8,2018-2019
Juanpe,15,es ESP,CB,27-159,90,2,2,1,1,0,1,2,50.0,1,2,1,1,1,3,7,0,8,2018-2019
Yassine Bounou,13,ma MAR,GK,27-184,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
Charles,19,br BRA,FW,34-185,70,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,8,2018-2019
   Kiké,17,es ESP,FW,28-315,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
Sergi Enrich,9,es ESP,FW,28-222,84,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,8,2018-2019
   Sergio Álvarez,6,es ESP,CM,26-256,6,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,8,2018-2019
Pablo de Blasis,16,ar ARG,"LM,RM",30-244,90,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,1,0,8,2018-2019
Joan Jordán,24,es ESP,"CM,FW",24-092,90,2,2,0,1,1,1,2,50.0,1,0,0,0,1,3,0,0,8,2018-2019
Papakouli Diop,8,sn SEN,CM,32-201,90,2,1,0,2,0,0,0,,0,0,0,0,2,4,1,0,8,2018-2019
Fabián Orellana,14,cl CHI,RM,32-252,76,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0,8,2018-2019
   Marc Cucurella,20,es ESP,"LM,RM",20-076,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,8,2018-2019
José Ángel,15,es ESP,LB,29-031,90,3,1,1,2,0,2,3,66.7,1,2,1,1,0,3,4,0,8,2018-2019
Anaitz Arbilla,23,es ESP,CB,31-144,90,2,1,2,0,0,0,0,,0,0,0,0,3,5,7,0,8,2018-2019
Paulo Oliveira,12,pt POR,CB,26-271,90,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,2,0,8,2018-2019
Rubén Peña,11,es ESP,RB,27-080,90,2,1,1,1,0,0,0,,0,2,2,0,3,5,3,0,8,2018-2019
Marko Dmitrović,1,rs SRB,GK,26-255,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
Jaime Mata,7,es ESP,FW,29-347,61,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,8,2018-2019
   Ángel Rodríguez,9,es ESP,FW,31-163,29,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,8,2018-2019
Jorge Molina,19,es ESP,FW,36-167,90,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,0,0,8,2018-2019
Amath,11,sn SEN,LM,22-082,66,2,1,0,2,0,0,0,,0,1,0,1,2,4,0,0,8,2018-2019
   Robert Ibáñez,17,es ESP,RM,25-198,24,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,8,2018-2019
Nemanja Maksimović,20,rs SRB,CM,23-253,90,2,1,1,1,0,0,0,,0,2,1,1,1,3,2,0,8,2018-2019
Mauro Arambarri,18,uy URU,CM,23-006,53,0,0,0,0,0,0,0,,0,2,2,0,0,0,1,0,8,2018-2019
   Markel Bergara,5,es ESP,CM,32-154,37,2,2,0,1,1,2,2,100.0,0,2,0,2,1,3,1,0,8,2018-2019
Francisco Portillo,8,es ESP,"RM,LM",28-115,89,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,8,2018-2019
Vitorino Antunes,3,pt POR,LB,31-188,90,3,2,1,2,0,2,2,100.0,0,1,0,1,1,4,1,0,8,2018-2019
Bruno González,4,es ESP,CB,28-135,90,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,7,0,8,2018-2019
Djené,2,tg TOG,CB,26-279,90,6,6,5,1,0,2,3,66.7,1,1,0,1,2,8,3,1,8,2018-2019
Damián Suárez,22,uy URU,RB,30-162,90,3,2,1,1,1,2,6,33.3,4,1,0,1,0,3,0,0,8,2018-2019
David Soria,13,es ESP,GK,25-185,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,8,2018-2019
Emmanuel Boateng,21,gh GHA,FW,22-136,83,2,2,0,0,2,0,1,0.0,1,1,0,1,0,2,2,0,8,2018-2019
   Borja Mayoral,2,es ESP,FW,21-184,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
José Luis Morales,11,es ESP,FW,31-075,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,8,2018-2019
José Campaña,24,es ESP,CM,25-128,90,3,2,2,1,0,3,5,60.0,2,1,0,1,1,4,5,0,8,2018-2019
Rubén Rochina,16,es ESP,CM,27-197,90,1,1,1,0,0,0,3,0.0,3,5,0,5,0,1,2,0,8,2018-2019
Sanjin Prcić,8,ba BIH,CM,24-320,45,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,2,0,8,2018-2019
   Enis Bardhi,10,mk MKD,CM,23-096,45,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,0,0,8,2018-2019
Toño,3,es ESP,WB,28-333,90,1,1,0,0,1,1,1,100.0,0,1,0,1,3,4,3,0,8,2018-2019
Jason,23,es ESP,WB,24-092,90,3,1,1,2,0,2,2,100.0,0,3,0,3,2,5,1,0,8,2018-2019
Rober,4,es ESP,CB,23-232,90,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,3,0,8,2018-2019
Sergio Postigo,15,es ESP,CB,29-336,90,3,1,2,1,0,2,2,100.0,0,4,3,1,2,5,8,0,8,2018-2019
Erick Cabaco,18,uy URU,CB,23-170,73,2,1,2,0,0,2,4,50.0,2,1,0,1,1,3,5,0,8,2018-2019
   Pedro López Muñoz,19,es ESP,CB,34-339,17,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,0,0,8,2018-2019
Oier Olazábal,13,es ESP,GK,29-022,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,8,2018-2019
Jonathan Calleri,12,ar ARG,FW,25-013,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,8,2018-2019
Jony,23,es ESP,LW,27-089,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,8,2018-2019
Ibai Gómez,11,es ESP,RW,28-329,66,3,3,2,1,0,2,2,100.0,0,1,0,1,0,3,1,0,8,2018-2019
   Rubén Sobrino,7,es ESP,RW,26-127,24,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,8,2018-2019
Wakaso,22,gh GHA,LM,28-073,73,0,0,0,0,0,0,0,,0,1,1,0,3,3,0,0,8,2018-2019
   Manu García,19,es ESP,LM,32-163,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,8,2018-2019
Tomás Pina Isla,8,es ESP,CM,30-357,90,1,1,0,1,0,0,0,,0,2,2,0,1,2,3,0,8,2018-2019
Darko Brašanac,20,rs SRB,RM,26-236,90,2,1,0,1,1,0,0,,0,0,0,0,1,3,3,0,8,2018-2019
Rubén Duarte,3,es ESP,LB,22-353,90,2,0,2,0,0,2,2,100.0,0,2,0,2,0,2,3,0,8,2018-2019
Guillermo Maripán,6,cl CHI,CB,24-153,87,3,2,1,2,0,2,2,100.0,0,1,1,0,1,4,5,0,8,2018-2019
   Martin Agirregabiria,21,es ESP,RB,22-149,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,8,2018-2019
Víctor Laguardia,5,es ESP,CB,28-335,90,4,4,4,0,0,4,5,80.0,1,0,0,0,1,5,4,0,8,2018-2019
Ximo Navarro,15,es ESP,"RB,CB",28-256,90,3,1,3,0,0,2,2,100.0,0,2,0,2,1,4,5,0,8,2018-2019
Fernando Pacheco,1,es ESP,GK,26-141,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
Karim Benzema,9,fr FRA,FW,30-291,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,8,2018-2019
   Mariano,7,do DOM,FW,25-066,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
Dani Ceballos,24,es ESP,"LW,LM",22-060,90,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0,8,2018-2019
Gareth Bale,11,wls WAL,"RW,LW",29-082,79,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,8,2018-2019
   Vinicius Júnior,28,br BRA,LW,18-086,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
Toni Kroos,8,de GER,"LM,CM",28-275,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,8,2018-2019
Casemiro,14,br BRA,CM,26-225,61,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,8,2018-2019
   Marco Asensio,20,es ESP,"RW,CM",22-258,29,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,8,2018-2019
Luka Modrić,10,hr CRO,RM,33-027,90,3,2,3,0,0,2,3,66.7,1,0,0,0,0,3,0,0,8,2018-2019
Nacho,6,es ESP,LB,28-261,90,1,1,0,1,0,1,1,100.0,0,1,1,0,2,3,1,0,8,2018-2019
Sergio Ramos,4,es ESP,CB,32-190,90,1,0,0,1,0,1,1,100.0,0,0,0,0,2,3,4,0,8,2018-2019
Raphaël Varane,5,fr FRA,CB,25-164,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,6,0,8,2018-2019
Álvaro Odriozola,19,es ESP,RB,22-296,90,5,3,4,1,0,5,5,100.0,0,0,0,0,1,6,2,0,8,2018-2019
Thibaut Courtois,25,be BEL,GK,26-148,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,2018-2019
Guido Carrillo,9,ar ARG,FW,27-134,85,1,0,0,0,1,1,3,33.3,2,0,0,0,0,1,1,0,8,2018-2019
   Gerard Gumbau,6,es ESP,FW,23-292,5,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,8,2018-2019
Michael Santos,20,uy URU,FW,25-207,68,2,1,0,1,1,1,2,50.0,1,1,1,0,0,2,0,0,8,2018-2019
   Youssef En-Nesyri,26,ma MAR,FW,21-127,22,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,8,2018-2019
