player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Sandro Ramírez,24,es ESP,FW,23-249,65,20,17,3,1,0,0,1,0,1,0,0,0,15,0,0,28,2018-2019
   Jon Bautista,21,es ESP,FW,23-255,25,8,7,1,0,0,0,0,0,0,0,0,0,5,0,0,28,2018-2019
Mikel Oyarzabal,10,es ESP,LW,21-328,90,26,24,1,0,1,0,1,1,0,0,0,0,16,1,2,28,2018-2019
Adnan Januzaj,11,be BEL,RW,24-038,90,38,33,5,1,0,3,7,0,4,1,3,0,28,0,0,28,2018-2019
David Zurutuza,17,es ESP,LM,32-239,90,45,44,0,0,1,1,0,0,0,0,0,0,38,1,0,28,2018-2019
Ander Guevara,26,es ESP,CM,21-251,90,44,42,1,1,0,1,1,0,0,0,0,0,42,1,0,28,2018-2019
Mikel Merino,8,es ESP,RM,22-266,90,44,44,0,0,0,0,0,0,0,0,0,0,32,0,2,28,2018-2019
Theo Hernández,19,fr FRA,LB,21-160,90,61,46,13,0,0,0,2,13,0,0,0,0,50,2,0,28,2018-2019
Raúl Navas,22,es ESP,CB,30-308,90,64,62,2,2,0,0,0,0,0,0,0,0,55,0,0,28,2018-2019
Aritz Elustondo,15,es ESP,CB,24-352,90,56,54,2,2,0,0,0,0,0,0,0,0,45,0,1,28,2018-2019
Joseba Zaldúa,2,es ESP,RB,26-264,90,69,52,17,1,0,0,2,16,0,0,0,0,54,0,3,28,2018-2019
Gerónimo Rulli,1,ar ARG,GK,26-299,90,42,33,9,7,0,0,0,0,0,0,0,0,29,0,0,28,2018-2019
José Luis Morales,11,es ESP,FW,31-235,90,18,18,0,0,0,0,1,0,0,0,0,0,10,0,1,28,2018-2019
Borja Mayoral,2,es ESP,FW,21-344,90,17,16,1,0,0,1,0,0,0,0,0,0,14,0,0,28,2018-2019
Enis Bardhi,10,mk MKD,CM,23-256,90,34,32,1,0,0,2,1,1,0,0,0,0,25,1,2,28,2018-2019
José Campaña,24,es ESP,CM,25-288,90,53,49,4,2,0,1,1,0,2,1,0,0,45,0,1,28,2018-2019
Rubén Rochina,16,es ESP,CM,27-357,73,40,35,4,2,0,2,2,0,1,1,0,0,25,1,1,28,2018-2019
   Roger Martí,9,es ESP,CM,28-071,17,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,28,2018-2019
Antonio Luna,22,es ESP,LB,27-363,90,44,33,11,0,0,0,4,11,0,0,0,0,32,0,2,28,2018-2019
Chema,6,es ESP,CB,27-012,80,29,29,0,0,0,1,0,0,0,0,0,0,17,0,0,28,2018-2019
   Sergio Postigo,15,es ESP,CB,30-131,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2018-2019
Rober,4,es ESP,CB,24-027,90,38,34,4,4,0,0,0,0,0,0,0,0,34,0,0,28,2018-2019
Rúben Vezo,14,pt POR,CB,24-324,90,29,27,2,2,0,0,0,0,0,0,0,0,20,0,1,28,2018-2019
Coke,12,es ESP,RB,31-323,60,23,16,7,1,0,0,0,6,0,0,0,0,18,0,1,28,2018-2019
   Moses Simon,7,ng NGA,RB,23-246,30,13,10,2,0,0,0,1,2,0,0,0,0,6,1,2,28,2018-2019
Aitor Fernández,25,es ESP,GK,27-316,90,27,11,15,2,0,0,0,0,0,0,0,0,14,1,0,28,2018-2019
Enric Gallego,22,es ESP,FW,32-185,90,18,17,1,0,0,0,0,0,0,0,0,0,7,0,2,28,2018-2019
Ezequiel Ávila,19,ar ARG,"FW,AM",25-038,90,31,27,4,0,1,1,2,1,0,0,0,0,13,0,4,28,2018-2019
Moi Gómez,6,es ESP,CM,24-266,81,52,48,4,4,0,2,2,0,0,0,0,0,42,0,0,28,2018-2019
   Juanpi,20,ve VEN,CM,25-051,9,7,5,2,2,0,0,0,0,0,0,0,0,5,0,0,28,2018-2019
