player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,Matchweek,Season
Jaime Mata,7,es ESP,FW,29-304,79,7,19,36.8,105,11,4,8,50.0,1,4,25.0,1,2,50.0,1,0.0,0.0,1,1,0,0,1,2,2018-2019
   Jorge Molina,19,es ESP,FW,36-124,11,1,2,50.0,17,4,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,2018-2019
Ángel Rodríguez,9,es ESP,FW,31-120,85,6,10,60.0,138,15,3,5,60.0,0,1,0.0,3,3,100.0,0,0.0,0.0,1,1,0,0,2,2,2018-2019
   Leandro Cabrera,6,uy URU,LB,27-068,5,1,1,100.0,17,15,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,2018-2019
Francisco Portillo,8,es ESP,"LM,RM",28-072,90,16,22,72.7,247,138,9,10,90.0,6,8,75.0,1,2,50.0,0,0.4,0.3,2,3,4,0,6,2,2018-2019
Nemanja Maksimović,20,rs SRB,CM,23-210,90,6,13,46.2,79,20,5,7,71.4,1,1,100.0,0,4,0.0,0,0.0,0.0,0,1,0,0,0,2,2018-2019
Mauro Arambarri,18,uy URU,CM,22-328,90,10,19,52.6,236,34,4,6,66.7,2,5,40.0,3,6,50.0,0,0.0,0.0,0,0,0,0,2,2,2018-2019
Iván Alejo,23,es ESP,RM,23-195,70,7,24,29.2,95,44,4,10,40.0,1,6,16.7,1,4,25.0,0,0.0,0.0,0,1,0,0,1,2,2018-2019
   Amath,11,sn SEN,"LM,FW",22-039,20,5,6,83.3,50,27,3,3,100.0,1,1,100.0,0,0,,0,0.4,0.4,1,0,1,0,1,2,2018-2019
Vitorino Antunes,3,pt POR,"LB,LM",31-145,90,31,52,59.6,608,429,10,13,76.9,17,25,68.0,4,8,50.0,0,0.0,0.1,0,0,0,0,2,2,2018-2019
Bruno González,4,es ESP,CB,28-092,90,11,17,64.7,367,184,0,2,0.0,6,7,85.7,5,7,71.4,0,0.0,0.0,0,2,0,0,0,2,2018-2019
Djené,2,tg TOG,CB,26-236,90,9,19,47.4,248,30,0,2,0.0,6,12,50.0,3,4,75.0,0,0.0,0.0,0,1,0,0,0,2,2018-2019
Damián Suárez,22,uy URU,RB,30-119,90,27,42,64.3,516,271,20,25,80.0,3,10,30.0,4,6,66.7,0,0.0,0.0,1,3,1,1,3,2,2018-2019
David Soria,13,es ESP,GK,25-142,90,16,39,41.0,846,799,1,1,100.0,0,0,,15,38,39.5,0,0.0,0.0,0,1,0,0,0,2,2018-2019
Sergi Enrich,9,es ESP,FW,28-179,90,30,46,65.2,323,45,22,31,71.0,5,9,55.6,0,0,,0,0.0,0.0,0,0,0,0,3,2,2018-2019
Kiké,17,es ESP,FW,28-272,74,17,26,65.4,206,17,12,17,70.6,3,4,75.0,1,2,50.0,0,0.1,0.0,1,0,1,0,1,2,2018-2019
   Charles,19,br BRA,FW,34-142,16,4,8,50.0,40,9,3,4,75.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,2,2018-2019
Pere Milla,22,es ESP,LM,25-335,66,13,26,50.0,185,40,9,14,64.3,4,6,66.7,0,1,0.0,0,0.1,0.1,1,0,1,1,1,2,2018-2019
   Pablo Hervías,18,es ESP,RM,25-169,24,6,8,75.0,46,2,3,3,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,2,2018-2019
Papakouli Diop,8,sn SEN,CM,32-158,90,29,44,65.9,425,132,18,20,90.0,11,17,64.7,0,5,0.0,0,0.0,0.0,0,3,0,0,4,2,2018-2019
Gonzalo Escalante,5,ar ARG,CM,25-150,90,27,35,77.1,387,87,14,15,93.3,8,11,72.7,2,4,50.0,0,0.1,0.0,1,2,0,0,3,2,2018-2019
Joan Jordán,24,es ESP,"RM,LM",24-049,83,30,45,66.7,541,174,20,26,76.9,6,8,75.0,4,9,44.4,0,0.2,0.2,2,5,4,0,6,2,2018-2019
   Bebé,10,cv CPV,LM,28-043,7,2,3,66.7,31,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,2,2018-2019
José Ángel,15,es ESP,LB,28-353,90,28,55,50.9,603,296,9,10,90.0,15,21,71.4,4,21,19.0,0,0.0,0.0,0,5,0,0,6,2,2018-2019
Anaitz Arbilla,23,es ESP,CB,31-101,90,35,58,60.3,901,260,7,11,63.6,18,21,85.7,10,24,41.7,0,0.0,0.0,0,6,0,0,5,2,2018-2019
Paulo Oliveira,12,pt POR,CB,26-228,90,19,28,67.9,390,178,4,5,80.0,12,14,85.7,2,7,28.6,0,0.0,0.0,0,1,0,0,2,2,2018-2019
Rubén Peña,11,es ESP,RB,27-037,90,54,73,74.0,993,535,25,30,83.3,18,21,85.7,9,15,60.0,0,0.1,0.2,1,11,4,2,7,2,2018-2019
Marko Dmitrović,25,rs SRB,GK,26-212,90,10,20,50.0,513,469,1,1,100.0,1,1,100.0,8,18,44.4,0,0.0,0.0,0,1,0,0,0,2,2018-2019
Guido Carrillo,9,ar ARG,FW,27-091,90,24,37,64.9,377,49,13,20,65.0,9,11,81.8,2,3,66.7,0,0.2,0.1,2,2,1,0,4,2,2018-2019
Javier Eraso,17,es ESP,FW,28-155,45,13,16,81.3,206,21,7,9,77.8,6,7,85.7,0,0,,0,0.0,0.0,0,0,0,0,0,2,2018-2019
   Michael Santos,20,uy URU,"FW,LW,RW",25-164,45,6,7,85.7,59,21,6,7,85.7,0,0,,0,0,,1,0.3,0.0,1,1,1,0,1,2,2018-2019
Dani Ojeda,7,es ESP,LM,23-264,65,19,25,76.0,269,56,14,16,87.5,5,8,62.5,0,1,0.0,0,0.1,0.1,1,2,1,1,2,2,2018-2019
   Diego Rolán,4,uy URU,"LM,LW",25-153,25,11,13,84.6,122,25,9,9,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,1,1,0,0,0,2,2018-2019
Gerard Gumbau,6,es ESP,CM,23-249,90,38,49,77.6,871,200,13,16,81.3,17,20,85.0,8,12,66.7,1,0.1,0.1,2,5,0,0,3,2,2018-2019
Rubén Pérez,21,es ESP,CM,29-120,90,71,83,85.5,1563,500,21,25,84.0,35,38,92.1,14,18,77.8,0,0.0,0.0,1,9,0,0,9,2,2018-2019
