player,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Matchweek,Season
Enes Ünal,9,tr TUR,FW,21-169,90,0,0,0,0,2,3,0,0,0,0,0,0,3,2,5,28.6,10,2018-2019
Leonardo Suárez,32,ar ARG,FW,22-210,54,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,,10,2018-2019
   Óscar Plano,10,es ESP,FW,27-257,36,1,0,0,2,0,0,1,1,1,0,0,0,2,0,0,,10,2018-2019
Toni Villa,19,es ESP,LM,23-292,86,0,0,0,4,2,0,2,0,0,0,0,0,1,0,3,0.0,10,2018-2019
   Ivi,7,es ESP,LM,24-119,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0.0,10,2018-2019
Rubén Alcaraz,14,es ESP,CM,27-178,90,1,0,0,4,4,1,0,0,2,0,0,0,11,2,2,50.0,10,2018-2019
Míchel,21,es ESP,CM,30-089,90,1,0,0,1,0,1,4,3,1,0,0,0,13,1,0,100.0,10,2018-2019
Antoñito,18,es ESP,"RM,RB",30-306,90,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,,10,2018-2019
Nacho,22,es ESP,LB,29-233,90,0,0,0,1,2,0,6,1,0,0,0,0,2,3,0,100.0,10,2018-2019
Fernando Calero,5,es ESP,CB,23-042,90,0,0,0,0,0,0,0,5,0,0,0,0,9,2,0,100.0,10,2018-2019
Kiko Olivas,4,es ESP,CB,30-066,90,1,0,0,1,1,0,0,0,0,0,0,0,7,1,1,50.0,10,2018-2019
Javi Moyano,17,es ESP,RB,32-245,73,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0.0,10,2018-2019
   Daniele Verde,11,it ITA,"RM,RB",22-128,17,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,,10,2018-2019
Jordi Masip,1,es ESP,GK,29-296,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,10,2018-2019
Borja Iglesias,7,es ESP,FW,25-282,90,0,0,0,2,2,3,0,0,0,0,0,0,3,0,2,0.0,10,2018-2019
Sergio García,9,es ESP,LW,35-139,77,0,0,0,1,0,1,0,1,0,0,0,0,6,1,2,33.3,10,2018-2019
   Óscar Duarte,6,cr CRC,DM,29-145,13,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,50.0,10,2018-2019
Hernán Pérez,17,py PAR,RW,29-243,45,0,0,0,3,1,0,4,0,0,0,0,0,3,0,1,0.0,10,2018-2019
   Pablo Piatti,19,ar ARG,"RW,RM",29-209,45,0,0,0,1,3,0,0,0,2,0,0,0,6,0,1,0.0,10,2018-2019
Sergi Darder,10,es ESP,LM,24-308,90,0,0,0,1,1,0,2,1,2,0,0,0,10,0,0,,10,2018-2019
Marc Roca,21,es ESP,CM,21-334,90,0,0,0,1,2,0,0,1,2,0,0,0,3,0,1,0.0,10,2018-2019
Óscar Melendo,14,es ESP,RM,21-064,65,0,0,0,0,2,0,0,1,0,0,0,0,4,0,1,0.0,10,2018-2019
   Víctor Sánchez,4,es ESP,"CM,RM",31-048,25,0,0,0,1,0,0,0,2,2,0,0,0,0,2,0,100.0,10,2018-2019
Dídac Vilà,12,es ESP,LB,29-139,90,1,0,0,2,1,0,3,0,3,0,0,0,4,0,0,,10,2018-2019
Mario Hermoso,22,es ESP,CB,23-130,90,0,0,0,0,1,0,0,1,4,0,0,0,5,4,0,100.0,10,2018-2019
David López,15,es ESP,CB,29-017,90,0,0,0,2,0,0,0,0,1,0,0,0,4,3,2,60.0,10,2018-2019
Javi López,16,es ESP,RB,32-278,90,1,0,0,2,3,0,2,4,3,0,0,0,7,2,0,100.0,10,2018-2019
Diego López,13,es ESP,GK,36-357,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,10,2018-2019
Anthony Lozano,19,hn HON,FW,25-185,87,0,1,0,5,2,1,0,0,0,1,0,0,0,2,3,40.0,10,2018-2019
Borja García,10,es ESP,AM,27-359,90,0,0,0,0,4,0,4,4,0,0,0,0,10,0,1,0.0,10,2018-2019
Portu,9,es ESP,AM,26-159,57,0,0,0,1,0,1,1,0,3,0,0,0,4,0,1,0.0,10,2018-2019
   Patrick Roberts,17,eng ENG,AM,21-264,33,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,10,2018-2019
Pere Pons,8,es ESP,CM,25-249,90,0,0,0,0,4,0,0,3,2,0,0,0,6,0,1,0.0,10,2018-2019
Douglas Luiz,12,br BRA,CM,20-171,90,1,0,0,4,3,0,3,2,2,0,0,0,8,4,1,80.0,10,2018-2019
Aday,11,es ESP,WB,30-315,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,10,2018-2019
   Carles Planas,21,es ESP,WB,27-237,82,0,0,0,0,0,0,2,0,0,0,0,0,7,2,3,40.0,10,2018-2019
Pedro Porro,29,es ESP,WB,19-044,90,0,0,0,0,2,0,2,3,2,0,0,0,8,1,1,50.0,10,2018-2019
