player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Raphael Dwamena,20,gh GHA,FW,23-248,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,38,2018-2019
Roger Martí,9,es ESP,FW,28-135,90,2,1,0,1,1,0,1,0.0,1,0,0,0,0,2,0,0,38,2018-2019
Enis Bardhi,10,mk MKD,CM,23-320,90,0,0,0,0,0,0,4,0.0,4,1,0,1,0,0,0,0,38,2018-2019
José Campaña,24,es ESP,CM,25-352,90,3,1,0,2,1,1,2,50.0,1,0,0,0,2,5,0,0,38,2018-2019
Rubén Rochina,16,es ESP,CM,28-056,32,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,38,2018-2019
   Fran Manzanara,27,es ESP,CM,22-248,58,2,2,0,1,1,1,1,100.0,0,1,1,0,1,3,1,0,38,2018-2019
Antonio Luna,22,es ESP,WB,28-062,72,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,38,2018-2019
   Moses Simon,7,ng NGA,WB,23-310,18,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,0,0,38,2018-2019
Pedro López Muñoz,19,es ESP,WB,35-198,77,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,0,0,38,2018-2019
   José Luis Morales,11,es ESP,WB,31-299,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,2018-2019
Chema,6,es ESP,CB,27-076,90,7,4,4,3,0,5,6,83.3,1,0,0,0,0,7,0,0,38,2018-2019
Rúben Vezo,14,pt POR,CB,25-023,90,4,4,4,0,0,1,2,50.0,1,1,1,0,0,4,5,0,38,2018-2019
Erick Cabaco,18,uy URU,CB,24-029,90,1,0,1,0,0,0,1,0.0,1,1,1,0,2,3,1,0,38,2018-2019
Koke Vegas,1,es ESP,GK,23-233,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,38,2018-2019
Antoine Griezmann,7,fr FRA,FW,28-058,90,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,38,2018-2019
Ángel Correa,10,ar ARG,"FW,RM",24-070,50,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,38,2018-2019
Koke,6,es ESP,"CM,LM",27-130,90,3,2,1,2,0,1,5,20.0,4,2,0,2,1,4,1,0,38,2018-2019
Rodri,14,es ESP,CM,22-330,90,2,1,2,0,0,2,4,50.0,2,2,0,2,2,4,3,0,38,2018-2019
Thomas Partey,5,gh GHA,CM,25-339,45,2,1,2,0,0,0,1,0.0,1,0,0,0,1,3,0,1,38,2018-2019
   Sergio Camello,55,es ESP,FW,18-097,45,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,38,2018-2019
Thomas Lemar,11,fr FRA,"RM,LM",23-187,62,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,38,2018-2019
   Vitolo,23,es ESP,LM,29-197,28,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,38,2018-2019
Filipe Luís,3,br BRA,LB,33-282,90,3,0,1,1,1,1,2,50.0,1,0,0,0,0,3,0,0,38,2018-2019
Francisco Montero,35,es ESP,CB,20-124,74,1,0,0,1,0,0,0,,0,1,0,1,1,2,2,0,38,2018-2019
   Victor Mollejo,40,es ESP,CB,18-117,16,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,38,2018-2019
