player,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,Matchweek,Season
Cyle Larin,25,ca CAN,FW,27-334,90,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,26,2022-2023
Óscar Plano,10,es ESP,LW,32-034,71,16,16,0,0,0,1,0,0,0,0,0,0,10,0,1,26,2022-2023
   Lucas Olaza,12,uy URU,LB,28-239,19,14,10,4,1,0,0,1,3,0,0,0,0,9,0,0,26,2022-2023
Gonzalo Plata,11,ec ECU,RW,22-136,90,37,34,3,0,0,0,3,3,0,0,0,0,25,0,1,26,2022-2023
Iván Sánchez,21,es ESP,AM,30-175,90,20,18,2,0,0,1,0,0,0,0,0,0,17,0,0,26,2022-2023
Kike Pérez,4,es ESP,DM,26-031,57,30,27,3,2,0,1,2,0,1,1,0,0,21,0,1,26,2022-2023
   Álvaro Aguado,6,es ESP,DM,26-320,33,26,24,1,1,0,3,1,0,0,0,0,0,19,1,0,26,2022-2023
Monchu,8,es ESP,DM,23-185,90,50,45,5,4,0,0,3,0,1,0,1,0,43,0,0,26,2022-2023
Sergio Escudero,18,es ESP,LB,33-196,71,38,26,11,3,0,0,1,8,0,0,0,0,27,1,0,26,2022-2023
   Manuel Pozo,44,es ESP,LW,21-095,19,8,7,1,0,0,0,1,1,0,0,0,0,6,0,0,26,2022-2023
Jawad El Yamiq,15,ma MAR,CB,31-016,45,27,26,1,1,0,0,0,0,0,0,0,0,24,0,1,26,2022-2023
   Joaquín Fernández,24,es ESP,CB,26-290,45,25,25,0,0,0,0,0,0,0,0,0,0,23,0,0,26,2022-2023
Javi Sánchez,5,es ESP,CB,26-003,90,57,55,2,1,0,1,1,0,0,0,0,0,47,0,0,26,2022-2023
Iván Fresneda,27,es ESP,RB,18-170,57,39,30,9,2,0,0,5,7,0,0,0,0,30,0,4,26,2022-2023
   Sergio León,7,es ESP,AM,34-070,33,8,5,3,0,0,0,0,1,0,0,0,0,5,0,0,26,2022-2023
Sergio Asenjo,13,es ESP,GK,33-262,90,42,34,8,0,0,0,0,0,0,0,0,0,30,0,0,26,2022-2023
Gorka Guruzeta,12,es ESP,FW,26-186,74,19,19,0,0,0,0,0,0,0,0,0,0,11,0,0,26,2022-2023
   Álex Berenguer,7,es ESP,LW,27-256,16,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,26,2022-2023
Nico Williams,11,es ESP,"LW,RW",20-248,89,45,35,10,1,0,1,13,0,9,3,5,0,29,0,4,26,2022-2023
   Mikel Balenziaga,24,es ESP,"LB,RW",35-016,1,3,2,1,0,0,0,0,1,0,0,0,0,3,0,0,26,2022-2023
Iñaki Williams,9,gh GHA,"RW,FW",28-275,82,39,38,1,0,0,0,5,0,0,0,0,0,28,0,3,26,2022-2023
   Raúl García,22,es ESP,FW,36-249,8,13,13,0,0,0,0,0,0,0,0,0,0,10,0,1,26,2022-2023
Oihan Sancet,8,es ESP,AM,22-326,82,36,35,0,0,0,1,0,0,0,0,0,0,26,1,0,26,2022-2023
   Iker Muniain,10,es ESP,AM,30-088,8,15,15,0,0,0,0,0,0,0,0,0,0,14,0,1,26,2022-2023
Mikel Vesga,6,es ESP,DM,29-300,90,57,55,2,1,0,0,0,0,0,0,0,0,53,0,0,26,2022-2023
Dani García,14,es ESP,DM,32-297,90,36,36,0,0,1,1,0,0,0,0,0,0,31,0,0,26,2022-2023
Yuri Berchiche,17,es ESP,LB,33-035,89,56,45,11,2,0,1,1,9,0,0,0,0,46,0,2,26,2022-2023
   Oier Zarraga,19,es ESP,"RW,LB",24-072,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,26,2022-2023
Iñigo Martínez,4,es ESP,CB,31-304,90,29,28,1,1,0,0,0,0,0,0,0,0,20,0,1,26,2022-2023
Yeray Álvarez,5,es ESP,CB,28-052,90,29,26,3,3,1,0,0,0,0,0,0,0,18,0,1,26,2022-2023
Óscar de Marcos,18,es ESP,RB,33-337,90,59,48,11,0,0,0,6,11,0,0,0,0,44,0,0,26,2022-2023
Julen Agirrezabala,13,es ESP,GK,22-081,90,29,17,12,1,0,0,0,0,0,0,0,0,13,0,0,26,2022-2023
Luis Javier Suárez,16,co COL,FW,25-106,90,20,18,2,0,0,0,1,1,0,0,0,0,11,0,1,26,2022-2023
Adri Embarba,10,es ESP,LW,30-315,78,37,33,4,1,0,0,8,0,3,3,0,0,27,0,1,26,2022-2023
   Dyego Sousa,11,pt POR,FW,33-185,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2022-2023
Léo Baptistão,12,br BRA,RW,30-204,64,15,15,0,0,0,0,0,0,0,0,0,0,10,0,1,26,2022-2023
   Lázaro,14,br BRA,"LM,RW",21-006,26,18,17,1,1,0,2,0,0,0,0,0,0,13,0,1,26,2022-2023
Lucas Robertone,5,ar ARG,"AM,CM",26-000,90,55,49,5,2,0,2,6,1,2,0,2,0,41,1,1,26,2022-2023
Íñigo Eguaras,4,es ESP,DM,31-011,45,22,21,1,1,0,1,0,0,0,0,0,0,20,0,0,26,2022-2023
   Gonzalo Melero,3,es ESP,"DM,CM",29-075,45,24,22,2,0,0,0,0,1,0,0,0,0,24,0,0,26,2022-2023
César de la Hoz,6,es ESP,DM,30-353,72,31,30,0,0,0,0,0,0,0,0,0,0,21,1,1,26,2022-2023
   Francisco Portillo,8,es ESP,"RM,DM",32-278,18,19,19,0,0,0,0,0,0,0,0,0,0,13,0,2,26,2022-2023
Álex Centelles,20,es ESP,LB,25-130,90,64,53,11,0,0,0,8,11,0,0,0,0,45,0,5,26,2022-2023
Srđan Babić,22,rs SRB,CB,26-330,90,55,51,4,3,0,1,0,1,0,0,0,0,49,0,0,26,2022-2023
Rodrigo Ely,19,br BRA,CB,29-135,90,69,67,2,2,0,1,0,0,0,0,0,0,56,0,1,26,2022-2023
Alejandro Pozo Pozo,17,es ESP,RB,24-024,78,51,41,9,1,0,0,6,8,0,0,0,0,41,1,1,26,2022-2023
   Arnau Puigmal,18,es ESP,RB,22-067,12,15,11,4,0,0,0,1,4,0,0,0,0,15,0,0,26,2022-2023
Fernando,13,es ESP,GK,32-281,90,41,32,9,4,0,0,0,0,0,0,0,0,36,0,0,26,2022-2023
Roger Martí,15,es ESP,FW,32-074,68,16,12,1,0,1,0,0,0,0,0,0,0,9,3,0,26,2022-2023
   Chris Ramos,16,es ESP,FW,26-059,22,9,8,0,0,0,0,0,0,0,0,0,0,5,1,0,26,2022-2023
Sergi Guardiola,19,es ESP,FW,31-293,90,19,18,1,0,0,0,0,0,0,0,0,0,10,0,1,26,2022-2023
Rubén Sobrino,7,es ESP,LM,30-290,90,22,22,0,0,1,0,0,0,0,0,0,0,14,0,0,26,2022-2023
Gonzalo Escalante,17,ar ARG,CM,29-356,59,19,18,1,1,0,1,0,0,0,0,0,0,15,0,0,26,2022-2023
   Álex Fernández,8,es ESP,CM,30-154,31,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,26,2022-2023
Fede San Emeterio,24,es ESP,CM,26-002,79,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0,26,2022-2023
   Youba Diarra,12,ml MLI,CM,24-359,11,7,7,0,0,1,0,0,0,0,0,0,0,5,0,0,26,2022-2023
Theo Bongonda,10,cd COD,RM,27-118,90,19,15,4,2,0,0,4,0,2,1,0,0,14,0,1,26,2022-2023
