player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season
Iago Aspas,10,es ESP,"FW,AM",35-165,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,17,2022-2023
Franco Cervi,11,ar ARG,AM,28-232,45,2,2,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0,17,2022-2023
   Luca de la Torre,23,us USA,AM,24-235,45,2,1,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,17,2022-2023
Gabriel Veiga,24,es ESP,"AM,CM",20-231,86,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17,2022-2023
   Renato Tapia,14,pe PER,CM,27-169,4,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,17,2022-2023
Óscar Rodríguez Arnaiz,5,es ESP,CM,24-199,63,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,17,2022-2023
   Jørgen Strand Larsen,18,no NOR,FW,22-341,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,17,2022-2023
Fran Beltrán,8,es ESP,CM,23-344,90,1,1,0,1,0,0,2,0.0,2,1,0,1,0,1,1,1,17,2022-2023
Javi Galán,17,es ESP,WB,28-055,90,3,2,0,2,1,1,3,33.3,2,2,0,2,1,4,1,0,17,2022-2023
Hugo Mallo,2,es ESP,"WB,CB",31-205,90,4,4,3,0,1,1,1,100.0,0,1,0,1,2,6,3,0,17,2022-2023
Unai Núñez,4,es ESP,CB,25-348,90,0,0,0,0,0,0,1,0.0,1,1,0,1,4,4,2,0,17,2022-2023
Joseph Aidoo,15,gh GHA,CB,27-106,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,17,2022-2023
Óscar Mingueza,3,es ESP,CB,23-245,53,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0,17,2022-2023
   Carles Pérez,7,es ESP,WB,24-331,37,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,17,2022-2023
Agustín Marchesín,1,ar ARG,GK,34-303,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,17,2022-2023
Gerard Moreno,7,es ESP,FW,30-281,90,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,3,0,17,2022-2023
José Luis Morales,22,es ESP,LM,35-174,90,0,0,0,0,0,0,0,,0,1,0,1,2,2,1,0,17,2022-2023
