player,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,Matchweek,Season
Nicolas Jackson,15,sn SEN,FW,21-349,90,22,0,0,6,17,6,22,1,1,100.0,0,0.0,11,61,50,3,1,2,1,0,11,4,38,2022-2023
Yeremi Pino,21,es ESP,LW,20-227,90,53,0,1,16,36,5,53,6,6,100.0,0,0.0,35,100,34,0,1,0,2,2,42,15,38,2022-2023
Samuel Chukwueze,11,ng NGA,RW,24-013,65,50,0,4,18,28,4,50,9,3,33.3,6,66.7,31,231,120,7,3,2,1,0,38,7,38,2022-2023
   Alex Baena,16,es ESP,"DM,RW",21-319,25,26,0,0,10,17,0,26,0,0,,0,,17,48,35,1,2,0,0,0,21,1,38,2022-2023
Manu Trigueros,14,es ESP,AM,31-230,65,52,0,3,26,23,0,52,0,0,,0,,35,112,65,0,1,0,2,1,42,6,38,2022-2023
   Giovani Lo Celso,17,ar ARG,"RW,AM",27-056,25,28,0,2,2,24,1,28,1,0,0.0,0,0.0,17,88,41,1,2,1,1,0,17,7,38,2022-2023
Étienne Capoue,6,fr FRA,"DM,AM",34-328,90,59,0,1,30,28,2,59,6,4,66.7,1,16.7,40,143,56,1,2,2,2,0,47,9,38,2022-2023
Daniel Parejo,10,es ESP,DM,34-049,90,102,0,10,57,35,0,102,2,2,100.0,0,0.0,70,167,115,1,1,0,1,0,83,1,38,2022-2023
Alberto Moreno,18,es ESP,LB,30-334,84,69,1,11,22,37,0,69,3,1,33.3,2,66.7,43,239,70,2,2,0,0,2,51,9,38,2022-2023
   Pascu,43,es ESP,LB,20-056,6,6,0,0,2,4,2,6,2,0,0.0,2,100.0,3,37,27,1,1,0,0,0,3,2,38,2022-2023
Pau Torres,4,es ESP,CB,26-139,90,84,2,22,53,9,3,84,0,0,,0,,64,271,199,2,2,0,0,0,67,1,38,2022-2023
Aïssa Mandi,23,dz ALG,"CB,RB",31-225,84,74,9,24,46,4,1,74,0,0,,0,,53,188,100,1,0,0,0,0,56,2,38,2022-2023
   Johan Mojica,12,co COL,RB,30-287,6,8,1,3,1,4,0,8,0,0,,0,,5,50,25,1,1,0,0,0,5,1,38,2022-2023
Kiko Femenía,2,es ESP,RB,32-122,45,52,2,9,27,17,1,52,0,0,,0,,39,164,87,2,1,0,1,0,41,2,38,2022-2023
   Jorge Cuenca,5,es ESP,CB,23-199,45,35,2,11,21,3,1,35,0,0,,0,,23,85,48,1,0,0,0,0,22,1,38,2022-2023
Filip Jørgensen,35,dk DEN,GK,21-049,90,21,16,21,0,0,0,21,0,0,,0,,14,40,25,0,0,0,0,0,11,0,38,2022-2023
Antoine Griezmann,8,fr FRA,"FW,RM",32-075,90,44,1,14,16,14,3,44,1,1,100.0,0,0.0,26,130,55,2,1,0,3,1,37,2,38,2022-2023
Ángel Correa,10,ar ARG,FW,28-087,84,21,1,4,10,7,4,21,1,1,100.0,0,0.0,18,114,66,4,0,1,0,0,16,4,38,2022-2023
   Thomas Lemar,11,fr FRA,"LM,FW",27-204,6,6,1,4,0,2,0,6,1,0,0.0,1,100.0,5,27,4,0,0,0,0,0,6,0,38,2022-2023
Saúl Ñíguez,17,es ESP,"CM,LB",28-195,90,33,4,13,11,9,3,33,0,0,,0,,15,83,51,1,1,1,2,2,21,0,38,2022-2023
Koke,6,es ESP,CM,31-147,90,61,1,23,29,9,0,61,2,1,50.0,1,50.0,31,111,44,0,1,0,0,3,46,0,38,2022-2023
Pablo Barrios,24,es ESP,CM,19-354,90,47,0,13,18,16,0,47,1,0,0.0,1,100.0,27,135,57,1,1,0,3,2,30,0,38,2022-2023
Sergio Reguilón,3,es ESP,LB,26-170,83,31,2,12,10,10,2,31,0,0,,0,,20,133,75,3,2,1,1,1,19,5,38,2022-2023
   Álvaro Morata,19,es ESP,"FW,LB",30-224,7,10,0,2,4,4,0,10,0,0,,0,,6,19,5,0,0,0,2,1,6,1,38,2022-2023
Mario Hermoso,22,es ESP,CB,27-351,90,54,6,32,18,4,0,54,0,0,,0,,20,60,35,0,0,0,2,1,30,0,38,2022-2023
Axel Witsel,20,be BEL,CB,34-143,69,20,6,15,5,0,0,20,0,0,,0,,11,28,10,0,0,0,0,0,10,0,38,2022-2023
Stefan Savić,15,me MNE,CB,32-147,90,29,9,19,10,0,0,29,0,0,,0,,9,41,30,0,0,0,0,0,15,0,38,2022-2023
Nahuel Molina,16,ar ARG,RB,25-059,90,43,4,20,11,14,1,43,4,1,25.0,2,50.0,21,96,71,0,0,0,0,0,23,5,38,2022-2023
Ivo Grbić,1,hr CRO,GK,27-137,84,28,27,28,0,0,0,28,0,0,,0,,7,33,27,0,0,0,0,0,5,0,38,2022-2023
   Antonio Gomis,31,es ESP,GK,20-015,6,3,3,3,0,0,0,3,0,0,,0,,1,19,7,0,0,0,0,0,0,0,38,2022-2023
Alexander Sørloth,19,no NOR,FW,27-181,74,18,0,1,7,11,3,18,1,0,0.0,1,100.0,11,82,36,1,1,0,3,1,14,7,38,2022-2023
   Carlos Fernández,9,es ESP,FW,27-013,16,5,0,1,0,4,2,5,0,0,,0,,6,26,16,2,1,1,1,1,6,1,38,2022-2023
Ander Barrenetxea,7,es ESP,LM,21-159,61,36,1,3,18,16,7,36,6,2,33.3,3,50.0,24,124,67,3,2,2,2,2,25,9,38,2022-2023
   Ander Guevara,16,es ESP,DM,25-332,29,20,0,4,14,3,0,20,1,0,0.0,1,100.0,16,76,37,0,0,0,0,0,15,1,38,2022-2023
Asier Illarramendi,4,es ESP,CM,33-088,60,47,0,3,34,10,2,47,2,2,100.0,0,0.0,29,59,21,0,0,0,3,1,33,3,38,2022-2023
   Mikel Oyarzabal,10,es ESP,LM,26-044,30,12,0,1,5,6,1,12,0,0,,0,,9,72,54,3,1,0,1,0,11,3,38,2022-2023
Brais Méndez,23,es ESP,CM,26-148,90,79,0,5,38,37,3,79,4,1,25.0,3,75.0,43,140,71,2,0,0,0,0,52,6,38,2022-2023
Takefusa Kubo,14,jp JPN,RM,22-000,71,44,0,1,19,26,3,44,6,3,50.0,1,16.7,29,239,147,5,3,1,3,1,34,7,38,2022-2023
   Mohamed Ali Cho,11,fr FRA,RM,19-136,19,9,0,1,1,7,2,9,2,0,0.0,2,100.0,6,23,1,0,0,0,0,0,8,1,38,2022-2023
Martín Zubimendi,3,es ESP,DM,24-122,60,54,2,9,38,7,2,54,1,0,0.0,0,0.0,31,151,68,1,0,0,0,0,44,0,38,2022-2023
   Mikel Merino,8,es ESP,CM,26-347,30,30,0,6,18,6,0,30,0,0,,0,,17,66,39,0,0,0,1,1,21,3,38,2022-2023
Diego Rico,15,es ESP,LB,30-101,90,54,3,16,27,11,0,54,0,0,,0,,25,203,56,2,1,0,1,1,27,3,38,2022-2023
Jon Pacheco,20,es ESP,CB,22-147,90,66,13,38,27,1,1,66,0,0,,0,,37,130,59,0,0,0,1,0,38,0,38,2022-2023
Igor Zubeldia,5,es ESP,CB,26-066,90,70,15,39,32,1,1,70,1,1,100.0,0,0.0,44,268,178,0,0,0,0,0,44,0,38,2022-2023
Andoni Gorosabel,18,es ESP,RB,26-304,90,50,0,9,32,9,0,50,1,1,100.0,0,0.0,17,80,54,1,1,0,3,0,32,0,38,2022-2023
Álex Remiro,1,es ESP,GK,28-072,90,48,41,48,0,0,0,48,0,0,,0,,30,159,85,0,0,0,0,0,29,0,38,2022-2023
Rafa Mir,12,es ESP,FW,25-351,90,33,1,3,18,12,4,33,0,0,,0,,14,57,12,0,0,1,4,1,23,5,38,2022-2023
Papu Gómez,24,ar ARG,LW,35-109,68,25,0,2,12,11,2,25,2,1,50.0,0,0.0,23,176,90,4,1,1,1,0,23,6,38,2022-2023
   Jesús Corona,9,mx MEX,LW,30-149,22,13,0,4,6,4,0,13,3,1,33.3,2,66.7,11,42,9,0,0,0,1,1,10,1,38,2022-2023
Érik Lamela,17,ar ARG,RW,31-092,90,53,0,9,27,20,3,53,3,3,100.0,0,0.0,28,135,66,0,0,0,4,4,30,4,38,2022-2023
Óliver Torres,21,es ESP,"AM,DM",28-206,90,51,1,6,36,9,1,51,2,2,100.0,0,0.0,30,148,79,2,0,0,2,2,31,1,38,2022-2023
Pape Gueye,18,sn SEN,DM,24-131,90,50,1,11,35,4,1,50,3,2,66.7,0,0.0,32,117,38,0,0,0,0,2,34,1,38,2022-2023
Manuel Sebastián,43,es ESP,DM,18-312,59,39,2,15,21,4,0,39,2,1,50.0,1,50.0,18,83,12,0,1,0,0,0,20,1,38,2022-2023
   Suso,7,es ESP,AM,29-197,31,14,0,4,6,5,1,14,2,1,50.0,1,50.0,12,99,20,0,0,0,1,0,10,2,38,2022-2023
Diego Iturralde,44,es ESP,LB,20-049,45,16,2,9,7,1,0,16,0,0,,0,,8,24,9,0,0,0,0,0,8,1,38,2022-2023
   Alex Telles,3,br BRA,LB,30-171,45,26,2,12,8,6,0,26,1,1,100.0,0,0.0,13,60,8,0,1,0,0,0,9,1,38,2022-2023
Nemanja Gudelj,6,rs SRB,CB,31-200,45,26,2,17,8,1,0,26,1,1,100.0,0,0.0,15,57,9,0,0,0,1,0,17,0,38,2022-2023
   Tanguy Nianzou,14,fr FRA,CB,20-362,45,23,4,13,9,1,1,23,0,0,,0,,9,48,10,0,0,0,0,0,11,0,38,2022-2023
Loïc Bade,22,fr FRA,CB,23-054,90,54,8,33,18,3,2,54,2,1,50.0,1,50.0,31,100,37,0,0,0,0,1,30,0,38,2022-2023
Gonzalo Montiel,2,ar ARG,RB,26-154,8,5,0,1,2,2,0,5,0,0,,0,,2,8,0,0,1,0,0,0,3,0,38,2022-2023
   Jesús Navas,16,es ESP,RB,37-195,82,64,6,25,28,11,0,64,0,0,,0,,39,160,76,1,0,0,2,0,42,4,38,2022-2023
Marko Dmitrović,1,rs SRB,GK,31-131,90,43,39,43,0,0,0,43,0,0,,0,,25,95,53,0,0,0,0,0,23,0,38,2022-2023
Karim Benzema,9,fr FRA,FW,35-167,73,44,0,0,20,24,3,43,0,0,,0,,30,119,62,1,3,0,2,1,38,5,38,2022-2023
   Luka Modrić,10,hr CRO,LM,37-268,17,13,0,0,10,3,1,13,1,0,0.0,1,100.0,11,55,30,1,0,1,0,2,13,0,38,2022-2023
Vinicius Júnior,20,br BRA,LW,22-327,90,50,0,6,21,26,8,50,11,4,36.4,7,63.6,35,345,187,5,4,5,6,1,38,13,38,2022-2023
Rodrygo,21,br BRA,"RW,FW",22-146,90,63,0,2,25,36,9,63,5,1,20.0,4,80.0,50,276,133,5,4,3,1,0,56,13,38,2022-2023
Dani Ceballos,19,es ESP,LM,26-301,57,62,2,9,39,14,2,62,2,2,100.0,0,0.0,47,291,162,3,0,1,0,1,50,5,38,2022-2023
   Marco Asensio,11,es ESP,"RW,LM",27-134,32,11,0,0,6,5,2,11,0,0,,0,,9,81,14,1,0,0,0,1,9,3,38,2022-2023
   Lucas Vázquez,17,es ESP,RW,31-338,1,1,0,0,1,0,0,1,0,0,,0,,1,7,5,0,0,0,0,0,1,0,38,2022-2023
Toni Kroos,8,de GER,CM,33-151,90,112,3,21,82,11,1,112,1,0,0.0,1,100.0,90,429,221,2,2,0,0,2,93,1,38,2022-2023
Eduardo Camavinga,12,fr FRA,RM,20-206,57,57,2,8,28,21,0,57,2,0,0.0,2,100.0,43,276,153,4,4,0,0,2,46,1,38,2022-2023
   Aurélien Tchouaméni,18,fr FRA,RM,23-128,33,20,1,5,13,2,0,20,1,0,0.0,1,100.0,14,41,27,1,0,0,1,0,13,0,38,2022-2023
Antonio Rüdiger,22,de GER,LB,30-093,90,79,4,38,35,6,0,79,0,0,,0,,47,168,91,1,1,0,0,0,57,2,38,2022-2023
Nacho,6,es ESP,CB,33-137,90,86,9,43,40,3,0,86,0,0,,0,,57,165,96,1,0,0,1,0,67,0,38,2022-2023
Éder Militão,3,br BRA,CB,25-137,90,78,15,42,35,1,0,78,0,0,,0,,54,219,118,0,0,0,0,0,58,0,38,2022-2023
Dani Carvajal,2,es ESP,RB,31-144,90,75,6,17,26,33,1,75,1,0,0.0,1,100.0,48,145,68,2,0,0,2,0,52,17,38,2022-2023
Thibaut Courtois,1,be BEL,GK,31-024,90,45,39,45,0,0,0,45,0,0,,0,,28,197,122,0,0,0,0,0,17,0,38,2022-2023
Gorka Guruzeta,12,es ESP,FW,26-265,76,30,2,8,15,7,3,30,1,1,100.0,0,0.0,11,96,77,2,0,0,0,1,14,2,38,2022-2023
   Raúl García,22,es ESP,AM,36-328,14,9,0,1,3,5,2,9,0,0,,0,,4,18,16,1,0,0,0,0,7,1,38,2022-2023
Nico Williams,11,es ESP,LW,20-327,63,32,3,9,7,18,2,32,10,6,60.0,4,40.0,13,126,70,3,2,1,2,0,17,4,38,2022-2023
   Álex Berenguer,7,es ESP,"RW,LW",27-335,27,13,0,3,0,10,3,13,1,1,100.0,0,0.0,7,77,70,2,2,1,1,0,9,3,38,2022-2023
Iñaki Williams,9,gh GHA,"RW,FW",28-354,90,43,0,3,12,28,9,43,4,2,50.0,2,50.0,26,227,142,10,3,5,2,2,33,15,38,2022-2023
Oihan Sancet,8,es ESP,AM,23-040,76,27,0,4,14,12,3,27,2,1,50.0,0,0.0,21,154,91,2,3,0,2,3,20,3,38,2022-2023
   Iker Muniain,10,es ESP,LW,30-167,14,14,0,2,6,6,1,14,1,1,100.0,0,0.0,7,34,23,1,0,0,0,1,10,0,38,2022-2023
Mikel Vesga,6,es ESP,DM,30-014,66,40,2,15,17,8,2,39,0,0,,0,,14,77,45,1,0,0,0,0,25,0,38,2022-2023
   Unai Vencedor Paris,16,es ESP,DM,22-201,24,17,1,5,9,3,0,17,1,1,100.0,0,0.0,7,25,10,0,0,0,0,0,9,1,38,2022-2023
